# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6305] OSAGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    0    0    0    0
 Sep 20    3    0    0    0
 Sep 22   11    1    0    0
 Sep 24   11    1    0    0
 Sep 26   12    1    0    0
 Sep 28   18    3    0    0
 Sep 30   29    5    1    0
 Oct 02   42   12    5    0
 Oct 04   50   14    9    0
 Oct 06   66   24   11    1
 Oct 08   72   25   14    1
 Oct 10   83   35   18    5
 Oct 12   83   42   20    5
 Oct 14   87   44   22    5
 Oct 16   88   50   24    5
 Oct 18   88   61   31    7
 Oct 20   90   64   38   11
 Oct 22   94   68   44   14
 Oct 24   94   75   57   18
 Oct 26   94   79   62   24
 Oct 28   96   85   66   27
 Oct 30  100   88   70   35
 Nov 01  100   92   75   46
 Nov 03  100   98   81   61
 Nov 05  100   98   83   68
 Nov 07  100  100   87   75
 Nov 09  100  100   90   81
 Nov 11  100  100   94   83
 Nov 13  100  100   98   88
 Nov 15  100  100  100   94
 Nov 17  100  100  100   94
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
