# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.26   0.27   73(65)   19(17)   14(13)    6( 5)    0( 0)    0      112
  2 3/8-->3/14       1.33   0.25   58(64)   17(19)   12(13)    4( 4)    0( 0)    0       91
  3 3/15-->3/21      1.40   0.24   60(62)   21(22)   13(13)    3( 3)    0( 0)    0       97
  4 3/22-->3/28      1.75   0.29   66(63)   22(21)    8( 8)    9( 9)    0( 0)    0      105
  5 3/29-->4/4       1.78   0.30   76(63)   20(17)   18(15)    6( 5)    0( 0)    0      120
  6 4/5-->4/11       1.81   0.30   71(63)   18(16)   17(15)    7( 6)    0( 0)    0      113
  7 4/12-->4/18      1.79   0.38   67(50)   29(22)   23(17)   14(11)    0( 0)    0      133
  8 4/19-->4/25      2.82   0.36   97(63)   23(15)   19(12)   14( 9)    2( 1)    0      155
  9 4/26-->5/2       1.93   0.33   83(59)   27(19)   20(14)   11( 8)    0( 0)    0      141
 10 5/3-->5/9        2.65   0.39   91(61)   16(11)   23(16)   15(10)    3( 2)    0      148
 11 5/10-->5/16      2.00   0.39   79(55)   22(15)   29(20)   13( 9)    0( 0)    0      143
 12 5/17-->5/23      3.06   0.33   87(61)   26(18)   20(14)    7( 5)    2( 1)    0      142
 13 5/24-->5/30      2.56   0.40  100(61)   24(15)   21(13)   14( 9)    5( 3)    0      164
 14 5/31-->6/6       2.13   0.39   73(54)   27(20)   19(14)   13(10)    2( 1)    0      134
 15 6/7-->6/13       3.30   0.44   91(55)   22(13)   33(20)   14( 9)    4( 2)    0      164
 16 6/14-->6/20      2.84   0.50   64(52)   15(12)   28(23)   11( 9)    6( 5)    0      124
 17 6/21-->6/27      3.45   0.52   63(52)   17(14)   25(20)   11( 9)    6( 5)    0      122
 18 6/28-->7/4       5.48   0.52   59(51)   20(17)   20(17)   12(10)    4( 3)    0      115
 19 7/5-->7/11       5.50   0.48   59(50)   23(19)   22(19)    9( 8)    5( 4)    0      118
 20 7/12-->7/18      4.15   0.50   59(52)   24(21)   15(13)   11(10)    5( 4)    0      114
 21 7/19-->7/25      2.38   0.42   60(52)   19(16)   23(20)   12(10)    2( 2)    0      116
 22 7/26-->8/1       2.15   0.38   59(58)   19(19)   14(14)    9( 9)    1( 1)    0      102
 23 8/2-->8/8        5.81   0.47   72(58)   19(15)   15(12)   14(11)    4( 3)    0      124
 24 8/9-->8/15       2.60   0.43   64(57)   14(12)   19(17)   14(12)    2( 2)    0      113
 25 8/16-->8/22      3.10   0.40   62(57)   17(16)   15(14)   13(12)    1( 1)    0      108
 26 8/23-->8/29      4.52   0.48   46(51)   14(16)   21(23)    6( 7)    3( 3)    0       90
 27 8/30-->9/5       3.32   0.46   56(56)   13(13)   19(19)    8( 8)    4( 4)    0      100
 28 9/6-->9/12       3.30   0.48   52(51)   16(16)   20(20)   11(11)    2( 2)    0      101
 29 9/13-->9/19      8.03   0.62   53(45)   24(21)   17(15)   19(16)    4( 3)    0      117
 30 9/20-->9/26      4.50   0.48   58(51)   21(18)   18(16)   12(11)    5( 4)    0      114
 31 9/27-->10/3      1.45   0.36   49(58)   11(13)   15(18)    9(11)    0( 0)    0       84
 32 10/4-->10/10     4.00   0.40   61(66)   11(12)    9(10)    9(10)    3( 3)    0       93
 33 10/11-->10/17    2.71   0.36   50(57)   20(23)   11(13)    6( 7)    1( 1)    0       88
 34 10/18-->10/24    3.00   0.35   66(62)   15(14)   15(14)    8( 8)    2( 2)    0      106
