# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5493] MILFORD-4-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia5493
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  47 -29  50 -21  64 -20  83   7  93  24  88  40  95  46 101  47  92  40  90  25  70  13  65  -8
  2  51 -19  51 -28  70  -7  80  10  89  21  89  38  93  49  96  50  93  39  91  24  73   5  60  -9
  3  44 -20  45 -25  64  -6  70   4  87  18  96  35 100  43 101  45  90  32  89  29  75   5  60 -12
  4  48 -23  52 -21  68 -12  73   9  92  24  97  38  98  43  98  47  91  39  84  24  72  -4  54 -10
  5  45 -25  58 -20  72 -22  84  12  89  26  97  42  96  44  98  46  92  34  92  17  73   1  60  -5
  6  43 -26  56 -18  71 -10  87   6  88  28  93  38  96  44  97  49 100  37  90  22  72   1  59 -18
  7  54 -21  60 -16  77 -11  84  15  90  25  97  41  97  45  97  46  95  38  87  24  73  -6  53 -17
  8  56 -22  53 -24  69 -13  86   7  88  27 102  39  97  46  97  50  95  38  84  18  78   1  55 -17
  9  55 -24  55 -25  57 -13  87  10  92  27  96  44 100  48  94  44  94  38  81  20  71  10  54 -24
 10  50 -30  56 -17  70 -10  84  15  92  29  98  42  99  46  96  41  88  38  84  19  68  -6  54 -13
 11  45 -20  59 -25  65 -11  84  18  85  29  95  37  99  47  94  45  92  32  85  21  71 -10  54 -11
 12  49 -24  58 -20  67 -16  80  15  87  28  98  44 100  46  98  45  93  34  87  23  66   0  51 -17
 13  54 -17  55 -16  65 -12  83  19  91  24 101  38 100  48 102  39  90  32  87  22  74  -7  49 -21
 14  56 -26  62 -11  65 -15  90  21  93  33 100  43  95  47  94  44  89  37  86  23  70 -14  54 -18
 15  53 -30  49 -16  70  -5  90  16  92  27  92  40  94  47 101  46  98  34  91  20  71   0  50 -20
 16  47 -28  64 -25  76   1  88  20  90  34  97  43  94  46  98  49  95  35  83  25  73  -2  60 -20
 17  45 -24  64 -21  67  -6  85  17  92  30  92  44  98  50  96  46  95  33  82  16  70  -9  55 -17
 18  48 -29  60 -12  69  -2  89  15  92  33  96  46  96  50  96  43  88  36  81  19  68   2  54 -22
 19  48 -28  56 -25  71  -4  87  20  92  34  97  43  96  51  97  41  95  29  88  13  61   4  48 -22
 20  47 -27  62 -13  64  -5  88  21  92  32 100  40  99  48  97  42  88  31  82  17  62   2  50 -23
 21  51 -31  57 -16  68 -10  91  21  91  31 101  41  96  47  97  45  85  27  77  21  63   0  48 -24
 22  51 -21  62 -13  74   2  91  26  91  23  90  44  97  45  97  46  87  26  79  18  65   2  46 -26
 23  55 -26  63 -13  72  -4  84  19  95  32  93  47  98  47  97  43  84  24  80  17  61  -7  42 -27
 24  63 -21  58 -17  81  -5  86  20  87  34  98  48  93  52  96  46  84  29  80  19  61  -9  43 -25
 25  53 -16  58  -9  71  -1  88  26  97  37  97  40  95  50  95  41  90  32  80  17  66 -11  48 -19
 26  62 -20  58 -14  75  -1  86  28  91  33  97  47 100  45  99  46  91  24  82  19  63 -12  49 -19
 27  54 -21  53 -12  76   1  88  27  90  35  97  42  94  48  97  43  93  31  78  16  70  -5  51 -18
 28  41 -21  63 -28  76  -3  89  26  91  31  98  46 102  48  99  38  84  28  70  15  61  -8  53 -20
 29  44 -28  54 -10  82  -3  85  19  92  36  99  41  99  45  96  49  83  28  70  14  60  -5  50 -13
 30  53 -21 *** ***  85  -4  89  22  92  41  96  46 102  41  93  44  89  28  72  15  58  -9  49 -21
 31  51 -24 *** ***  82   5 *** ***  89  36 *** *** 103  46  90  40 *** ***  76  12 *** ***  46 -24
