# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4142] IOWA-FALLS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4142 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     15      1      0      0    214    113     92     75
 1952     55     28     25     22    372    242    215    189
 1953    136     62     47     34    199     90     71     55
 1954     53     13      9      6    426    265    230    200
 1955    114     55     45     35    504    325    288    254
 1956     87     36     26     18    302    189    164    141
 1957    107     41     29     22    375    225    199    176
 1958     67     20     12      8    335    202    173    144
 1959     85     32     26     21    332    195    170    147
 1960     13      0      0      0    381    235    205    182
 1961     76     27     21     15    217    113     92     74
 1962     37     19     17     15    302    169    148    130
 1963    161    104     92     81    382    229    195    166
 1964     75     28     19     14    326    190    165    142
 1965      3      0      0      0    244    133    112     95
 1966    198    106     86     70    203     99     80     64
 1967    197    124    110     97    361    219    189    159
 1968    261    165    145    125    404    253    220    190
 1969     27      4      2      1    352    208    178    150
 1970     31      5      4      3    375    240    213    187
 1971     65     32     27     23    391    259    230    202
 1972     96     42     32     25    290    160    133    110
 1973    161     61     44     31    316    185    160    135
 1974    105     37     26     18    398    245    212    181
 1975     28      6      4      2    220    119    101     84
 1976    143     76     64     56    441    287    252    217
 1977    220    116     96     78    516    353    318    285
 1978    112     63     52     42    300    174    148    122
 1979     55     18     13      9    240    131    109     91
 1980     67     24     18     13    365    233    207    183
 1981    219    111     91     75    459    288    255    223
 1982     76     26     20     15    279    168    146    125
 1983    100     48     40     33    219    125    109     95
 1984     26      0      0      0    274    143    117     94
 1985    148     65     49     36    479    316    284    252
 1986    190    112     98     85    416    259    225    191
 1987    184     92     77     65    486    330    299    271
 1988    189     93     76     62    351    225    196    169
 1989    128     69     58     48    352    213    186    159
 1990    182     91     76     62    387    239    206    176
 1991    163     82     68     56    372    223    193    165
 1992    146     60     46     35    279    160    139    119
 1993     26      5      4      3    211    105     87     71
 1994    127     60     49     40    336    220    194    168
 1995    134     66     52     42    210    114     94     76
 1996     86     34     26     20    251    150    130    112
 1997    116     50     38     29    248    151    129    108
 1998     98     52     45     38    305    175    148    123
 1999    123     55     44     34    279    152    126    103
 2000    225    129    109     91    299    186    165    145
 2001     22      2      0      0    373    228    196    171
 2002     59     18     13      9    305    184    158    134
 2003    142     80     69     58    362    239    214    190
 2004    163     81     65     51    368    231    201    173
 2005    107     55     47     41    424    261    223    191
     ****************************  ****************************
 MEAN  109.6   52.4   42.7   34.8  334.7  203.0  176.2  151.5
 STDV   63.3   39.1   33.9   29.1   81.8   62.5   57.9   53.2

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    687    468    418    372    714    481    426    373
 1952    548    349    307    267    966    727    668    610
 1953    596    387    343    306    909    672    613    558
 1954    504    332    293    258    937    699    643    588
 1955    722    491    443    397    804    573    519    468
 1956    670    463    418    375    977    742    684    628
 1957    571    361    319    280    851    615    557    500
 1958    689    488    444    403    729    500    449    402
 1959    692    478    426    379    899    661    605    552
 1960    613    406    359    316    783    556    504    454
 1961    545    365    327    291    828    602    553    506
 1962    801    568    515    463    864    626    569    514
 1963    600    389    345    304    922    685    629    574
 1964    790    557    506    456    868    633    577    522
 1965    720    502    451    403    825    587    532    479
 1966    525    352    317    283    854    623    569    517
 1967    536    347    304    266    845    611    554    501
 1968    507    325    287    251    864    629    576    526
 1969    645    437    391    349    708    487    438    391
 1970    720    505    456    409    897    660    602    547
 1971    554    367    330    294   1018    778    718    659
 1972    675    457    408    363    850    615    560    508
 1973    565    356    308    263    940    700    640    582
 1974    554    356    311    271    832    594    537    483
 1975    722    508    460    415    877    641    583    527
 1976    591    384    342    304    868    631    575    520
 1977    851    613    557    505    898    661    604    548
 1978    662    453    406    361    899    666    612    559
 1979    625    425    383    342    884    648    591    536
 1980    691    481    435    393    888    649    593    540
 1981    608    406    363    322    901    661    601    543
 1982    716    488    434    381    768    536    484    435
 1983    551    346    305    266    904    669    612    558
 1984    576    373    329    289    919    680    621    562
 1985    760    534    483    436    794    566    515    466
 1986    659    434    386    341    929    689    631    573
 1987    813    586    538    490    976    739    680    622
 1988    820    587    535    487    950    710    652    596
 1989    644    446    404    364    862    628    572    520
 1990    561    363    318    277    911    677    620    564
 1991    737    518    467    417   1004    764    704    644
 1992    674    475    431    387    855    619    563    512
 1993    564    353    309    268    774    545    490    437
 1994    616    418    378    339    903    665    607    551
 1995    500    302    264    229    859    621    566    512
 1996    474    279    238    201    833    597    539    483
 1997    415    259    228    198    898    659    602    546
 1998    736    504    454    409    765    541    488    436
 1999    602    381    334    293    831    598    542    487
 2000    667    455    406    360    788    554    500    448
 2001    595    370    323    285    794    562    508    457
 2002    514    343    305    269    904    665    609    553
 2003    526    332    297    263    803    563    504    450
 2004    608    401    354    310    785    551    496    445
 2005    521    324    283    247    938    698    638    578
     ****************************  ****************************
 MEAN  629.6  422.7  377.7  335.8  866.3  631.1  575.0  520.9
 STDV   97.2   83.1   78.9   74.5   70.1   67.0   65.1   62.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    957    709    648    587    883    635    576    518
 1952    991    744    683    623    903    655    595    538
 1953    991    744    684    625    934    687    628    570
 1954   1068    820    758    696    932    684    623    563
 1955   1124    876    814    752   1040    793    732    671
 1956    942    694    632    570    960    718    660    602
 1957   1086    838    776    714    967    721    661    602
 1958    897    652    591    534    942    702    643    586
 1959    952    706    645    586   1037    789    727    666
 1960    952    709    651    594    964    716    654    594
 1961    971    723    662    601    934    687    628    571
 1962    933    687    628    569    933    687    627    570
 1963    979    731    669    607    876    635    577    522
 1964   1034    786    724    663    820    590    535    481
 1965    962    714    653    594    863    618    558    500
 1966   1041    793    731    669    840    597    543    492
 1967    925    679    622    567    833    597    542    491
 1968    966    718    657    599    930    683    623    566
 1969   1007    759    697    636    958    710    648    590
 1970    995    749    690    631    937    691    631    571
 1971    912    669    611    553    895    650    592    537
 1972    961    714    656    599    939    692    633    575
 1973   1011    763    701    639    997    749    687    625
 1974   1078    830    768    707    863    619    561    505
 1975   1014    767    706    646    990    742    681    621
 1976    979    733    675    617    903    663    608    555
 1977   1036    788    726    666    847    607    549    494
 1978    988    740    678    618    969    722    662    605
 1979    952    704    642    580    945    698    639    582
 1980   1086    838    776    714    999    751    689    627
 1981   1018    770    709    648    927    681    622    565
 1982   1037    789    727    665    944    699    641    584
 1983   1081    833    771    709   1073    825    763    702
 1984    973    726    665    604   1006    758    697    638
 1985   1014    766    704    642    874    626    565    506
 1986   1079    831    769    707    857    617    558    501
 1987   1095    847    785    723    938    692    635    578
 1988   1057    809    747    686   1055    812    752    693
 1989   1061    813    751    689    994    746    685    625
 1990    994    746    684    622    993    745    684    625
 1991   1019    771    710    649    961    713    652    591
 1992    863    615    554    495    797    555    502    452
 1993    955    707    645    583    943    695    633    571
 1994    921    673    611    549    851    604    546    491
 1995    990    742    682    622   1062    814    752    690
 1996    917    669    608    548    897    649    587    525
 1997    990    742    682    622    881    633    571    510
 1998   1019    771    709    647    997    749    687    625
 1999   1072    824    762    700    895    647    586    526
 2000    964    716    654    594    952    704    642    580
 2001   1027    779    717    656    953    705    643    581
 2002   1061    813    751    689    913    666    606    546
 2003    965    717    655    593   1002    754    692    630
 2004    911    663    602    542    780    547    495    445
 2005   1008    760    698    636      0      0      0      0
     ****************************  ****************************
 MEAN  997.8  750.3  689.2  628.7  916.0  675.0  616.5  559.5
 STDV   57.5   57.0   56.4   55.5  142.0  112.5  105.0   97.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    600    396    352    309    400    245    214    186
 1952    716    511    466    423    355    230    204    178
 1953    712    510    465    427    584    405    365    327
 1954    762    533    476    422    392    235    200    168
 1955    729    517    469    426    439    278    245    212
 1956    663    463    421    382    574    383    344    308
 1957    605    412    372    334    342    191    157    128
 1958    674    471    428    386    497    335    298    264
 1959    663    467    425    383    288    153    126    101
 1960    672    472    425    380    406    270    238    207
 1961    615    419    377    337    462    307    276    245
 1962    589    397    356    315    476    299    259    222
 1963    701    487    440    394    651    453    409    367
 1964    658    453    405    362    384    241    210    181
 1965    560    356    312    270    430    269    232    197
 1966    600    419    381    345    427    273    239    208
 1967    595    405    363    326    388    244    215    188
 1968    640    438    395    355    469    305    267    232
 1969    683    477    430    389    346    201    172    146
 1970    676    460    411    365    408    243    209    176
 1971    754    542    495    450    555    361    319    278
 1972    699    482    430    381    326    189    163    140
 1973    669    446    397    352    565    373    329    289
 1974    602    415    372    333    430    264    228    193
 1975    592    395    351    308    518    353    315    279
 1976    653    466    425    386    308    184    161    142
 1977    727    501    449    398    343    192    162    133
 1978    813    589    535    484    369    215    181    149
 1979    762    547    499    455    416    248    214    183
 1980    770    547    496    447    339    210    184    160
 1981    691    474    426    384    359    200    171    143
 1982    675    460    409    362    439    259    224    191
 1983    754    537    487    443    389    219    187    158
 1984    679    476    426    381    432    250    211    173
 1985    698    490    444    399    392    221    185    154
 1986    767    536    479    425    410    228    193    161
 1987    713    487    440    395    329    187    158    132
 1988    755    541    494    448    321    181    152    125
 1989    660    464    420    378    463    310    276    243
 1990    799    577    525    476    400    251    219    189
 1991    687    483    438    393    406    255    224    197
 1992    597    413    370    327    389    247    220    193
 1993    491    299    258    222    355    218    189    160
 1994    693    473    423    377    452    276    239    205
 1995    579    391    346    309    364    223    194    167
 1996    603    404    361    320    406    250    219    189
 1997    691    476    430    386    418    275    243    214
 1998    795    569    517    468    405    234    199    169
 1999    614    430    391    355    387    249    218    191
 2000    693    492    449    407    482    300    263    229
 2001    605    393    346    307    341    202    172    145
 2002    717    499    452    407    270    152    130    111
 2003    620    428    384    345    428    286    255    226
 2004    762    538    489    443    367    209    177    149
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  663.5  460.4  414.9  372.4  405.3  251.5  219.1  189.1
 STDV  113.8   86.0   79.6   73.6   94.0   70.7   65.3   60.1
