# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3632] HARLAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia3632
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  55 -16  55 -16  74 -14  88  16  90  28  89  40  99  47 100  50  97  40  89  28  74  19  66  -3
  2  57 -11  63 -25  70   1  89  16  89  25  93  37  99  50  99  52  95  45  94  26  78   6  63  -3
  3  50 -14  48 -24  77  -3  84   2  88  28  95  31  99  45  97  49 102  35  92  29  75   5  60  -5
  4  51 -17  54 -20  74 -12  78  15  90  30  98  40  98  46 101  45  98  40  89  25  74   0  66  -1
  5  61 -17  56 -21  69 -23  86  15  89  27  98  45  99  40  96  48  94  37  91  26  71   6  67  -4
  6  45 -20  58 -17  73  -9  88  11  89  31  95  41 102  49  98  50  97  39  90  25  77   7  63 -10
  7  51 -22  67 -13  72  -7  83  15  93  29  96  45  98  51  98  45  98  38  86  23  75  -9  59 -12
  8  64 -15  61 -22  75  -7  85  16  87  31 100  43  98  51  95  49  95  39  81  21  75  -3  56 -15
  9  64 -20  61 -25  74  -4  87  17  91  31  96  41  98  48  94  48 100  38  83  21  79  16  55 -10
 10  55 -24  57 -18  73  -3  85  17  88  32  99  42  99  48  96  46  94  38  85  22  71  11  58 -11
 11  54 -16  71 -22  73  -5  91  21  90  32  96  45 104  53  95  47  94  36  87  20  70  -8  63 -10
 12  55 -29  69 -20  73 -13  86  17  97  30  96  42 102  51  98  45  94  36  90  25  69   0  61 -15
 13  61 -13  59 -14  71 -10  79  18  90  27  97  39 104  48  95  42  92  36  88  26  69  -5  56 -15
 14  52 -21  65 -14  71 -10  87  21  91  34  98  46  98  44  98  49  94  37  87  24  78  -6  57 -14
 15  59 -19  59 -10  73   7  89  19  91  31  96  39  97  43 100  46  97  33  86  26  68   8  56 -15
 16  58 -20  62 -23  78   9  91  24  94  37  95  45  98  52  99  52  96  35  81  24  73   0  61 -17
 17  55 -19  70 -25  75   5  86  21  91  34  94  44 101  52 100  49  95  34  83  16  72  -2  58 -11
 18  58 -16  63 -17  75   3  92  19  92  36  99  47 100  54  98  49  94  34  80  25  70   7  62 -17
 19  50 -27  63 -12  77   2  90  20  92  38 100  45 103  55 100  43  92  29  86  13  71  10  56 -25
 20  57 -22  62  -4  69   7  87  25  90  36 100  43 100  51  98  44  91  33  87  15  65   4  58 -18
 21  56 -27  65  -8  72  -1  90  21  92  34 102  43 104  46 100  48  90  33  85  23  72   1  54 -22
 22  56 -15  64  -7  80   8  92  25  92  29 100  44  98  49  97  50  85  29  84  18  68   7  55 -25
 23  60 -19  60 -15  75   7  85  24  90  29  98  48  95  52  97  46  82  29  80  19  61   1  55 -26
 24  66 -14  65  -9  84   1  91  20  99  40 101  46  94  54  96  47  87  30  79  19  61   4  50 -20
 25  57 -12  68  -9  79   6  90  26 100  42 100  44  97  52 100  43  90  33  80  21  71   0  50 -16
 26  60 -20  63 -20  81   1  93  31  91  37  98  48 105  47 102  45  92  30  84  20  67  -2  58 -13
 27  65 -18  66  -7  80   9  91  31  90  35 100  46 102  51 105  41  91  34  82  13  67   2  56 -13
 28  57 -18  70 -17  84   9  90  25  91  36  98  47 100  49  98  40  98  27  83  15  59  -6  63  -5
 29  54 -23  67 -11  89   4  89  27  94  38  98  52 102  50  95  44  90  27  79  17  69  -5  58 -10
 30  53 -16 *** ***  87   9  90  29  91  40  96  50 105  42  97  50  91  30  76  18  64  -7  59 -12
 31  59 -18 *** ***  83  12 *** ***  92  39 *** *** 106  44  99  35 *** ***  81  12 *** ***  56 -19
