# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia8706   BASE TEMP=30
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   6     2 153           7    20 201           48
   1952   4    16 107          10     3 277          170
   1953   6    27 178           9    22 265           87
   1954   5     8 128          10    18 291          163
   1955   4     7  97          10    16 289          192
   1956   4    30 121          10     9 283          162
   1957   4    14 104          10    10 283          179
   1958   5     5 125          10     1 274          149
   1959   4    22 112          10    12 285          173
   1960   4    18 109          10    19 293          184
   1961   5     2 122           9    28 271          149
   1962   4    16 106          10    23 296          190
   1963   5     1 121          10    29 302          181
   1964   4    15 106           9    28 272          166
   1965   5    29 149          10    13 286          137
   1966   5    10 130          10    16 289          159
   1967   5     6 126           9    28 271          145
   1968   5     5 126          10     4 278          152
   1969   4    29 119          10    14 287          168
   1970   5     2 122          10     4 277          155
   1971   5     3 123          10     7 280          157
   1972   4    25 116           9    30 274          158
   1973   4    28 118          10    29 302          184
   1974   5     6 126           9    22 265          139
   1975   4    22 112           9    22 265          153
   1976   5     8 129           9    24 268          139
   1977   4     8  98          10    12 285          187
   1978   5     6 126          10     8 281          155
   1979   4    10 100          10    13 286          186
   1980   5     9 130          10     5 279          149
   1981   5    11 131          10     2 275          144
   1982   4    22 112          10    21 294          182
   1983   4    21 111           9    23 266          155
   1984   4    24 115           9    26 270          155
   1985   4     9  99          10     6 279          180
   1986   4    22 112          10     6 279          167
   1987   4     6  96          10     2 275          179
   1988   4    24 115          10     3 277          162
   1989   5     7 127           9    23 266          139
   1990   4    18 108          10    10 283          175
   1991   4    15 105           9    20 263          158
   1992   5     6 127           9    29 273          146
   1993   4    21 111          10    10 283          172
   1994   4     7  97          10    10 283          186
   1995   4    25 115          10    16 289          174
   1996   5     2 123          10     3 277          154
   1997   4    25 115          10    15 288          173
   1998   4     5  95          10    20 293          198
   1999   3    26  85          10     4 277          192
   2000   4    12 103          10     6 280          177
   2001   4    18 108          10     6 279          171
   2002   5     3 123           9    24 267          144
   2003   4    22 112           9    29 272          160
   2004   5     3 124          10     2 276          152
             MEAN=116              MEAN=278     MEAN=162
