# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.42   0.24   70(70)   16(16)   11(11)    3( 3)    0( 0)    0      100
  2 3/8-->3/14       1.03   0.25   62(64)   20(21)   14(14)    1( 1)    0( 0)    0       97
  3 3/15-->3/21      1.42   0.23   70(72)   17(18)    7( 7)    3( 3)    0( 0)    0       97
  4 3/22-->3/28      1.84   0.33   46(55)   18(22)   15(18)    4( 5)    0( 0)    0       83
  5 3/29-->4/4       1.68   0.28   76(66)   20(17)   13(11)    6( 5)    0( 0)    0      115
  6 4/5-->4/11       2.45   0.29   76(64)   18(15)   20(17)    4( 3)    1( 1)    0      119
  7 4/12-->4/18      2.23   0.34   77(58)   24(18)   20(15)   10( 8)    2( 2)    0      133
  8 4/19-->4/25      2.69   0.34   86(58)   28(19)   25(17)    8( 5)    1( 1)    0      148
  9 4/26-->5/2       3.01   0.38   77(55)   27(19)   25(18)   11( 8)    1( 1)    0      141
 10 5/3-->5/9        3.62   0.36   80(58)   28(20)   20(14)    8( 6)    2( 1)    0      138
 11 5/10-->5/16      4.71   0.41   77(56)   24(18)   23(17)    9( 7)    4( 3)    0      137
 12 5/17-->5/23      2.93   0.39   77(55)   30(22)   18(13)   12( 9)    2( 1)    0      139
 13 5/24-->5/30      2.31   0.47   71(49)   26(18)   25(17)   20(14)    4( 3)    0      146
 14 5/31-->6/6       2.91   0.35   79(62)   21(16)   17(13)    8( 6)    3( 2)    0      128
 15 6/7-->6/13       4.02   0.49   78(53)   22(15)   25(17)   18(12)    5( 3)    0      148
 16 6/14-->6/20      3.40   0.49   64(46)   29(21)   20(14)   23(17)    2( 1)    0      138
 17 6/21-->6/27      3.65   0.57   56(50)   20(18)   17(15)   15(13)    5( 4)    0      113
 18 6/28-->7/4       2.98   0.52   53(46)   21(18)   22(19)   14(12)    5( 4)    0      115
 19 7/5-->7/11       4.65   0.57   49(42)   26(22)   21(18)   15(13)    7( 6)    0      118
 20 7/12-->7/18      2.93   0.49   54(55)   17(17)   12(12)   11(11)    5( 5)    0       99
 21 7/19-->7/25      2.44   0.36   55(59)   16(17)   15(16)    7( 7)    1( 1)    0       94
 22 7/26-->8/1       2.16   0.49   53(49)   16(15)   20(19)   17(16)    2( 2)    0      108
 23 8/2-->8/8        4.58   0.48   64(55)   17(15)   18(16)   12(10)    5( 4)    0      116
 24 8/9-->8/15       2.11   0.39   51(54)   18(19)   13(14)   11(12)    1( 1)    0       94
 25 8/16-->8/22      5.95   0.55   57(56)   18(18)   10(10)   10(10)    7( 7)    0      102
 26 8/23-->8/29      3.05   0.51   47(44)   24(22)   23(21)    9( 8)    5( 5)    0      108
 27 8/30-->9/5       2.38   0.38   54(59)   15(16)   15(16)    7( 8)    1( 1)    0       92
 28 9/6-->9/12       2.43   0.49   42(45)   14(15)   24(26)   11(12)    2( 2)    0       93
 29 9/13-->9/19      2.18   0.34   68(60)   21(19)   14(12)    9( 8)    1( 1)    0      113
 30 9/20-->9/26      1.86   0.35   67(61)   17(16)   16(15)    9( 8)    0( 0)    0      109
 31 9/27-->10/3      4.16   0.41   39(46)   25(30)   10(12)    9(11)    1( 1)    0       84
