# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    1    0    0    0
 Sep 12    3    1    0    0
 Sep 14    3    1    0    0
 Sep 16    3    1    0    0
 Sep 18    3    1    0    0
 Sep 20    6    1    0    0
 Sep 22   14    5    1    0
 Sep 24   16    6    1    0
 Sep 26   22    7    1    0
 Sep 28   31   11    4    1
 Sep 30   40   16    6    1
 Oct 02   48   20    8    3
 Oct 04   56   23   10    4
 Oct 06   69   30   11    4
 Oct 08   72   30   15    4
 Oct 10   80   36   20    7
 Oct 12   83   47   27    8
 Oct 14   91   52   29    9
 Oct 16   93   56   34   11
 Oct 18   94   63   44   15
 Oct 20   97   67   48   19
 Oct 22   98   70   54   21
 Oct 24   98   76   61   27
 Oct 26   98   79   65   29
 Oct 28   98   84   72   36
 Oct 30  100   84   76   45
 Nov 01  100   85   79   51
 Nov 03  101   92   83   64
 Nov 05  102   95   91   69
 Nov 07  102  101   97   77
 Nov 09  102  101   97   82
 Nov 11  102  101   98   88
 Nov 13  102  101  100   90
 Nov 15  102  101  100   93
 Nov 17  102  101  100   96
 Nov 19  102  101  100   97
 Nov 21  102  101  100   97
 Nov 23  102  101  100   98
 Nov 25  102  101  100  100
 Nov 27  102  101  100  100
 Nov 29  102  101  100  100
 Dec 01  102  101  100  100
 Dec 03  102  101  100  100
 Dec 05  102  101  100  100
 Dec 07  102  101  100  100
 Dec 09  102  101  100  100
 Dec 11  102  101  100  100
 Dec 13  102  101  100  100
 Dec 15  102  101  100  100
 Dec 17  102  101  100  100
 Dec 19  102  101  100  100
 Dec 21  102  101  100  100
 Dec 23  102  101  100  100
 Dec 25  102  101  100  100
 Dec 27  102  101  100  100
 Dec 29  102  101  100  100
