# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1319] CEDAR-RAPIDS-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia1319
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     15     65     94    235    191     23     29      0      0
 1952      0      0      0     15     41    279    338    185     86      0      0      0
 1953      0      0      0      3     60    245    302    249     85     50      0      0
 1954      0      0      0     12     17    291    361    196    108     18      0      0
 1955      0      0      0      5     55    113    469    353    111      4      0      0
 1956      0      0      0      1     72    294    247    254     47     17      0      0
 1957      0      0      0     14     21    169    391    252     33      0      0      0
 1958      0      0      0      6     39     76    169    240     67     11      0      0
 1959      0      0      0      0     95    195    225    339    106      0      0      0
 1960      0      0      0     24     18     96    229    273    134      6      0      0
 1961      0      0      0      0     26    160    225    240    110      5      0      0
 1962      0      0      0     14    132    162    199    210     48     33      0      0
 1963      0      0      0      5     40    260    277    191     85     50      0      0
 1964      0      0      0      4    133    194    361    186     87      0      0      0
 1965      0      0      0      4     91    121    230    197     61     10      0      0
 1966      0      0      0      0     23    166    350    157     42      6      0      0
 1967      0      0      5      7     46    177    213    104     31     16      0      0
 1968      0      0      0      1     17    214    252    241     37     35      0      0
 1969      0      0      0      0     75     89    277    239     62     23      0      0
 1970      0      0      0     30    111    189    315    243     97      8      0      0
 1971      0      0      0      6     24    320    188    187    159     30      0      0
 1972      0      0      0      0     86    149    257    271    114      0      0      0
 1973      0      0      0      0      5    225    311    313     78     22      0      0
 1974      0      0      0      9     38    104    375    165     40      2      0      0
 1975      0      0      0      0     86    220    321    302     47     26      0      0
 1976      0      0      0     14     18    181    326    211     65     19      0      0
 1977      0      0      0     39    162    212    395    150     56      0      0      0
 1978      0      0      5      0     78    191    259    220    174      1      0      0
 1979      0      0      0      0     59    179    251    242     89     16      0      0
 1980      0      0      0     28     67    157    384    306    106      1      0      0
 1981      0      0      0     18     22    182    260    186     50      0      0      0
 1982      0      0      0      0     70     62    286    195     82     15      0      0
 1983      0      0      0      1      4    231    396    437    112     16      0      0
 1984      0      0      0      8     24    208    225    283    111      4      0      0
 1985      0      0      0     45     67    125    275    158    173      0      0      0
 1986      0      0      7     25     31    214    356    115    100      0      0      0
 1987      0      0      0     18    129    281    401    259     54      0      2      0
 1988      0      0      0      0     82    292    408    409     97      2      0      0
 1989      0      0      2      7     50    155    348    233     45     17      0      0
 1990      0      0      4     37      6    209    277    250    165     18      3      0
 1991      0      0      4     24    169    280    338    263    133     13      0      0
 1992      0      0      0      2     68    161    164    117     70     10      0      0
 1993      0      0      0      0     38    156    262    250     28     17      0      0
 1994      0      0      0     25     52    224    230    162    109     17      0      0
 1995      0      0      0      0      3    222    331    434     67     10      0      0
 1996      0      0      0      0     42    197    209    215     72      2      0      0
 1997      0      0      0      0      6    180    313    184     79     69      0      0
 1998      0      0      8      0    114    175    305    276    156      6      0      0
 1999      0      0      0      0     51    190    408    193     84      5      1      0
 2000      0      0      3      0     72    144    239    263    143     20      3      0
 2001      0      0      0     20     70    182    343    278     58      8      0      0
 2002      0      0      0     37     43    250    373    225    134     11      0      0
 2003      0      0      0     30     19    139    286    317     88      6      0      0
 2004      0      0      0     25     73    148    228    136    127      8      0      0
 2005      0      0      0     21     24    286    346      0      0      0      0      0
 MEAN      0      0      1     11     57    189    297    236     88     13      0      0
