# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3980] HUMBOLDT-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.61   0.25   57(66)   19(22)    7( 8)    3( 3)    0( 0)    0       86
  2 3/8-->3/14       1.58   0.30   54(59)   22(24)   10(11)    5( 5)    0( 0)    0       91
  3 3/15-->3/21      3.36   0.28   56(69)   15(19)    7( 9)    2( 2)    1( 1)    0       81
  4 3/22-->3/28      1.90   0.34   48(55)   23(26)   11(13)    5( 6)    0( 0)    0       87
  5 3/29-->4/4       1.60   0.32   60(64)   17(18)   10(11)    7( 7)    0( 0)    0       94
  6 4/5-->4/11       1.83   0.30   55(57)   25(26)   12(13)    4( 4)    0( 0)    0       96
  7 4/12-->4/18      2.59   0.37   62(55)   28(25)   15(13)    5( 4)    2( 2)    0      112
  8 4/19-->4/25      2.34   0.38   69(51)   27(20)   28(21)    8( 6)    2( 1)    0      134
  9 4/26-->5/2       2.45   0.36   72(54)   30(23)   23(17)    7( 5)    1( 1)    0      133
 10 5/3-->5/9        2.09   0.32   70(56)   29(23)   19(15)    6( 5)    1( 1)    0      125
 11 5/10-->5/16      2.47   0.37   74(54)   30(22)   23(17)    9( 7)    2( 1)    0      138
 12 5/17-->5/23      2.50   0.36   85(60)   22(16)   20(14)   11( 8)    3( 2)    0      141
 13 5/24-->5/30      2.00   0.38   78(51)   36(23)   24(16)   16(10)    0( 0)    0      154
 14 5/31-->6/6       7.70   0.46   57(51)   22(20)   21(19)   11(10)    1( 1)    0      112
 15 6/7-->6/13       3.67   0.42   72(50)   30(21)   24(17)   16(11)    1( 1)    0      143
 16 6/14-->6/20      2.44   0.43   78(55)   26(18)   19(13)   13( 9)    6( 4)    0      142
 17 6/21-->6/27      3.48   0.59   43(38)   21(18)   32(28)   12(11)    6( 5)    0      114
 18 6/28-->7/4       4.00   0.45   67(59)   14(12)   15(13)   12(11)    5( 4)    0      113
 19 7/5-->7/11       3.82   0.52   58(47)   23(19)   21(17)   17(14)    4( 3)    0      123
 20 7/12-->7/18      3.89   0.56   47(47)   15(15)   24(24)   11(11)    4( 4)    0      101
 21 7/19-->7/25      2.28   0.36   66(56)   23(19)   21(18)    5( 4)    3( 3)    0      118
 22 7/26-->8/1       8.21   0.49   53(56)   19(20)   10(11)   11(12)    2( 2)    0       95
 23 8/2-->8/8        3.34   0.44   69(59)   17(15)   18(15)    9( 8)    4( 3)    0      117
 24 8/9-->8/15       2.94   0.45   48(53)   16(18)   14(16)    9(10)    3( 3)    0       90
 25 8/16-->8/22      5.21   0.51   51(51)   20(20)   14(14)   11(11)    4( 4)    0      100
 26 8/23-->8/29      2.31   0.46   51(50)   15(15)   26(25)    9( 9)    2( 2)    0      103
 27 8/30-->9/5       4.00   0.46   51(54)   16(17)   15(16)    9(10)    3( 3)    0       94
 28 9/6-->9/12       2.90   0.34   59(60)   16(16)   16(16)    7( 7)    1( 1)    0       99
 29 9/13-->9/19      2.50   0.43   55(56)   15(15)   18(18)    8( 8)    2( 2)    0       98
 30 9/20-->9/26      3.75   0.36   64(63)   12(12)   18(18)    7( 7)    1( 1)    0      102
 31 9/27-->10/3      2.00   0.36   42(53)   20(25)   11(14)    7( 9)    0( 0)    0       80
 32 10/4-->10/10     1.87   0.33   51(60)   19(22)    8( 9)    7( 8)    0( 0)    0       85
 33 10/11-->10/17    2.34   0.31   48(66)   12(16)    8(11)    3( 4)    2( 3)    0       73
 34 10/18-->10/24    2.00   0.30   52(68)    9(12)   12(16)    4( 5)    0( 0)    0       77
 35 10/25-->10/31    1.33   0.26   46(63)   15(21)   10(14)    2( 3)    0( 0)    0       73
 36 11/1-->11/7      2.46   0.32   38(63)    9(15)   10(17)    2( 3)    1( 2)    0       60
 37 11/8-->11/14     1.62   0.24   37(67)   12(22)    4( 7)    2( 4)    0( 0)    0       55
 38 11/15-->11/21    1.20   0.30   44(61)   12(17)   14(19)    2( 3)    0( 0)    0       72
 39 11/22-->11/28    1.12   0.25   45(68)   11(17)    9(14)    1( 2)    0( 0)    0       66
 40 11/29-->12/5     1.20   0.25   42(71)    6(10)   10(17)    1( 2)    0( 0)    0       59
 41 12/6-->12/12     1.08   0.19   52(83)    3( 5)    7(11)    1( 2)    0( 0)    0       63
 42 12/13-->12/19    0.96   0.16   54(81)    9(13)    4( 6)    0( 0)    0( 0)    0       67
 43 12/20-->12/26    0.74   0.14   60(86)    6( 9)    4( 6)    0( 0)    0( 0)    0       70
 44 12/27-->1/2      1.17   0.20   43(72)   11(18)    5( 8)    1( 2)    0( 0)    0       60
 45 1/3-->1/9        0.98   0.14   47(87)    5( 9)    2( 4)    0( 0)    0( 0)    0       54
 46 1/10-->1/16      1.29   0.20   43(80)    7(13)    3( 6)    1( 2)    0( 0)    0       54
