# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia5230
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1649   1295   1332    721    153     89     18     32    227    474   1130   1488
 1952   1555   1096   1150    523    280     30      6     27    154    645    893   1305
 1953   1475   1211    992    733    247     31     11     13    167    309    809   1262
 1954   1598    883   1131    483    389     56      0      8    130    511    796   1272
 1955   1479   1326   1101    344    147     64      0      8    116    438   1122   1563
 1956   1598   1385   1160    666    228     25      7     34    192    279    944   1260
 1957   1663   1106   1028    537    266     50      0     15    192    548    959   1205
 1958   1343   1396   1040    546    182    106     16     28    124    362    853   1513
 1959   1666   1433   1094    524    182     32     13      0    188    607   1199   1081
 1960   1414   1313   1423    524    227     57      9      6    174    460    830   1427
 1961   1543   1145   1022    745    328     37      0      5    209    377    918   1460
 1962   1673   1350   1247    621    144     47     24     16    233    408    796   1329
 1963   1793   1391    916    492    249     21      4     32     95    160    743   1628
 1964   1271   1103   1151    533    106     52      1     60    189    483    820   1445
 1965   1625   1403   1408    627    144     24      5     34    256    416    890   1078
 1966   1811   1305    872    678    342     43      1     54    188    453    948   1368
 1967   1441   1390    914    517    379     25     46     85    179    516    980   1266
 1968   1485   1361    786    482    347     39      8     40    157    437    904   1445
 1969   1690   1279   1302    510    220    137      6      1    136    573    906   1424
 1970   1817   1314   1143    536    185     30     12      6    194    467    929   1450
 1971   1760   1326   1125    504    283     11     31     31    152    335    870   1320
 1972   1701   1477   1023    638    192     51     29     39    162    586    964   1575
 1973   1463   1150    779    545    283     37      0      4    139    255    855   1431
 1974   1544   1199    958    458    261     47      0     26    223    399    862   1280
 1975   1490   1282   1236    691    122     30     11      2    206    361    855   1363
 1976   1458    984    930    434    247     17      3     24    160    623   1089   1561
 1977   1906   1097    763    331     43      9      2     30     83    475    957   1525
 1978   1892   1505   1054    544    208     23      7     13     70    488    965   1528
 1979   1930   1556   1108    668    259     35      5     37    102    497    928   1169
 1980   1480   1394   1110    522    201     27      5      1     96    582    809   1312
 1981   1367   1074    812    359    243     18     16     28    139    520    767   1423
 1982   1837   1316   1059    661    134     82      0     38    194    444    978   1203
 1983   1365   1098    999    723    324     62      0      0    186    464    867   1820
 1984   1542   1054   1203    568    272      6      6      9    195    416    923   1352
 1985   1658   1367    874    405     91     86      2     34    215    485   1162   1740
 1986   1414   1321    858    439    202      9      0     45    138    466   1058   1273
 1987   1293    907    800    371     92      7      4     48    100    573    743   1200
 1988   1683   1449    903    535     70      7      4     16     82    615    925   1391
 1989   1290   1517   1158    617    288     77      0     11    208    474   1092   1673
 1990   1232   1222    899    613    350     62     11     11    140    546    815   1518
 1991   1741   1167    968    536    226     10     17     23    250    567   1197   1308
 1992   1340   1085    968    687    244     68     61     88    233    539   1018   1381
 1993   1634   1387   1206    712    287     96     10     30    311    589   1013   1338
 1994   1870   1523    987    591    258     29     19     59    132    424    851   1303
 1995   1545   1267   1001    710    303     49     15      2    245    528   1159   1367
 1996   1657   1344   1234    716    373     71     12     14    225    497   1194   1536
 1997   1685   1282   1045    687    433     11     31     33    134    505   1079   1219
 1998   1417    965   1075    510    121    103      1      1     75    457    828   1193
 1999   1623   1015    988    544    216     59      1     12    216    513    713   1273
 2000   1498   1066    755    579    204     68     16     14    183    411   1040   1803
 2001   1477   1474   1246    511    232     88      7     16    218    543    575   1142
 2002   1219   1070   1211    615    350     34      5     19    139    674    971   1213
 2003   1533   1363   1059    568    295     61      4      2    204    484    977   1243
 2004   1588   1321    871    521    261     70     22    101     82    488    823   1296
 2005   1559   1035   1053    428    317      7      8      0      0      0      0      0
 MEAN   1569   1257   1046    562    237     46     10     25    169    477    931   1380
