# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8755] WAUKON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia8755
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1622   1278   1269    695    159     93     14     58    245    490   1152   1436
 1952   1470   1109   1140    506    266     38      2     23    153    620    836   1264
 1953   1379   1209    986    716    254     25      7      3    149    293    787   1250
 1954   1512    909   1097    491    383     49      0      7    120    494    818   1284
 1955   1509   1295   1122    363    134     64      0     12    130    491   1130   1532
 1956   1502   1346   1167    630    262     29     19     31    198    320    958   1263
 1957   1680   1106   1038    545    314     62      2     24    206    543    976   1215
 1958   1397   1403   1009    540    183     99     13     25    144    376    840   1535
 1959   1687   1412   1124    564    177     35     17      6    170    609   1184   1087
 1960   1393   1266   1363    519    241     61     14      8    163    463    835   1421
 1961   1533   1042   1001    740    313     40      9      3    238    440    940   1499
 1962   1679   1354   1174    642    175     60     30     15    266    456    899   1397
 1963   1885   1420    930    509    293     32      0     25    127    171    765   1663
 1964   1303   1120   1101    521    111     47      2     41    193    497    800   1462
 1965   1593   1391   1302    630    160     41      5     42    239    460    880   1085
 1966   1747   1261    883    673    341     51      1     28    178    464    892   1355
 1967   1426   1447    984    533    371     22     40     44    168    512    982   1256
 1968   1459   1350    749    457    302     54     11     32    129    439    895   1390
 1969   1628   1203   1214    497    225    142      9      0    146    570    913   1351
 1970   1767   1283   1096    515    204     38      8      2    174    432    923   1379
 1971   1733   1325   1161    521    291     22     31     19    126    269    872   1272
 1972   1674   1432   1096    648    178     66     27     32    133    563    954   1530
 1973   1398   1147    724    607    298     14      0     13    157    286    863   1427
 1974   1512   1246   1016    470    323     60      1     30    240    427    846   1250
 1975   1477   1294   1270    736    162     67     20     10    253    352    744   1264
 1976   1500   1033    919    451    259     15      2     18    161    606   1105   1605
 1977   1934   1163    756    353     73     41      2     36    118    498    957   1483
 1978   1788   1498   1090    556    238     37      6     12     96    513    959   1489
 1979   1904   1517   1108    681    272     38      7     53    121    475    922   1186
 1980   1506   1396   1129    524    194     43      2      7    149    607    856   1350
 1981   1396   1138    865    454    278     38     21     26    170    533    826   1420
 1982   1841   1308   1106    695    128    115      1     50    203    439    951   1183
 1983   1359   1088    956    704    365     47      3      0    167    482    865   1776
 1984   1537   1028   1183    552    314     17     11     15    199    417    917   1330
 1985   1670   1355    866    436    124     92      4     29    222    463   1105   1708
 1986   1459   1306    879    409    195     28      4     45    134    488   1079   1300
 1987   1382    992    829    395    144     18      5     54    140    609    796   1224
 1988   1665   1460    964    548    137     17      3     19    115    656    917   1395
 1989   1255   1478   1131    581    232     46      0      4    178    415   1007   1617
 1990   1162   1101    846    552    295     51      9      4    124    487    734   1437
 1991   1616   1102    897    457    191      7     10      9    215    495   1117   1251
 1992   1302   1037    933    601    208     50     32     65    185    484    991   1316
 1993   1463   1294   1086    627    202     70      3     17    284    557    984   1298
 1994   1812   1490    967    593    293     44     23     66    129    430    817   1223
 1995   1501   1236    958    724    310     42     14      0    237    515   1153   1421
 1996   1640   1383   1223    717    398     77     14     21    212    508   1171   1480
 1997   1647   1200   1039    689    466     45     47     51    152    505   1017   1194
 1998   1323    913   1030    513    124    114      2      0     84    451    816   1172
 1999   1628   1006    992    512    215     72      1     13    206    519    721   1279
 2000   1490   1081    786    576    218     73     15      7    184    403   1022   1771
 2001   1425   1411   1163    486    228    103     16     12    193    548    571   1161
 2002   1220   1059   1181    630    377     37      0     21    143    671    973   1240
 2003   1597   1389   1061    607    332    105      5      1    195    497    977   1240
 2004   1607   1279    901    536    278     83     19     94     70    494    826   1354
 2005   1554   1075   1056    441    341      6      9      0      0      0      0      0
 MEAN   1548   1245   1035    561    246     52     10     24    171    478    923   1366
