# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0385] AUDUBON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia0385
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  35   3  36   2  41   5  47   5  43   5  35  11  35   8  36  10  45  10  49   7  46   1  42   1
  2  32   3  45   5  42   3  52   5  40   7  38   7  31  15  36  14  39   8  44   3  45   5  33   3
  3  40   3  40   4  37   3  45   6  40   8  41   5  40  12  36   5  41  11  44   2  43   4  38   6
  4  37   4  40   3  44   5  44   7  41   7  40  11  34  10  37  11  42   9  50   4  43   5  35   4
  5  44   3  38   4  43   3  51   6  47   7  41  10  36  11  39  10  38  12  44   3  43   3  40   5
  6  36   1  36   4  50   4  54   8  46  10  41  12  36   8  39   8  42  12  45   7  43   1  44   2
  7  35   5  36   4  42   3  51   6  44   3  38   7  34  11  34   6  42  12  45   6  43   6  47   3
  8  40   5  40   4  46   4  43   5  40   8  36   9  36  12  37   8  41  10  43   7  40   2  35   5
  9  36   5  38   3  45   7  47   4  40  10  35   6  35  11  35  11  42   7  46   7  40   6  38   5
 10  40   4  39   2  40   5  48   4  42   8  40  10  39   8  34  11  44   9  44   8  40   3  39   3
 11  38   3  38   5  35   2  43   2  38  10  40  12  41   8  35  11  42  10  43   6  40   5  36   5
 12  39   3  51   4  38   6  51   8  43   7  36   8  32   6  38   8  55   8  43   9  44   4  41   5
 13  39   3  44   3  41   2  46   7  40  11  35  13  41  12  38   8  41   7  44   5  48   3  38   5
 14  35   2  38   4  47   5  41   4  45   7  36  11  33  10  44  12  40   4  45   5  42   5  40   4
 15  42   5  37   3  41   7  44   4  40   9  32   6  35   9  43   9  41   4  41   7  37   6  38   3
 16  45   6  42   6  40   5  48   7  52   3  37   5  35  14  37   9  51   8  43   5  36   6  45   6
 17  38   7  40   4  40   5  50   4  41   7  34  10  37   8  38  11  44   6  37   4  38   5  35   3
 18  55   4  40   4  46   2  44   8  44   6  41  13  37  13  39  11  43   7  48   7  38   5  50   4
 19  42   3  42   4  40   2  53   5  40   7  39  12  33   7  36   9  46   9  46   4  45   4  41   6
 20  42   4  37   4  44   4  45   6  42  12  37  11  34   8  35  10  40   7  51   6  37   2  32   2
 21  44   4  48   5  42   7  46   7  36   5  38  12  35   4  40  13  41  11  47   2  41   4  43   2
 22  44   1  41   4  42   2  40   7  40   7  37  10  32   9  37  13  44   9  43   6  45   5  37   3
 23  40   4  36   3  51   8  40   9  39   9  43   6  35  15  36  10  41   5  42   5  38   4  39   3
 24  41   3  53   4  44   5  43  10  44   6  37  13  37   9  37  11  42   4  41   5  36   4  35   4
 25  38   4  40   4  43   6  42   5  42   4  36  15  41  12  39   7  40   9  45   6  48   5  32   3
 26  36   7  44   4  49   4  42   8  34   6  39   5  38  10  36   7  44   7  49   6  36   2  36   6
 27  38   6  44   2  54   2  40   8  40   5  35  10  37  11  36  10  49   8  47   4  37   2  37   4
 28  40   4  41   6  43   7  43   7  37   6  45  15  36   7  39  10  46   9  41   7  45   2  34   4
 29  40   4  38  14  43   3  51   7  34   5  33  10  41  15  38   7  44   9  40   7  40   2  41   4
 30  43   7  **  **  45   7  44   6  39   7  34  11  39   8  34  12  47   8  40   4  39   4  44   3
 31  44   5  **  **  50   4  **  **  34  10  **  **  38  13  40  11  **  **  52   1  **  **  37   3
