# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2724] ESTHERVILLE-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2724
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.45  2.58  3.45  3.30  6.55  7.97  4.85  5.11  5.33  1.35  0.85  0.79 42.58
 1952  2.04  0.45  2.07  1.00  2.23  8.10  4.72  5.83  0.12  0.00  1.07  0.55 28.18
 1953  0.75  1.05  2.57  3.01  2.69  6.70  2.22  4.15  1.32  0.41  2.30  1.52 28.69
 1954  0.42  1.35  1.80  2.95  2.70  8.48  4.61  5.30  3.41  3.01  0.15  0.50 34.68
 1955  0.00  0.75  0.00  4.34  1.25  2.91  1.27  3.26  1.45  1.59  0.35  0.90 18.07
 1956  0.00  0.70  1.20  1.85  2.31  3.10  5.35  4.30  0.48  0.53  2.85  0.20 22.87
 1957  0.25  0.50  1.75  0.85  5.45  4.55  3.55  3.73  2.23  2.95  2.52  0.37 28.70
 1958  0.50  0.60  0.30  4.00  0.85  3.01  3.03  1.35  1.30  0.28  0.53  0.30 16.05
 1959  0.40  1.50  0.80  0.35 10.10  3.00  0.08  4.53  4.60  2.55  1.35  1.80 31.06
 1960  0.60  0.00  0.00  3.30  9.35  3.70  2.10  4.90  6.00  0.10  1.45  1.25 32.75
 1961  0.00  1.60  4.00  1.15  3.75  4.20  2.00  1.90  4.10  0.00  2.00  1.10 25.80
 1962  0.00  3.05  1.50  1.55  2.45  5.50  6.90  7.10  2.50  1.00  0.35  0.25 32.15
 1963  0.30  0.60  1.30  0.95  3.65  3.55  7.60  0.93  3.95  1.48  0.20  0.45 24.96
 1964  0.20  0.10  1.70  6.10  3.72  2.93  7.30  4.35  8.05  0.70  0.85  1.40 37.40
 1965  0.70  3.25  2.50  3.75  9.07  2.25  1.50  1.76  6.35  0.85  0.35  0.80 33.13
 1966  0.45  1.70  2.20  1.15  2.50  3.28  3.11  3.91  1.36  0.91  0.02  1.29 21.88
 1967  2.23  0.61  0.53  3.16  2.09  5.61  0.64  2.63  0.67  1.63  0.93  0.27 21.00
 1968  1.40  0.12  0.03  3.27  1.53  5.18  4.46  3.15  7.90  4.56  0.22  0.79 32.61
 1969  1.85  0.92  1.27  1.68  3.98  7.66  4.03  2.69  1.00  2.93  0.31  1.20 29.52
 1970  0.08  0.03  1.36  1.84  3.61  2.19  2.56  1.69  3.56  4.65  1.78  0.52 23.87
 1971  0.55  3.41  1.34  1.19  2.21  6.49  1.54  1.04  2.34  6.60  2.04  1.35 30.10
 1972  0.63  0.59  0.91  2.66  3.47  1.98  6.63  1.69  3.08  3.09  1.69  1.77 28.19
 1973  2.25  0.99  1.94  2.85  5.19  1.74  3.33  2.75  6.05  1.59  3.33  1.96 33.97
 1974  0.56  0.37  2.06  2.01  3.41  3.45  1.75  5.84  1.64  0.75  0.00  0.64 22.48
 1975  2.84  0.43  2.17  7.67  3.88  5.35  0.33  4.36  1.50  0.58  5.34  0.53 34.98
 1976  0.25  0.41  0.00  2.76  1.24  3.91  1.04  1.79  2.97  0.78  0.08  0.41 15.64
 1977  0.35  0.70  3.27  3.77  2.33  3.65  1.88  4.27  5.76  3.17  2.34  0.69 32.18
 1978  0.65  0.21  0.34  4.41  3.58  4.11  6.80  3.85  1.00  0.58  1.18  0.79 27.50
 1979  0.72  0.00  3.45  1.57  2.02  3.30  4.56  0.00  3.52  2.05  0.88  0.00 22.07
 1980  0.21  0.60  0.90  0.62  3.05  1.85  1.31  8.44  2.25  0.95  0.05  0.14 20.37
 1981  0.00  1.35  0.98  0.83  2.77  5.53  4.44  3.99  1.32  3.31  0.10  0.97 25.59
 1982  0.00  0.00  0.52  1.12  7.16  2.85  4.62  6.21  4.11  3.07  2.51  0.43 32.60
 1983  0.08  0.60  2.94  2.43  3.00  6.50  1.74  1.37  2.31  2.04  3.20  0.30 26.51
 1984  1.14  0.10  1.57  4.10  3.68  9.39  1.92  1.91  0.24  3.77  1.39  1.39 30.60
 1985  0.14  0.02  2.52  4.01  2.43  3.51  0.84  4.99  6.04  1.63  0.27  0.00 26.40
 1986  0.31  0.23  1.60  5.61  3.83  5.63  2.69  4.26  3.42  2.57  1.20  0.04 31.39
 1987  0.21  0.00  2.45  1.24  3.23  1.93 10.50  3.63  5.75  0.46  1.24  0.34 30.98
 1988  0.00  0.00  0.58  4.41  1.47  1.42  2.14  3.03  3.96  0.20  1.18  0.15 18.54
 1989  0.48  0.24  0.95  3.90  1.15  1.89  3.32  4.22  2.10  0.12  0.17  0.02 18.56
 1990  0.11  0.13  3.45  1.73  4.07  5.09  3.14  4.19  1.15  1.94  0.35  0.60 25.95
 1991  0.24  0.62  3.28  5.99  4.47  7.66  2.84  3.46  2.37  1.74  3.93  0.55 37.15
 1992  0.74  0.53  1.78  3.42  2.23  2.43  5.44  4.87  1.67  3.46  1.50  0.95 29.02
 1993  0.80  0.51  0.97  3.83  7.36 13.49  9.02  6.57  3.58  0.54  0.91  0.70 48.28
 1994  0.50  0.26  0.08  3.47  1.18 10.65  3.38  2.73  4.40  1.65  1.25  0.77 30.32
 1995  0.05  0.04  2.27  3.74  5.10  6.06  3.00  4.60  2.84  2.93  0.60  0.35 31.58
 1996  1.83  0.10  1.72  0.91  4.61  2.95  2.53  3.51  1.76  1.80  3.24  0.69 25.65
 1997  0.83  0.63  0.79  1.95  3.43  2.46  2.85  1.99  2.75  1.32  0.62  0.72 20.34
 1998  1.41  0.96  1.86  4.04  2.50  3.92  2.39  5.73  1.55  5.27  1.94  0.29 31.86
 1999  1.06  0.27  0.94  5.77  6.38  8.36  4.99  0.22  0.94  1.34  0.39  0.26 30.92
 2000  0.82  0.82  1.43  1.78  4.54  4.06  5.93  3.22  0.80  2.99  2.08  1.19 29.66
 2001  0.93  1.05  0.71  6.63  5.72  4.68  4.63  1.61  1.43  1.13  2.99  0.40 31.91
 2002  0.24  0.71  1.38  3.16  2.37  3.64  2.01  6.35  1.64  2.90  0.27  0.05 24.72
 2003  0.42  0.64  2.40  2.14  4.14  4.31  3.27  1.49  2.44  0.17  0.85  0.89 23.16
 2004  0.74  0.87  2.53  1.73  5.49  1.72  7.45  2.24  9.66  2.86  1.92  0.10 37.31
 2005  0.73  1.13  1.32  3.31  9.34  3.70  3.63 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.64  0.75  1.60  2.91  3.85  4.61  3.63  3.57  3.04  1.87  1.32  0.68 27.86
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
