# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.84   0.23   70(70)   19(19)    8( 8)    3( 3)    0( 0)    0      100
  2 3/8-->3/14       1.49   0.28   61(64)   16(17)   15(16)    4( 4)    0( 0)    0       96
  3 3/15-->3/21      1.57   0.25   60(72)   12(14)    7( 8)    4( 5)    0( 0)    0       83
  4 3/22-->3/28      1.98   0.34   61(64)   13(14)   13(14)    8( 8)    0( 0)    0       95
  5 3/29-->4/4       1.83   0.30   69(64)   16(15)   19(18)    4( 4)    0( 0)    0      108
  6 4/5-->4/11       2.01   0.28   65(66)   14(14)   17(17)    1( 1)    1( 1)    0       98
  7 4/12-->4/18      1.85   0.33   70(60)   22(19)   17(15)    7( 6)    0( 0)    0      116
  8 4/19-->4/25      2.81   0.40   75(56)   22(16)   26(19)    9( 7)    3( 2)    0      135
  9 4/26-->5/2       2.70   0.39   73(55)   24(18)   17(13)   18(14)    1( 1)    0      133
 10 5/3-->5/9        2.30   0.37   71(54)   32(24)   16(12)   10( 8)    2( 2)    0      131
 11 5/10-->5/16      2.12   0.36   70(54)   24(19)   27(21)    7( 5)    1( 1)    0      129
 12 5/17-->5/23      4.21   0.45   70(58)   17(14)   20(17)   10( 8)    3( 3)    0      120
 13 5/24-->5/30      3.02   0.41   81(53)   28(18)   29(19)   12( 8)    3( 2)    0      153
 14 5/31-->6/6       2.90   0.36   81(62)   18(14)   20(15)   10( 8)    2( 2)    0      131
 15 6/7-->6/13       3.12   0.52   53(38)   34(24)   31(22)   16(12)    5( 4)    0      139
 16 6/14-->6/20      3.40   0.47   70(52)   19(14)   27(20)   13(10)    5( 4)    0      134
 17 6/21-->6/27      3.28   0.52   58(50)   19(16)   21(18)   14(12)    5( 4)    0      117
 18 6/28-->7/4       4.21   0.53   55(49)   19(17)   25(22)   10( 9)    4( 4)    0      113
 19 7/5-->7/11       6.87   0.49   62(51)   21(17)   24(20)   11( 9)    4( 3)    0      122
 20 7/12-->7/18      4.56   0.45   60(56)   16(15)   19(18)    8( 7)    4( 4)    0      107
 21 7/19-->7/25      3.70   0.39   84(70)   14(12)    8( 7)    9( 8)    5( 4)    0      120
 22 7/26-->8/1       2.86   0.47   46(47)   21(21)   18(18)   11(11)    2( 2)    0       98
 23 8/2-->8/8        3.30   0.42   67(58)   19(16)   15(13)   12(10)    3( 3)    0      116
 24 8/9-->8/15       4.00   0.40   50(56)   18(20)   15(17)    4( 4)    3( 3)    0       90
 25 8/16-->8/22      3.73   0.43   57(54)   13(12)   24(23)   10(10)    1( 1)    0      105
 26 8/23-->8/29      3.27   0.50   52(53)   16(16)   17(17)    9( 9)    5( 5)    0       99
 27 8/30-->9/5       2.81   0.36   59(55)   19(18)   22(21)    5( 5)    2( 2)    0      107
 28 9/6-->9/12       3.11   0.44   48(53)   15(16)   17(19)    9(10)    2( 2)    0       91
 29 9/13-->9/19      4.40   0.43   62(53)   25(21)   16(14)   13(11)    2( 2)    0      118
 30 9/20-->9/26      4.85   0.30   67(63)   19(18)   17(16)    3( 3)    1( 1)    0      107
 31 9/27-->10/3      4.04   0.36   51(61)   15(18)   11(13)    6( 7)    1( 1)    0       84
 32 10/4-->10/10     1.52   0.36   52(60)   12(14)   15(17)    8( 9)    0( 0)    0       87
 33 10/11-->10/17    2.88   0.37   43(58)   12(16)   12(16)    6( 8)    1( 1)    0       74
 34 10/18-->10/24    2.56   0.31   44(58)   16(21)   13(17)    2( 3)    1( 1)    0       76
 35 10/25-->10/31    1.54   0.28   53(65)   15(19)    8(10)    5( 6)    0( 0)    0       81
 36 11/1-->11/7      2.00   0.34   45(61)   15(20)    6( 8)    8(11)    0( 0)    0       74
 37 11/8-->11/14     1.64   0.29   37(64)   11(19)    7(12)    3( 5)    0( 0)    0       58
 38 11/15-->11/21    1.40   0.31   47(64)    7(10)   17(23)    2( 3)    0( 0)    0       73
 39 11/22-->11/28    0.92   0.21   47(73)   10(16)    7(11)    0( 0)    0( 0)    0       64
 40 11/29-->12/5     0.76   0.16   63(85)    4( 5)    7( 9)    0( 0)    0( 0)    0       74
 41 12/6-->12/12     0.70   0.15   52(81)    9(14)    3( 5)    0( 0)    0( 0)    0       64
 42 12/13-->12/19    0.85   0.17   53(73)   18(25)    2( 3)    0( 0)    0( 0)    0       73
 43 12/20-->12/26    0.70   0.13   55(85)    8(12)    2( 3)    0( 0)    0( 0)    0       65
 44 12/27-->1/2      1.50   0.18   49(77)    9(14)    5( 8)    1( 2)    0( 0)    0       64
 45 1/3-->1/9        0.82   0.13   54(84)    7(11)    3( 5)    0( 0)    0( 0)    0       64
 46 1/10-->1/16      0.69   0.14   54(84)    7(11)    3( 5)    0( 0)    0( 0)    0       64
 47 1/17-->1/23      0.98   0.20   44(71)   11(18)    7(11)    0( 0)    0( 0)    0       62
 48 1/24-->1/30      0.73   0.11   77(89)    6( 7)    4( 5)    0( 0)    0( 0)    0       87
 49 1/31-->2/6       0.90   0.18   53(82)    8(12)    4( 6)    0( 0)    0( 0)    0       65
 50 2/7-->2/13       0.70   0.14   54(82)    9(14)    3( 5)    0( 0)    0( 0)    0       66
 51 2/14-->2/20      1.79   0.23   57(72)   11(14)    9(11)    2( 3)    0( 0)    0       79
 52 2/21-->2/27      1.00   0.16   63(79)   11(14)    6( 8)    0( 0)    0( 0)    0       80
 53 2/28-->2/29      0.56   0.20    5(63)    2(25)    1(13)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        6.87   0.34 3079(61)  817(16)  722(14)  307( 6)   72( 1)    0     4997
