# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8266] TIPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.54   0.29   64(62)   23(22)   10(10)    6( 6)    0( 0)    0      103
  2 3/8-->3/14       1.75   0.29   59(66)   15(17)   12(13)    4( 4)    0( 0)    0       90
  3 3/15-->3/21      1.98   0.28   53(61)   23(26)    9(10)    2( 2)    0( 0)    0       87
  4 3/22-->3/28      1.14   0.30   62(61)   18(18)   21(21)    1( 1)    0( 0)    0      102
  5 3/29-->4/4       1.45   0.32   62(57)   23(21)   20(18)    4( 4)    0( 0)    0      109
  6 4/5-->4/11       1.90   0.39   51(54)   19(20)   16(17)    9( 9)    0( 0)    0       95
  7 4/12-->4/18      2.00   0.37   51(44)   29(25)   31(27)    4( 3)    0( 0)    0      115
  8 4/19-->4/25      2.00   0.41   70(49)   40(28)   18(13)   14(10)    0( 0)    0      142
  9 4/26-->5/2       3.10   0.44   51(47)   28(26)   16(15)   13(12)    1( 1)    0      109
 10 5/3-->5/9        1.95   0.40   58(46)   28(22)   29(23)   10( 8)    0( 0)    0      125
 11 5/10-->5/16      3.25   0.42   75(53)   27(19)   26(18)   12( 8)    2( 1)    0      142
 12 5/17-->5/23      2.60   0.46   68(55)   20(16)   17(14)   16(13)    3( 2)    0      124
 13 5/24-->5/30      2.26   0.44   66(47)   31(22)   28(20)   14(10)    1( 1)    0      140
 14 5/31-->6/6       2.33   0.42   51(47)   27(25)   19(17)   11(10)    1( 1)    0      109
 15 6/7-->6/13       3.98   0.53   52(43)   22(18)   28(23)   18(15)    2( 2)    0      122
 16 6/14-->6/20      4.52   0.54   52(48)   21(19)   20(18)   11(10)    5( 5)    0      109
 17 6/21-->6/27      2.04   0.51   44(43)   23(22)   19(18)   16(16)    1( 1)    0      103
 18 6/28-->7/4       2.80   0.47   47(42)   29(26)   22(20)   10( 9)    3( 3)    0      111
 19 7/5-->7/11       2.70   0.52   45(45)   18(18)   19(19)   17(17)    2( 2)    0      101
 20 7/12-->7/18      3.50   0.59   48(46)   16(15)   18(17)   20(19)    3( 3)    0      105
 21 7/19-->7/25      4.20   0.49   50(46)   21(19)   26(24)    8( 7)    3( 3)    0      108
 22 7/26-->8/1       4.50   0.51   44(45)   21(21)   22(22)    9( 9)    2( 2)    0       98
 23 8/2-->8/8        4.10   0.66   46(44)   16(15)   20(19)   16(15)    7( 7)    0      105
 24 8/9-->8/15       1.80   0.36   56(58)   19(20)   13(14)    8( 8)    0( 0)    0       96
 25 8/16-->8/22      3.60   0.55   53(50)   17(16)   19(18)   12(11)    4( 4)    0      105
 26 8/23-->8/29      2.50   0.51   41(45)   15(16)   21(23)   12(13)    2( 2)    0       91
 27 8/30-->9/5       2.65   0.46   36(47)   13(17)   18(24)    7( 9)    2( 3)    0       76
 28 9/6-->9/12       3.34   0.39   43(50)   18(21)   21(24)    3( 3)    1( 1)    0       86
 29 9/13-->9/19      4.30   0.61   44(40)   29(27)   20(18)    7( 6)    9( 8)    0      109
 30 9/20-->9/26      3.56   0.50   55(52)   20(19)   10( 9)   19(18)    2( 2)    0      106
 31 9/27-->10/3      1.64   0.35   44(57)   11(14)   17(22)    5( 6)    0( 0)    0       77
 32 10/4-->10/10     3.35   0.46   45(52)   18(21)   11(13)   12(14)    1( 1)    0       87
 33 10/11-->10/17    3.15   0.38   49(61)   15(19)    8(10)    7( 9)    1( 1)    0       80
 34 10/18-->10/24    2.68   0.46   39(43)   23(25)   19(21)    9(10)    1( 1)    0       91
 35 10/25-->10/31    3.00   0.33   56(58)   22(23)   12(13)    5( 5)    1( 1)    0       96
 36 11/1-->11/7      1.70   0.39   50(53)   22(23)   10(11)   12(13)    0( 0)    0       94
 37 11/8-->11/14     1.11   0.34   37(49)   19(25)   18(24)    1( 1)    0( 0)    0       75
 38 11/15-->11/21    4.58   0.40   55(62)   15(17)   10(11)    7( 8)    2( 2)    0       89
 39 11/22-->11/28    2.10   0.32   53(61)   17(20)   14(16)    2( 2)    1( 1)    0       87
 40 11/29-->12/5     2.18   0.27   54(66)   15(18)   11(13)    1( 1)    1( 1)    0       82
 41 12/6-->12/12     1.68   0.27   58(65)   21(24)    5( 6)    5( 6)    0( 0)    0       89
 42 12/13-->12/19    3.15   0.29   46(66)   15(21)    7(10)    1( 1)    1( 1)    0       70
 43 12/20-->12/26    1.65   0.23   55(74)   12(16)    4( 5)    3( 4)    0( 0)    0       74
 44 12/27-->1/2      1.44   0.28   46(67)   13(19)    6( 9)    4( 6)    0( 0)    0       69
 45 1/3-->1/9        0.74   0.19   48(76)   11(17)    4( 6)    0( 0)    0( 0)    0       63
 46 1/10-->1/16      1.80   0.19   56(84)    7(10)    2( 3)    2( 3)    0( 0)    0       67
 47 1/17-->1/23      1.45   0.22   61(75)    9(11)   10(12)    1( 1)    0( 0)    0       81
 48 1/24-->1/30      2.00   0.18   57(77)   12(16)    4( 5)    1( 1)    0( 0)    0       74
 49 1/31-->2/6       1.05   0.19   50(72)   15(22)    3( 4)    1( 1)    0( 0)    0       69
 50 2/7-->2/13       2.51   0.24   48(76)    9(14)    4( 6)    1( 2)    1( 2)    0       63
 51 2/14-->2/20      1.00   0.23   52(68)   14(18)   10(13)    0( 0)    0( 0)    0       76
 52 2/21-->2/27      1.60   0.27   53(65)   18(22)    6( 7)    4( 5)    0( 0)    0       81
 53 2/28-->2/29      0.14   0.06    9(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        4.58   0.40 2718(54) 1002(20)  783(15)  397( 7)   66( 1)    0     4966
