# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0157
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.44  2.98  4.48  8.35  2.94 12.69  5.58  7.76  2.63  2.38  1.28  1.95 53.46
 1952  1.59  0.50  2.73  1.17  6.05  4.67  4.40  1.87  0.74  0.00  1.72  1.28 26.72
 1953  1.10  0.50  2.96  4.54  1.83  5.23  4.76  3.37  0.51  0.15  1.79  1.57 28.31
 1954  0.40  0.68  1.73  5.15  3.84  7.86  2.93  4.71  2.08  2.61  0.30  0.50 32.79
 1955  0.59  1.39  0.69  3.59  3.71  0.93  5.66  1.45  3.20  3.77  0.65  0.96 26.59
 1956  0.80  0.25  2.80  1.87  4.50  2.07  3.56  5.53  0.48  2.00  2.72  0.50 27.08
 1957  0.84  0.59  1.50  1.85  5.87  2.80  4.66  3.46  2.71  2.01  3.85  1.22 31.36
 1958  0.76  0.05  0.70  2.79  1.57  3.72  4.98  3.37  2.49  1.10  2.45  0.44 24.42
 1959  0.44  1.21  4.28  0.75  6.56  6.78  4.49  7.06  4.60  1.71  3.28  1.35 42.51
 1960  1.69  0.55  1.79  3.83  6.11  2.66  2.52  8.39  4.32  1.89  0.20  1.40 35.35
 1961  0.50  1.28  4.95  1.26  2.06  1.34  5.17  1.46  5.43  2.84  1.51  1.32 29.12
 1962  0.52  2.11  1.25  1.68  5.08  2.37  7.41  4.68  1.52  2.14  0.20  0.27 29.23
 1963  0.58  0.83  3.68  3.49  4.95  8.73  7.35  2.57  1.18  1.89  1.24  0.54 37.03
 1964  0.64  0.05  1.71  4.98  2.87  3.98  3.30  3.78  6.80  0.44  1.08  1.50 31.13
 1965  1.11  1.46  4.31  3.24  6.36  4.26  3.62  5.81 10.33  0.46  0.85  1.60 43.41
 1966  1.01  1.50  1.88  2.19  3.76  8.05  4.02  2.51  0.49  1.56  0.57  1.26 28.80
 1967  0.00  0.70  2.27  2.13  2.45 10.29  1.33  2.98  1.37  2.25  0.40  0.89 27.06
 1968  0.92  0.00  1.53  3.66  1.99  4.62 13.24  5.03  3.90  4.06  1.04  4.40 44.39
 1969  1.48  0.20  0.80  4.35  3.12  9.48  9.07  2.09  2.32  3.91  0.20  2.75 39.77
 1970  0.10  0.60  2.15  1.55  7.00  1.84  4.13  0.93  5.60  5.79  2.25  0.53 32.47
 1971  0.00  3.40  0.45  0.95  3.70  3.75  2.41  0.65  2.18  2.68  4.31  1.41 25.89
 1972  0.24  0.90  1.20  0.00  3.92  4.49  3.52  4.75  7.50  4.63  1.80  0.60 33.55
