# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2110 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     22      1      0      0    199     90     73     61
 1952     35     16     13     10    341    228    205    183
 1953    115     46     36     27    185     80     61     46
 1954     66     20     14      9    401    242    210    181
 1955     90     38     29     22    457    294    258    224
 1956     39      7      3      1    257    146    122     99
 1957     88     28     18     13    360    221    193    171
 1958     72     23     14      8    326    193    163    136
 1959     41      6      3      1    315    174    147    125
 1960     28      8      5      3    353    217    191    169
 1961     61     20     15     11    193     93     73     55
 1962     36     13     11      9    297    180    154    129
 1963    150     94     83     73    374    228    195    165
 1964     74     26     19     12    342    203    176    150
 1965      5      0      0      0    233    126    107     89
 1966    174     79     58     41    214    103     81     63
 1967    132     70     58     47    335    186    153    124
 1968    255    150    130    111    396    242    210    179
 1969     44     17     11      7    355    203    174    146
 1970     32      1      0      0    358    226    196    169
 1971     43     17     14     11    362    232    203    177
 1972     41     13      9      5    207    110     90     72
 1973    147     62     48     37    231    120     98     77
 1974     51     22     16     12    339    198    168    139
 1975     17      1      0      0    158     73     58     46
 1976    107     53     45     37    353    208    175    142
 1977    160     72     56     42    480    319    284    251
 1978     76     38     32     27    254    134    109     86
 1979     31      7      3      1    192     99     84     70
 1980     45      9      5      2    332    207    183    160
 1981    139     67     53     43    366    198    166    137
 1982     42     14     10      7    233    130    108     87
 1983     93     40     32     24    193    101     86     73
 1984     37      8      4      2    268    137    111     89
 1985    118     42     32     23    441    289    258    229
 1986    160     93     82     73    416    256    223    192
 1987    170     80     65     53    460    316    288    261
 1988    128     48     33     22    339    205    177    151
 1989    120     68     58     49    331    188    160    134
 1990    188     93     73     56    388    246    215    188
 1991    143     65     53     43    390    242    210    180
 1992    128     50     37     24    251    139    118     97
 1993     40     12      9      6    243    125    102     84
 1994    124     58     49     40    356    231    202    175
 1995    185     98     78     62    239    127    104     82
 1996     88     29     22     16    294    176    153    130
 1997    106     49     40     33    289    179    154    129
 1998    134     78     69     60    374    224    193    165
 1999    151     73     58     45    349    207    177    148
 2000    246    142    120    102    371    239    212    189
 2001     32      0      0      0    435    274    240    210
 2002     73     18     14     10    349    215    187    164
 2003    156     84     72     61    377    250    225    201
 2004    161     73     58     46    417    266    235    205
 2005    125     69     61     53    449    286    251    218
     ****************************  ****************************
 MEAN   97.5   43.8   35.1   27.9  323.9  193.1  166.3  141.9
 STDV   59.3   35.9   30.8   26.4   81.7   63.3   58.8   54.3

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    686    473    424    378    711    485    433    385
 1952    556    357    316    277    900    664    606    550
 1953    592    386    345    309    895    658    601    545
 1954    457    298    262    230    921    691    636    582
 1955    685    481    436    393    758    530    481    433
 1956    622    423    380    338    924    695    640    585
 1957    549    349    305    267    826    594    538    483
 1958    634    443    398    357    709    490    439    392
 1959    711    497    446    397    861    627    570    515
 1960    590    388    345    302    763    541    490    441
 1961    536    357    318    280    830    612    563    516
 1962    746    520    468    417    801    566    512    459
 1963    571    375    335    298    901    669    615    564
 1964    766    541    493    446    866    638    584    531
 1965    726    511    462    414    815    581    529    479
 1966    498    335    299    267    852    621    569    518
 1967    511    331    291    253    869    636    580    527
 1968    513    325    287    253    848    610    556    504
 1969    634    429    384    343    655    440    392    348
 1970    679    467    419    373    865    632    578    525
 1971    508    341    303    269    969    729    670    611
 1972    671    455    408    361    781    561    510    459
 1973    476    279    236    198    873    633    573    514
 1974    491    296    256    218    733    498    447    398
 1975    668    447    399    352    826    589    534    479
 1976    529    336    294    255    859    620    562    507
 1977    823    589    533    479    834    596    539    483
 1978    620    411    364    320    836    601    546    494
 1979    542    355    315    276    804    568    509    453
 1980    653    443    395    352    835    598    543    491
 1981    548    356    314    275    840    600    541    482
 1982    672    441    388    338    689    463    414    367
 1983    465    266    226    190    835    601    547    495
 1984    528    335    295    259    897    657    598    540
 1985    735    501    449    402    755    523    470    421
 1986    658    442    392    344    878    641    584    529
 1987    746    534    484    438    933    698    641    584
 1988    733    528    483    441    909    683    630    581
 1989    590    406    366    328    800    578    528    478
 1990    532    343    304    266    867    636    581    527
 1991    726    509    461    414    964    724    665    608
 1992    631    450    409    369    753    527    477    430
 1993    579    378    332    290    753    527    472    419
 1994    611    429    388    348    888    660    604    550
 1995    534    347    307    271    890    653    597    542
 1996    491    306    268    231    832    596    539    483
 1997    480    306    269    232    864    631    577    524
 1998    760    531    480    434    790    564    511    459
 1999    653    440    390    344    839    610    556    502
 2000    669    455    405    357    792    558    504    453
 2001    631    417    371    329    808    578    525    475
 2002    557    375    333    295    904    666    609    554
 2003    556    370    332    296    789    560    508    459
 2004    640    428    382    338    798    569    518    468
 2005    544    354    313    277    963    724    666    609
     ****************************  ****************************
 MEAN  609.3  408.8  364.7  323.2  835.5  603.6  549.2  496.5
 STDV   90.9   76.9   72.9   68.7   69.3   65.7   63.7   61.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    936    690    629    571    851    604    546    491
 1952   1024    776    717    659    888    645    591    538
 1953    972    727    668    610    918    674    616    560
 1954   1017    769    707    645    900    656    597    539
 1955   1102    854    792    730   1005    760    702    645
 1956    886    638    578    520    930    692    635    578
 1957   1045    797    735    673    929    686    626    567
 1958    890    644    585    528    919    682    625    570
 1959    936    690    630    572   1051    803    741    679
 1960    920    673    615    560    976    728    667    607
 1961    926    678    617    559    953    706    646    590
 1962    885    642    583    524    904    660    603    546
 1963   1001    753    691    629    909    669    612    556
 1964   1043    795    733    672    877    642    589    536
 1965    956    708    647    589    901    658    600    544
 1966   1026    778    716    656    880    640    586    533
 1967    899    660    603    548    848    615    561    509
 1968    979    733    672    612    943    697    641    585
 1969    989    741    680    619    960    712    651    594
 1970    979    735    677    621    934    689    630    572
 1971    859    617    559    503    873    628    569    514
 1972    899    653    593    534    932    685    624    565
 1973    974    726    664    602    956    708    647    587
 1974   1037    789    727    665    862    616    557    502
 1975    999    752    692    633    965    717    655    594
 1976    994    748    688    629    909    664    606    550
 1977   1042    794    732    670    822    578    521    466
 1978    947    699    637    577    958    711    650    591
 1979    953    705    643    582    882    638    578    523
 1980   1038    790    728    666    956    708    646    584
 1981    986    738    676    614    914    668    609    551
 1982   1017    769    707    645    909    663    604    547
 1983   1079    831    769    708   1074    826    764    702
 1984    959    712    651    590   1014    766    704    644
 1985    987    739    677    615    869    622    561    501
 1986   1055    807    745    683    838    599    542    488
 1987   1089    841    780    719    916    672    614    556
 1988   1023    779    719    660   1029    787    728    669
 1989   1023    775    713    651    954    707    648    592
 1990    988    740    679    619    969    721    661    602
 1991    980    733    673    616    944    697    636    577
 1992    830    586    528    471    769    542    489    440
 1993    945    697    635    574    925    678    618    559
 1994    908    660    598    540    827    585    530    476
 1995    999    754    694    635   1101    853    791    729
 1996    906    660    599    539    907    660    601    546
 1997    970    727    668    610    869    622    563    506
 1998    988    740    678    617   1004    756    694    633
 1999   1070    822    760    699    896    649    588    528
 2000    957    709    648    588    966    718    656    594
 2001   1024    778    718    659    990    742    681    623
 2002   1072    824    762    702    948    701    641    581
 2003    979    731    670    610    987    739    677    616
 2004    945    698    637    579    826    590    535    483
 2005   1012    764    703    643      0      0      0      0
     ****************************  ****************************
 MEAN  980.8  734.0  673.2  613.5  909.7  669.7  611.9  555.6
 STDV   60.2   59.3   58.5   57.3  140.4  110.6  103.2   95.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    568    368    326    285    372    223    193    164
 1952    651    471    429    387    312    196    171    147
 1953    652    467    426    387    546    380    342    306
 1954    700    485    435    386    367    217    183    150
 1955    694    507    464    422    423    267    231    199
 1956    605    416    375    336    538    368    330    293
 1957    591    396    353    311    332    191    159    129
 1958    674    472    427    384    492    319    280    246
