# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0385] AUDUBON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0385 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     45     15     11      8    236    125    104     85
 1952     72     35     30     25    377    245    219    194
 1953    169     89     73     58    236    119     96     77
 1954     75     22     15     11    445    287    255    224
 1955    140     74     61     50    507    342    309    277
 1956    152     70     56     45    340    218    195    172
 1957    148     69     56     44    365    231    204    180
 1958     64     20     13      7    350    208    178    149
 1959    123     57     46     37    350    212    186    164
 1960     19      3      1      0    407    262    230    200
 1961     94     35     26     19    255    143    123    104
 1962     80     37     31     27    364    228    200    173
 1963    201    125    112    100    430    274    237    204
 1964    116     52     41     32    384    229    200    173
 1965     15      5      4      3    356    227    199    171
 1966    245    142    119     99    272    152    127    104
 1967    249    162    143    125    420    261    228    197
 1968    321    207    185    164    416    260    228    198
 1969     53     19     13     10    413    265    233    201
 1970     66     19     12      7    425    286    256    228
 1971    119     65     56     47    444    291    259    229
 1972    169     84     69     56    374    226    197    170
 1973    169     63     47     35    353    220    191    163
 1974    220    128    108     91    445    289    256    225
 1975     62     24     16      9    293    166    140    119
 1976    179    104     90     76    488    322    287    252
 1977    247    137    114     94    547    375    337    300
 1978    132     78     67     59    334    191    161    135
 1979     91     35     28     21    297    178    155    133
 1980    113     52     40     30    410    268    239    211
 1981    255    136    113     92    558    370    330    294
 1982    125     49     36     25    346    214    189    165
 1983    140     77     65     53    231    133    115     99
 1984     53     12      7      3    273    148    124    101
 1985    225    125    103     84    506    340    304    270
 1986    283    170    149    130    464    305    270    237
 1987    232    131    113     98    498    342    309    279
 1988    248    154    132    111    393    263    233    204
 1989    176    107     92     78    474    320    284    249
 1990    200    107     90     74    403    255    223    193
 1991    230    133    112     93    404    247    215    184
 1992    241    129    108     88    321    195    173    154
 1993     85     40     34     29    269    153    131    111
 1994    210    119    102     85    414    277    248    220
 1995    197    108     89     72    285    163    137    114
 1996    119     56     45     36    360    234    205    179
 1997    194    101     82     66    280    167    144    122
 1998     99     53     44     38    294    171    145    120
 1999    141     66     52     40    306    171    145    120
 2000    243    134    113     93    329    211    188    165
 2001     46     16     11      6    421    274    241    212
 2002     80     30     21     14    344    214    187    162
 2003    169    101     87     74    395    262    235    212
 2004    196    103     83     66    386    247    219    192
 2005    157     77     62     51    430    267    232    199
     ****************************  ****************************
 MEAN  150.8   79.3   66.0   54.3  376.7  237.1  208.3  181.3
 STDV   73.8   48.9   43.3   37.9   79.3   62.9   58.6   54.3

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    616    404    355    308    759    526    470    415
 1952    585    386    342    304    969    730    671    612
 1953    608    401    358    317    967    729    671    613
 1954    549    369    331    294    950    713    658    603
 1955    707    485    440    399    784    558    506    455
 1956    703    489    443    399    980    747    689    632
 1957    588    380    339    301    844    608    551    494
 1958    702    503    457    413    803    569    514    463
 1959    688    466    416    368    927    687    629    574
 1960    625    416    370    329    794    556    500    447
 1961    551    363    322    284    821    592    541    492
 1962    837    599    545    493    848    612    557    503
 1963    647    428    378    333    975    735    676    618
 1964    814    576    522    471    883    651    597    543
 1965    774    553    500    449    869    631    574    520
 1966    623    434    395    357    887    650    592    537
 1967    577    389    350    312    875    639    582    527
 1968    562    371    333    297    952    715    658    602
 1969    713    498    450    402    796    570    518    469
 1970    809    589    538    487    926    688    629    573
 1971    601    403    359    320   1020    780    721    662
 1972    674    455    409    365    902    667    609    554
 1973    623    412    367    324    946    706    646    587
 1974    630    417    372    330    841    605    549    498
 1975    723    510    465    420    885    648    590    534
 1976    615    409    365    325    892    652    594    537
 1977    861    618    560    504    957    717    657    598
 1978    650    445    398    355    923    687    629    573
 1979    633    433    390    351    902    666    609    555
 1980    695    484    437    396    916    677    618    560
 1981    646    437    394    352    966    726    666    607
 1982    724    495    440    388    808    572    517    465
 1983    560    365    326    289    918    684    628    572
 1984    617    411    365    322    972    733    674    615
 1985    784    546    492    443    848    612    557    503
 1986    720    488    439    392    978    738    678    619
 1987    823    585    532    481    982    743    684    626
 1988    828    597    548    500    978    746    691    638
 1989    671    479    436    395    844    609    553    500
 1990    561    358    313    271    934    697    638    581
 1991    780    556    504    454    970    730    670    611
 1992    650    457    413    371    825    594    540    488
 1993    622    409    362    317    828    594    538    485
 1994    663    468    425    384    921    684    626    569
 1995    530    325    284    246    873    637    581    527
 1996    566    359    313    269    907    671    613    558
 1997    520    340    302    265    910    672    616    561
 1998    718    494    445    397    765    540    487    436
 1999    587    375    330    290    831    594    537    482
 2000    679    468    420    377    810    577    523    472
 2001    623    402    356    313    823    591    536    483
 2002    527    352    312    273    957    718    660    604
 2003    510    313    277    244    783    546    490    436
 2004    661    450    402    356    758    525    470    421
 2005    558    364    325    287    916    676    616    558
     ****************************  ****************************
 MEAN  656.6  446.9  401.1  357.9  889.1  653.1  596.3  541.2
 STDV   89.7   77.1   73.1   69.0   69.4   67.1   65.5   63.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    928    680    619    558    927    679    618    558
 1952   1007    759    698    637    913    665    604    546
 1953   1041    793    733    673   1005    758    697    636
 1954   1094    846    784    722   1001    753    691    629
 1955   1114    866    804    742   1030    783    724    667
 1956    965    717    655    594    958    717    660    603
 1957   1117    869    807    745    998    752    692    634
 1958    937    689    627    565    999    753    692    632
 1959    981    733    673    614   1092    844    782    721
 1960    950    704    644    584    971    723    661    599
 1961    968    720    658    596    935    687    627    570
 1962    966    723    665    607    955    710    650    590
 1963   1059    811    749    687    949    703    644    586
 1964   1086    838    776    714    903    660    601    544
 1965   1036    789    729    669    945    698    638    580
 1966   1109    861    799    737    917    671    611    553
 1967    989    745    685    628    957    714    657    602
 1968   1037    789    727    668   1017    769    707    647
 1969   1083    835    773    711   1034    786    724    662
 1970   1038    791    731    673   1029    781    719    659
 1971    971    727    667    608    980    736    676    617
 1972   1004    760    700    640    970    723    663    604
 1973   1041    793    731    669   1054    806    744    682
 1974   1123    875    813    751    917    669    609    552
 1975   1057    809    747    687   1021    773    711    650
 1976   1067    819    757    696   1005    757    696    636
 1977   1107    859    797    735    928    680    618    558
 1978   1049    801    739    677   1018    771    711    653
 1979   1021    773    711    649    989    741    679    618
 1980   1113    865    803    741   1050    802    740    678
 1981   1066    818    756    694    988    741    682    624
 1982   1083    835    773    711    985    737    676    616
 1983   1117    869    807    745   1147    899    837    775
 1984   1039    791    729    667   1055    808    747    688
 1985   1029    781    719    658    924    676    616    559
 1986   1106    858    796    734    924    682    623    565
 1987   1090    842    780    718    930    682    622    562
 1988   1024    776    714    654   1034    795    736    677
 1989   1036    788    726    665    955    711    652    593
 1990    992    744    682    622    990    743    683    623
 1991   1004    757    696    635    959    711    649    588
 1992    894    646    586    527    811    573    518    466
 1993   1009    761    699    637    996    748    686    628
 1994    933    686    627    569    923    678    621    564
 1995   1012    766    706    646   1092    844    782    720
 1996    948    701    640    579    924    676    614    554
 1997   1031    784    723    662    867    619    562    507
 1998   1030    782    720    658    981    733    671    609
 1999   1075    827    765    703    881    633    572    512
 2000    972    724    663    603   1004    756    694    632
 2001   1083    835    773    711    960    712    652    595
 2002   1066    818    756    694    914    667    607    549
 2003    976    728    667    607    975    727    665    603
 2004    903    655    596    538    773    544    493    445
 2005   1014    766    705    644      0      0      0      0
     ****************************  ****************************
 MEAN 1028.9  781.4  720.1  659.2  953.8  712.0  652.8  594.9
 STDV   59.3   59.0   58.3   57.5  146.3  116.6  109.1  101.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    567    367    322    284    397    242    212    184
 1952    766    548    498    450    387    259    230    202
 1953    744    552    509    467    592    410    369    330
 1954    765    545    496    447    383    230    199    170
 1955    759    551    504    460    489    331    298    266
 1956    672    484    442    402    566    385    349    315
 1957    587    387    347    309    327    183    155    127
 1958    760    539    488    441    522    346    306    269
 1959    676    473    428    386    325    184    156    129
 1960    698    497    451    409    445    304    272    244
 1961    640    437    390    347    483    317    279    244
 1962    623    435    395    356    494    322    284    250
 1963    730    507    456    408    678    471    427    386
 1964    713    501    451    403    438    285    252    221
 1965    566    361    318    278    503    330    293    256
 1966    640    438    396    354    468    309    271    235
 1967    687    475    426    383    421    264    232    205
 1968    719    493    442    395    514    338    300    263
 1969    764    537    485    436    364    221    192    166
 1970    742    522    472    423    417    260    224    191
 1971    803    585    535    489    577    383    339    297
 1972    752    534    481    431    354    208    182    160
 1973    711    481    429    380    575    383    342    303
 1974    638    435    391    351    491    304    266    230
 1975    622    416    370    327    554    383    343    306
 1976    770    549    502    456    355    216    189    168
 1977    765    526    470    418    390    221    187    158
 1978    860    628    576    524    435    280    245    211
 1979    785    570    523    478    457    290    255    224
 1980    804    580    529    481    407    268    241    215
 1981    777    556    505    457    398    229    197    166
 1982    733    516    465    416    462    289    255    224
 1983    811    595    544    495    427    257    222    192
 1984    703    496    447    399    462    279    237    198
 1985    706    502    454    409    416    244    209    175
 1986    806    574    518    463    435    261    223    189
 1987    715    484    435    389    359    215    185    158
 1988    763    551    504    458    344    200    169    140
 1989    644    451    405    360    469    315    279    245
 1990    793    578    527    478    461    300    265    233
 1991    728    525    480    436    433    279    250    224
 1992    680    481    433    386    412    263    234    207
 1993    561    356    312    272    376    223    193    163
 1994    741    529    481    434    471    288    247    210
 1995    639    446    404    364    404    252    218    187
 1996    614    406    361    319    459    287    253    221
 1997    684    477    432    391    428    289    260    231
 1998    815    585    530    478    433    269    235    203
 1999    610    427    389    352    396    264    235    207
 2000    709    519    475    434    497    323    285    249
 2001    619    410    363    320    382    233    201    172
 2002    701    496    454    413    270    157    136    116
 2003    603    423    385    349    439    301    269    238
 2004    761    548    501    455    415    253    218    186
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  695.3  488.8  442.3  398.2  433.7  276.3  243.0  212.0
 STDV  119.7   92.7   86.3   80.0   95.2   71.3   65.7   60.5
