# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3007
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1952  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.61  2.20  2.09  4.90
 1953  1.54  2.48  4.95  2.64  2.50  5.40  1.27  0.72  0.33  0.99  0.39  1.21 24.42
 1954  0.41  1.75  3.20  8.85  2.63  4.05  1.88  2.72  1.36  6.17  0.72  0.10 33.84
 1955  0.75  0.00  0.28  1.96  1.88  3.59  0.21  3.22  2.38  2.63  0.10  0.21 17.21
 1956  0.10  1.45  2.10  1.77  1.38  2.80  3.32  6.97  0.73  0.99  1.12  1.30 24.03
 1957  2.19  1.33  2.99  4.88  5.64  4.77  2.31  2.15  3.34  4.81  2.08  3.83 40.32
 1958  1.45  0.25  0.56  2.88  2.16  5.80  6.83  3.71  3.19  0.50  2.24  0.70 30.27
 1959  0.68  1.15  2.34  3.60  4.91  2.45  3.10 10.80  7.27  5.52  0.14  1.78 43.74
 1960  2.14  2.20  2.12  3.91  5.45  8.10  5.47  2.18  1.09  3.05  0.93  0.79 37.43
 1961  0.59  1.76  4.81  2.25  1.61  1.96 10.07  2.32 11.81  3.04  4.07  1.39 45.68
 1962  2.58  0.98  2.69  1.35  4.93  2.46  5.37  3.13  2.93  4.99  1.11  0.60 33.12
 1963  1.55  0.77  4.10  1.92  3.98  0.06  7.72  3.54  1.92  0.57  1.83  0.78 28.74
 1964  1.55  1.29  3.62  8.62  0.59  5.41  2.03  2.68  6.19  0.02  2.03  1.23 35.26
 1965  5.71  0.85  0.00  6.56  3.58  3.06  7.71  5.66  6.36  0.37  1.26  2.69 43.81
 1966  1.01  0.92  2.37  3.26  3.89  4.53  2.91  1.87  2.96  5.01  1.29  2.26 32.28
 1967  1.60  0.77  1.52  6.54  4.78  8.74  7.86  1.90  3.10  8.00  1.37  1.78 47.96
 1968  1.16  1.33  3.28  3.89  2.03  6.16  1.73  1.74  5.51  1.01  4.22  1.52 33.58
 1969  2.29  1.31  1.75  3.03  3.51  4.95  5.78  3.17  3.57  8.73  0.19  1.00 39.28
