# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3517] GUTTENBERG-L-AND-D-10
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     7   9  13  15  14  14  11  11   9  12   7   9 131
1952     8   6  15   7  11  11  10   9   5   0   5   8  95
1953     7   7  12  14   9  11  11   7   5   2   5   8  98
1954     5   5  12  11  13  15  10  10   9  13   4  10 117
1955     7   7   5   8  10  12  11   6   9  12   8   8 103
1956     7   4   5  12  13   7   9  11   7   5   6   7  93
1957     5   4   6  12  15  16   8   9   8   4  12   4 103
1958     4   1   3   9   7  13  11  12   6   5   6   5  82
1959     9   8   9  11  14   8   8  11   8  10   6   5 107
1960     7   7  12  10  15  14   8   8   8   7  10   3 109
1961     2   3  13  10   5   8  17   8   8   8   6   7  95
1962     7  10   7  10  12   7  12   9   9  11   3   6 103
1963     6   7   8  10   7   7   7   7   9   3   8   3  82
1964     3   2   7  12  11   8   6   9   8   2   9   6  83
1965     8   5  12  14  12   8   5  16  15   6   8   7 116
1966     8   6  10   9   8  10   6   3   5   3   4   7  79
1967     9   9   8  10   8  10  11  10   8  10   8   9 110
1968     8   4   5  11  11  14   8   6  14  10   4  11 106
1969     8   4   8  11  13  17  14   3   9  11   8   8 114
1970     8   5   6   7  14   9   8   5  15  11   9   7 104
1971     8   9   0   7  10   9   9   7   9  13   9  11 101
1972     6   7   8  13  12  11  13  14  10  10   8   9 121
1973     5   6  10  15  14   9  11   8  15   6   7   6 112
1974     7   6  16   8  13   9   9  11   5   8   5   8 105
1975     9   7   9  12  12  13   6   9   6   1   0   5  89
1976     5   6   7  12   9   8   9   8   3   8   2   6  83
1977    10   4  10   8   7   0  12  18   0   8  14   9 100
1978     6   7   4  11   6  11  12   7   6   9   9   9  97
1979    14   5  10  12   8  11   6  13   3   9   8   2 101
1980     6   7   4   9  12   8   7  15  10   6   6   4  94
1981     4  10   5  13   3  10   7  14   7  10   8   6  97
1982    11   2  10   8  17  10   9   8   7   8   9  11 110
1983     6   6   6   9  19   6   7   7  11  11  13  10 111
1984     3   6   8  13  10   9  11   4  12  11   7  11 105
1985     6   7   9   9   9   5   6   5  12  10  17   5 100
1986     3   9   5  11  17  13  10   8  13  11   6   5 111
1987     6   0   9   7  12  11   8  15  13   5  12  10 108
1988     5   8   4   9   4   4   7   8   9  11  16   9  94
1989     7   7   7  12   8   8   6  11   7   7   9  11 100
1990     7   4   9  15  12  14  11  12   4   9   8  10 115
1991     9   3  10  17  16   7   8   7  11  11  12   7 118
1992     7   8   9  15   7   5  18   8  14   5  12  13 121
1993    11   8  10  14  16  15  12  15  11   6   6  11 135
1994    14  10   3   9   9  10  12  10  12   2   7   5 103
1995     8   2  11  15  12   8   7   6   8  11   6   5  99
1996     9   1   6   9  18  12   7   5   6   7  13   9 102
1997    10   8   9   7   7   9  10  12  10   6   7   7 102
1998    10   9  13  15  11  16   8  13   7  14   4   4 124
1999    15   3   4  12  15   9  14  11   6   6   3   7 105
2000     7   9   9   7  13  16   6   6   8   6  13  14 114
2001     6  10   6  13  14   9   7  11  11   8   9  10 114
2002     3   8  11  10  11   9  11   8   9  14   6   6 106
2003     8   8   9   9  12  11  11   3   6   6  11   9 103
2004     5   8  15   4  16  12   9  10   3   9  10   9 110
2005    13  11  13  10  14  13   7   0   0   0   0   0  81
STDDEV   3   3   3   3   4   3   3   4   3   4   4   3  12
AVG      7   6   8  11  11  10   9   9   8   8   8   7 104
