# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    0    0    0    0
 Sep 20    3    0    0    0
 Sep 22   11    0    0    0
 Sep 24   11    0    0    0
 Sep 26   12    1    0    0
 Sep 28   20    1    0    0
 Sep 30   29    3    0    0
 Oct 02   37    9    3    0
 Oct 04   42   12    5    0
 Oct 06   59   18    7    0
 Oct 08   62   22    9    0
 Oct 10   70   27   14    3
 Oct 12   74   35   14    3
 Oct 14   79   38   18    3
 Oct 16   85   46   24    3
 Oct 18   87   53   29    7
 Oct 20   90   61   37   12
 Oct 22   92   64   46   16
 Oct 24   94   74   51   18
 Oct 26   94   79   59   25
 Oct 28   96   81   64   27
 Oct 30   98   85   70   35
 Nov 01   98   87   74   46
 Nov 03  100   94   79   53
 Nov 05  100   96   87   64
 Nov 07  100   98   87   68
 Nov 09  100  100   90   72
 Nov 11  100  100   92   77
 Nov 13  100  100   98   83
 Nov 15  100  100   98   88
 Nov 17  100  100  100   90
 Nov 19  100  100  100   94
 Nov 21  100  100  100   98
 Nov 23  100  100  100   98
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
