# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5198] MARSHALLTOWN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.84   0.30   60(65)   15(16)   12(13)    5( 5)    0( 0)    0       92
  2 3/8-->3/14       2.31   0.33   59(66)   11(12)   12(13)    7( 8)    1( 1)    0       90
  3 3/15-->3/21      1.26   0.28   52(60)   20(23)   12(14)    3( 3)    0( 0)    0       87
  4 3/22-->3/28      1.50   0.30   55(57)   24(25)   15(15)    3( 3)    0( 0)    0       97
  5 3/29-->4/4       2.13   0.30   69(59)   25(22)   17(15)    4( 3)    1( 1)    0      116
  6 4/5-->4/11       2.69   0.32   59(57)   25(24)   12(12)    6( 6)    1( 1)    0      103
  7 4/12-->4/18      2.60   0.36   69(56)   28(23)   17(14)    6( 5)    3( 2)    0      123
  8 4/19-->4/25      2.12   0.33   79(56)   29(21)   26(18)    6( 4)    1( 1)    0      141
  9 4/26-->5/2       2.09   0.41   65(53)   21(17)   23(19)   12(10)    1( 1)    0      122
 10 5/3-->5/9        3.76   0.41   64(49)   28(22)   27(21)   10( 8)    1( 1)    0      130
 11 5/10-->5/16      2.63   0.44   79(57)   23(17)   15(11)   18(13)    4( 3)    0      139
 12 5/17-->5/23      4.15   0.41   62(47)   38(29)   24(18)    7( 5)    2( 2)    0      133
 13 5/24-->5/30      3.06   0.41   80(53)   27(18)   29(19)   12( 8)    3( 2)    0      151
 14 5/31-->6/6       2.10   0.35   69(57)   25(21)   18(15)    8( 7)    1( 1)    0      121
 15 6/7-->6/13       3.82   0.56   76(49)   27(17)   24(15)   18(12)   11( 7)    0      156
 16 6/14-->6/20      4.20   0.59   55(45)   23(19)   21(17)   19(15)    5( 4)    0      123
 17 6/21-->6/27      3.50   0.51   53(49)   24(22)   13(12)   14(13)    5( 5)    0      109
 18 6/28-->7/4       2.60   0.49   57(52)   13(12)   20(18)   17(16)    2( 2)    0      109
 19 7/5-->7/11       4.43   0.54   53(45)   24(21)   20(17)   16(14)    4( 3)    0      117
 20 7/12-->7/18      6.58   0.59   51(47)   18(17)   17(16)   17(16)    6( 6)    0      109
 21 7/19-->7/25      4.40   0.46   52(48)   23(21)   23(21)    7( 6)    3( 3)    0      108
 22 7/26-->8/1       2.85   0.44   57(57)   15(15)   13(13)   14(14)    1( 1)    0      100
 23 8/2-->8/8        3.62   0.49   52(50)   27(26)   12(11)    9( 9)    5( 5)    0      105
 24 8/9-->8/15       2.80   0.49   47(51)   16(17)   13(14)   14(15)    3( 3)    0       93
 25 8/16-->8/22      5.54   0.55   49(49)   17(17)   23(23)    8( 8)    4( 4)    0      101
 26 8/23-->8/29      3.82   0.58   51(47)   16(15)   23(21)   14(13)    5( 5)    0      109
 27 8/30-->9/5       2.20   0.38   49(55)   15(17)   17(19)    7( 8)    1( 1)    0       89
 28 9/6-->9/12       2.15   0.50   42(48)   16(18)   15(17)   13(15)    2( 2)    0       88
 29 9/13-->9/19      2.24   0.36   65(59)   16(15)   21(19)    7( 6)    1( 1)    0      110
 30 9/20-->9/26      2.59   0.45   48(46)   25(24)   17(16)   12(12)    2( 2)    0      104
 31 9/27-->10/3      1.76   0.42   41(53)   14(18)   12(15)   11(14)    0( 0)    0       78
 32 10/4-->10/10     3.75   0.36   55(60)   16(18)   11(12)    8( 9)    1( 1)    0       91
 33 10/11-->10/17    2.47   0.38   47(58)   14(17)   11(14)    8(10)    1( 1)    0       81
 34 10/18-->10/24    2.32   0.38   41(53)   18(23)   11(14)    7( 9)    1( 1)    0       78
 35 10/25-->10/31    2.18   0.27   62(67)   14(15)   14(15)    1( 1)    1( 1)    0       92
 36 11/1-->11/7      3.78   0.36   51(57)   22(24)   10(11)    5( 6)    2( 2)    0       90
 37 11/8-->11/14     1.89   0.29   45(66)   13(19)    5( 7)    5( 7)    0( 0)    0       68
