# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     7  10  16  13  14  16  11  10   6  13   6  11 133
1952     7   9  15   8  13  11  11   8   4   2   6   9 103
1953     8  10  14  13   9  11   8   5   6   3   6   9 102
1954     5   4  10  11   9  11   6  15   9  10   7  10 107
1955    12  11   7  11  12   8   8   8   8   9   8   4 106
1956     7   7  10  10  14   6  12  14   6   6  11  11 114
1957    11   7   9  14  14  17   9   8   8   4  12   6 119
1958     7   4   7  11   9  11  14   9  12   4   6   6 100
1959     8   9  16  12  19   7  10  14   9  18   9  10 141
1960    11   9  14  13  15  14   8  12  12  10   4   5 127
1961     5   8  13  12   8   6  16   7  11   8   8  11 113
1962     9  16  12  14  14   7  13   6   7  11   5   6 120
1963    15  11  14  14   8   6   9  12   9   7   5   7 117
1964     4   8  12  12  11  12   7  10  12   2   8  10 108
1965    11  10  17  15  14  10  10  14  19   5   6   7 138
1966     9   7  14  15   9  11   9   6   7   6   8   9 110
1967    10   9   8  11  12  17  11   8   6  13   8  16 129
1968    11   6   5  12  14  12  11  11  14   7  10  15 128
1969    15   6   8  12  14  15  13   4  11  12   5  11 126
1970    16   7   9  14  15   9  10   8  16  13  11   6 134
1971     5  12   7  10  13   8  12   5   7   8  12  12 111
1972     6  10  14  14  12  11  16  13  11  11  10  13 141
1973     8   7  20  12  14  14  11  10  17   8   9  12 142
1974    12   6  10   9  19  12   9  16   6  10  12  13 134
1975    15   6  14  13  13  17   5  11   8   1  15   3 121
1976     3   6  10   9   9   8   8   4   4   7   2   4  74
1977     9   3  12   8   6   6  10  15  13  11  10   7 110
1978     7   8   8  12  13  11  13   6   7   8  10   9 112
1979     9   3  10  11  11  12  10  12   4   7   7   5 101
1980     8   5   6   8  12   8   9  12  10   6   4   6  94
1981     1   6   3  12  10   9   9  12   5  10  12   7  96
1982    12   4  11  11  21  14  10   7   8   9  10   9 126
1983     7   9  10  10  20  11   7   8   8  12  13   8 123
1984     5   6   8  14   9  14  10   3   9  16   6  12 112
1985    10   8  10   7   9  11  10   7   9  10  13   6 110
1986     4   7   7  11  14  13  10   8  14  10   8   3 109
1987     2   4  10   9  11  10   9  12   8   6  10  10 101
1988     4   7   3   8   3   7   8   7   9   6   9   4  75
1989     6   6   4  11   9   7   8  10   9   7   3   6  86
1990     6   4  13  13  14  14  12  11   6   9   5  11 118
1991     6   1   9  15  14   8   5  11   8  11  13   6 107
1992    10   6  10  10   6   6  18  10   9   4  10   9 108
1993     7   8   8  11  17  14  17  16  11   5   5   8 127
1994     8   6   1   7   7  11   7   7   6   3   7   5  75
1995     6   2   4  15  12  11   7   4   4  12   5   5  87
1996     9   4   9   7  18  13   6   7   7   8  13   7 108
1997    12  10   7   8  13  11   6  10   9   8   7   9 110
1998    11  12  13  17  13  19   6  15   7  15   4   5 137
1999     8   9   6  13  12  13  11   9   6   4   3   8 102
2000     6   6   6   7  13  16  10   8   6   8   8  11 105
2001    10  11   7  13  18  12   9   6   9   9   8  12 124
2002     8   9  11  16  12  12   5   9   8  15   7   6 118
2003    12   7  14  13  11  11  11   3   8   6  11   9 116
2004     8   7  14   5  12  15  12  13   4  12  14   9 125
2005    13  11  10  11   9  11   8   0   0   0   0   0  73
STDDEV   3   3   4   3   4   3   3   4   3   4   3   3  17
AVG      8   7  10  11  12  11  10   9   8   8   8   8 113
