# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1635] CLINTON-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        2.77   0.28   69(61)   26(23)   16(14)    2( 2)    1( 1)    0      114
  2 3/8-->3/14       1.54   0.24   77(66)   24(21)   12(10)    3( 3)    0( 0)    0      116
  3 3/15-->3/21      1.06   0.23   70(65)   23(21)   14(13)    1( 1)    0( 0)    0      108
  4 3/22-->3/28      1.55   0.27   75(65)   17(15)   21(18)    2( 2)    0( 0)    0      115
  5 3/29-->4/4       2.72   0.28   87(64)   30(22)   15(11)    4( 3)    1( 1)    0      137
  6 4/5-->4/11       1.70   0.28   78(65)   19(16)   17(14)    6( 5)    0( 0)    0      120
  7 4/12-->4/18      2.55   0.32   75(59)   22(17)   25(20)    4( 3)    2( 2)    0      128
  8 4/19-->4/25      3.00   0.33   87(57)   37(24)   18(12)    9( 6)    2( 1)    0      153
  9 4/26-->5/2       1.77   0.30   83(59)   32(23)   16(11)    9( 6)    0( 0)    0      140
 10 5/3-->5/9        1.96   0.33   77(56)   31(23)   20(15)    9( 7)    0( 0)    0      137
 11 5/10-->5/16      2.91   0.36   89(59)   21(14)   31(21)    7( 5)    3( 2)    0      151
 12 5/17-->5/23      3.00   0.38   79(61)   20(16)   15(12)   12( 9)    3( 2)    0      129
 13 5/24-->5/30      2.43   0.37   84(61)   20(14)   23(17)    9( 7)    2( 1)    0      138
 14 5/31-->6/6       2.84   0.37   75(60)   24(19)   15(12)   10( 8)    2( 2)    0      126
 15 6/7-->6/13       2.79   0.42   78(54)   23(16)   27(19)   14(10)    2( 1)    0      144
 16 6/14-->6/20      4.80   0.49   67(56)   20(17)   18(15)    9( 8)    6( 5)    0      120
 17 6/21-->6/27      2.25   0.47   62(53)   20(17)   15(13)   17(15)    2( 2)    0      116
 18 6/28-->7/4       3.10   0.43   62(51)   18(15)   26(21)   13(11)    2( 2)    0      121
 19 7/5-->7/11       2.78   0.43   60(53)   21(19)   17(15)   12(11)    3( 3)    0      113
 20 7/12-->7/18      3.30   0.38   62(55)   21(19)   20(18)    8( 7)    2( 2)    0      113
 21 7/19-->7/25      4.53   0.39   59(53)   24(22)   21(19)    6( 5)    1( 1)    0      111
 22 7/26-->8/1       2.85   0.44   53(51)   23(22)   18(17)    7( 7)    3( 3)    0      104
 23 8/2-->8/8        4.00   0.49   65(50)   23(18)   22(17)   19(15)    2( 2)    0      131
 24 8/9-->8/15       3.08   0.50   50(49)   22(21)   14(14)   13(13)    4( 4)    0      103
 25 8/16-->8/22      3.22   0.51   57(51)   21(19)   18(16)    8( 7)    8( 7)    0      112
 26 8/23-->8/29      2.35   0.47   55(51)   15(14)   21(19)   13(12)    4( 4)    0      108
 27 8/30-->9/5       1.68   0.35   41(53)   14(18)   19(25)    3( 4)    0( 0)    0       77
 28 9/6-->9/12       2.96   0.33   60(63)   15(16)   13(14)    7( 7)    1( 1)    0       96
 29 9/13-->9/19      6.50   0.49   64(52)   18(15)   26(21)   11( 9)    3( 2)    0      122
 30 9/20-->9/26      3.13   0.42   59(51)   25(22)   17(15)   12(10)    2( 2)    0      115
 31 9/27-->10/3      2.38   0.37   41(50)   20(24)   14(17)    6( 7)    1( 1)    0       82
 32 10/4-->10/10     3.55   0.40   57(58)   17(17)   16(16)    6( 6)    2( 2)    0       98
 33 10/11-->10/17    2.13   0.35   52(57)   18(20)   15(16)    6( 7)    1( 1)    0       92
 34 10/18-->10/24    1.84   0.35   58(57)   14(14)   25(25)    5( 5)    0( 0)    0      102
 35 10/25-->10/31    3.55   0.29   60(61)   25(25)   10(10)    3( 3)    1( 1)    0       99
 36 11/1-->11/7      1.91   0.28   72(66)   18(17)   12(11)    7( 6)    0( 0)    0      109
 37 11/8-->11/14     2.06   0.29   54(60)   19(21)   14(16)    2( 2)    1( 1)    0       90
 38 11/15-->11/21    3.39   0.36   54(59)   16(17)   16(17)    3( 3)    3( 3)    0       92
 39 11/22-->11/28    1.19   0.25   72(69)   17(16)   13(12)    3( 3)    0( 0)    0      105
 40 11/29-->12/5     1.88   0.26   72(73)   14(14)    6( 6)    6( 6)    0( 0)    0       98
 41 12/6-->12/12     1.13   0.24   62(63)   24(24)   11(11)    1( 1)    0( 0)    0       98
 42 12/13-->12/19    2.05   0.24   62(73)   13(15)    5( 6)    4( 5)    1( 1)    0       85
 43 12/20-->12/26    1.88   0.21   81(76)   14(13)    8( 7)    4( 4)    0( 0)    0      107
 44 12/27-->1/2      1.18   0.23   72(71)   15(15)   12(12)    3( 3)    0( 0)    0      102
 45 1/3-->1/9        1.78   0.21   52(70)   15(20)    5( 7)    2( 3)    0( 0)    0       74
 46 1/10-->1/16      2.18   0.18   83(86)    5( 5)    5( 5)    2( 2)    1( 1)    0       96
 47 1/17-->1/23      1.45   0.21   86(75)   18(16)    6( 5)    5( 4)    0( 0)    0      115
 48 1/24-->1/30      0.82   0.14   93(85)   13(12)    4( 4)    0( 0)    0( 0)    0      110
 49 1/31-->2/6       0.75   0.15   72(82)   13(15)    3( 3)    0( 0)    0( 0)    0       88
 50 2/7-->2/13       1.78   0.18   64(77)   13(16)    4( 5)    2( 2)    0( 0)    0       83
 51 2/14-->2/20      1.27   0.21   61(69)   18(20)    9(10)    1( 1)    0( 0)    0       89
 52 2/21-->2/27      1.74   0.29   63(64)   20(20)   10(10)    5( 5)    0( 0)    0       98
 53 2/28-->2/29      0.28   0.10   11(92)    1( 8)    0( 0)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        6.50   0.33 3513(61) 1029(17)  793(13)  335( 5)   72( 1)    0     5742
