# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3980] HUMBOLDT-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    3    0    0    0
 Sep 20   11    0    0    0
 Sep 22   16    3    1    0
 Sep 24   18    3    1    0
 Sep 26   22    5    3    0
 Sep 28   32    9    3    0
 Sep 30   41   15    7    0
 Oct 02   50   22   11    1
 Oct 04   58   28   11    1
 Oct 06   71   37   18    1
 Oct 08   73   37   20    1
 Oct 10   83   47   26    5
 Oct 12   86   58   33    5
 Oct 14   88   64   37    5
 Oct 16   92   67   39    7
 Oct 18   92   71   50   18
 Oct 20   92   75   60   20
 Oct 22   92   79   66   22
 Oct 24   92   86   77   32
 Oct 26   94   88   86   39
 Oct 28   96   90   90   45
 Oct 30   96   90   90   54
 Nov 01   96   90   90   64
 Nov 03  100  100   98   75
 Nov 05  100  100   98   83
 Nov 07  100  100   98   86
 Nov 09  100  100   98   88
 Nov 11  100  100  100   90
 Nov 13  100  100  100   94
 Nov 15  100  100  100   96
 Nov 17  100  100  100   96
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
