# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3473] GRINNELL-3-SW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.52   0.27   72(68)   13(12)   14(13)    7( 7)    0( 0)    0      106
  2 3/8-->3/14       1.77   0.27   69(70)   13(13)   13(13)    3( 3)    0( 0)    0       98
  3 3/15-->3/21      1.38   0.26   70(69)   13(13)   16(16)    3( 3)    0( 0)    0      102
  4 3/22-->3/28      1.31   0.28   72(65)   18(16)   17(15)    3( 3)    0( 0)    0      110
  5 3/29-->4/4       2.24   0.31   77(61)   27(21)   14(11)    8( 6)    1( 1)    0      127
  6 4/5-->4/11       2.48   0.31   67(62)   17(16)   17(16)    6( 6)    1( 1)    0      108
  7 4/12-->4/18      4.17   0.32   87(63)   19(14)   28(20)    3( 2)    2( 1)    0      139
  8 4/19-->4/25      2.46   0.31  103(64)   25(15)   26(16)    6( 4)    2( 1)    0      162
  9 4/26-->5/2       3.19   0.40   69(53)   27(21)   21(16)   12( 9)    2( 2)    0      131
 10 5/3-->5/9        2.01   0.32   84(59)   30(21)   21(15)    7( 5)    1( 1)    0      143
 11 5/10-->5/16      3.19   0.40   79(54)   32(22)   22(15)    8( 5)    5( 3)    0      146
 12 5/17-->5/23      2.12   0.37   71(50)   33(23)   29(20)    8( 6)    1( 1)    0      142
 13 5/24-->5/30      2.30   0.42   74(51)   32(22)   20(14)   17(12)    2( 1)    0      145
 14 5/31-->6/6       2.64   0.35   69(54)   29(23)   21(17)    7( 6)    1( 1)    0      127
 15 6/7-->6/13       3.93   0.50   72(47)   31(20)   23(15)   21(14)    5( 3)    0      152
 16 6/14-->6/20      3.52   0.42   79(58)   24(18)   15(11)   16(12)    3( 2)    0      137
 17 6/21-->6/27      3.34   0.47   59(52)   17(15)   22(19)   13(12)    2( 2)    0      113
 18 6/28-->7/4       3.39   0.55   52(47)   15(14)   22(20)   19(17)    3( 3)    0      111
 19 7/5-->7/11       3.27   0.48   62(49)   18(14)   28(22)   15(12)    3( 2)    0      126
 20 7/12-->7/18      2.23   0.44   63(54)   22(19)   13(11)   17(15)    2( 2)    0      117
 21 7/19-->7/25      3.61   0.37   68(59)   16(14)   22(19)    6( 5)    3( 3)    0      115
 22 7/26-->8/1       2.70   0.41   58(55)   17(16)   19(18)   10( 9)    2( 2)    0      106
 23 8/2-->8/8        6.92   0.44   70(59)   20(17)   15(13)    9( 8)    4( 3)    0      118
 24 8/9-->8/15       3.59   0.50   56(56)   11(11)   16(16)   13(13)    4( 4)    0      100
 25 8/16-->8/22      2.97   0.38   67(59)   15(13)   22(19)    7( 6)    2( 2)    0      113
 26 8/23-->8/29      2.85   0.56   56(50)   17(15)   16(14)   18(16)    6( 5)    0      113
 27 8/30-->9/5       3.77   0.38   58(61)   13(14)   14(15)    9( 9)    1( 1)    0       95
 28 9/6-->9/12       1.90   0.39   54(55)   17(17)   17(17)   11(11)    0( 0)    0       99
 29 9/13-->9/19      4.05   0.49   64(53)   20(17)   15(13)   16(13)    5( 4)    0      120
 30 9/20-->9/26      2.13   0.42   54(48)   27(24)   17(15)   13(12)    1( 1)    0      112
 31 9/27-->10/3      2.05   0.38   46(54)   18(21)   12(14)    8( 9)    1( 1)    0       85
 32 10/4-->10/10     4.15   0.36   53(62)   15(18)   10(12)    6( 7)    1( 1)    0       85
 33 10/11-->10/17    3.25   0.34   57(65)   15(17)   10(11)    5( 6)    1( 1)    0       88
 34 10/18-->10/24    1.86   0.38   53(56)   17(18)   14(15)   11(12)    0( 0)    0       95
 35 10/25-->10/31    1.86   0.28   65(64)   18(18)   14(14)    4( 4)    0( 0)    0      101
 36 11/1-->11/7      2.73   0.39   61(60)   16(16)   15(15)    5( 5)    4( 4)    0      101
 37 11/8-->11/14     1.50   0.27   52(66)   14(18)    8(10)    5( 6)    0( 0)    0       79
 38 11/15-->11/21    3.35   0.32   58(64)   14(16)   14(16)    2( 2)    2( 2)    0       90
 39 11/22-->11/28    1.23   0.24   58(67)   15(17)   12(14)    1( 1)    0( 0)    0       86
 40 11/29-->12/5     2.09   0.23   58(73)   12(15)    8(10)    1( 1)    1( 1)    0       80
 41 12/6-->12/12     1.17   0.21   71(73)   15(15)   10(10)    1( 1)    0( 0)    0       97
 42 12/13-->12/19    0.95   0.17   58(78)   14(19)    2( 3)    0( 0)    0( 0)    0       74
 43 12/20-->12/26    1.47   0.20   63(77)   12(15)    3( 4)    4( 5)    0( 0)    0       82
 44 12/27-->1/2      1.16   0.21   52(70)   13(18)    7( 9)    2( 3)    0( 0)    0       74
 45 1/3-->1/9        2.14   0.21   49(74)   13(20)    2( 3)    1( 2)    1( 2)    0       66
 46 1/10-->1/16      1.90   0.22   55(73)   12(16)    6( 8)    2( 3)    0( 0)    0       75
 47 1/17-->1/23      0.78   0.17   60(77)   14(18)    4( 5)    0( 0)    0( 0)    0       78
 48 1/24-->1/30      0.88   0.15   64(83)    8(10)    5( 6)    0( 0)    0( 0)    0       77
 49 1/31-->2/6       0.91   0.19   61(78)    8(10)    9(12)    0( 0)    0( 0)    0       78
 50 2/7-->2/13       1.46   0.19   58(77)   10(13)    6( 8)    1( 1)    0( 0)    0       75
 51 2/14-->2/20      0.93   0.21   58(70)   16(19)    9(11)    0( 0)    0( 0)    0       83
 52 2/21-->2/27      1.33   0.21   67(73)   14(15)    8( 9)    3( 3)    0( 0)    0       92
 53 2/28-->2/29      1.63   0.22    9(90)    0( 0)    0( 0)    1(10)    0( 0)    0       10
ANNUAL TOTALS        6.92   0.35 3341(60)  931(16)  763(13)  374( 6)   75( 1)    0     5484
