# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia7979
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  32   3  48   5  35   3  48   7  55   7  36  10  33   9  33  12  37   9  43   8  40   3  33   4
  2  30   3  52   4  40   5  41   7  45   5  38   8  38   8  31   7  46  12  46   5  40   6  29   2
  3  37   6  36   4  42   4  65   6  41   6  33   8  33  12  35   6  41  11  43   3  45   5  37   5
  4  35   3  43   4  38   3  55   4  36   4  33   9  31   8  31  13  40  12  42   6  43   3  37   4
  5  37   5  45   7  39   5  44   6  46   6  38   7  33  10  34   8  37   5  50   6  36   3  36   6
  6  36   3  33   3  43   3  46   5  41   7  38   6  30   9  29   8  33  12  39   9  35   2  40   3
  7  42   5  39   2  48   4  50   8  36   6  30   7  31   5  32   4  38   3  41   7  36   4  33   3
  8  36   5  42   6  39   4  41   3  39   4  37   7  35  12  35   8  37   6  40   4  39   5  39   3
  9  45   6  32   5  43   0  44   5  37   7  38   6  37   9  33   8  40   6  42   6  35   7  36   4
 10  39   6  36   5  41   4  45   3  42  10  33  11  38   9  39   7  43  10  41   6  36   3  39   2
 11  38   4  34   3  49   3  44   4  40   5  39  10  34   9  37  12  40  12  40   7  37   2  35   3
 12  35   3  37   5  40   3  47   1  36   8  36   5  32   8  33   9  41   6  46   8  40   4  35   4
 13  42   3  42   2  36   6  40   5  40   7  36   5  32   8  37   7  42   6  39   6  36   5  50   6
 14  36   4  36   3  42   4  43   4  36   6  36  12  33  10  33  11  39   5  40  10  40   8  36   2
 15  43   7  47   6  43   6  46   3  41   7  35   7  34   9  32  12  41  -1  51   6  36   5  42   5
 16  43   5  41   3  38   2  38   4  45   3  33  11  36  13  33   7  39   6  38   4  45   8  55   7
 17  52   7  38   7  44   4  49   4  44  12  39   7  32  12  38  13  37   9  40   5  35   5  41   3
 18  49   4  36   1  35   3  41   6  41   5  33   8  33  11  39  10  39  10  43   7  33   4  32   4
 19  38   5  37   4  39   2  50   5  44   4  41   7  35  10  32  12  38   8  35   5  38   3  44   5
 20  36   4  36   4  35   5  41   7  40  10  34   4  36   5  31  11  41   7  45   4  32   4  35   8
 21  38   3  43   4  38   5  46   6  37   6  34   9  29   7  33   7  41   6  41   6  44   5  41   6
 22  47   2  46   3  34   3  46   3  37   7  35  10  35   5  35  10  39   9  44   6  38   5  33   5
 23  34   2  44   6  48   3  49   5  40   6  37   5  34   4  35   6  44   4  40   5  32   3  40   5
 24  43   3  41   4  50   6  41   9  38   8  33   8  34   9  34   6  40  10  37   3  31   4  43   3
 25  38   3  46   4  49   5  39   5  38   5  36  11  37  11  39   8  39   7  41   1  36   3  45   3
 26  37   4  47   6  42   7  40   8  42   6  33   8  34  11  36   6  41   8  44   8  48   6  39   6
 27  39   2  38   2  44   5  43   6  32   6  38   7  33  10  36   8  42  10  43   7  35   4  38   6
 28  50   8  36   3  50   5  40   2  38   4  39  13  34   5  32   6  42   7  46   5  39   4  46   5
 29  40   6  40   8  43   7  44   7  38   2  34   7  44  12  35   9  38   7  47   6  37   2  38   4
 30  40   7  **  **  45   6  41   2  42   5  31   6  32  11  36   8  43   5  46   5  38   4  35   3
 31  41   4  **  **  53   3  **  **  33-149  **  **  34   7  35   9  **  **  43   5  **  **  39   4
