# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia0241   BASE TEMP=26
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          10    31 304          197
   1952   4    11 102          10     6 280          178
   1953   4    20 110          10    27 300          190
   1954   4     8  98          10    31 304          206
   1955   3    29  88          10    15 288          200
   1956   4    24 115          11     8 313          198
   1957   4    14 104          10    25 298          194
   1958   4    29 119          11     6 310          191
   1959   3    28  87          11     5 309          222
   1960   4    10 101          10    19 293          192
   1961   4    18 108          11     3 307          199
   1962   4    16 106          10    25 298          192
   1963   3    21  80          10    29 302          222
   1964   3    30  90          10     9 283          193
   1965   3    30  89          10    24 297          208
   1966   4    21 111          11     2 306          195
   1967   4    24 114          10    11 284          170
   1968   4     6  97          10     4 278          181
   1969   4     1  91          10    27 300          209
   1970   4     4  94          10    16 289          195
   1971   4    14 104          11     4 308          204
   1972   4     8  99          10    15 289          190
   1973   4    11 101          11     5 309          208
   1974   4     8  98          10     2 275          177
   1975   4     5  95          11    13 317          222
   1976   4    12 103          10    16 290          187
   1977   4     6  96          11    11 315          219
   1978   3    26  85          11    14 318          233
   1979   4     6  96          10    14 287          191
   1980   3    25  85          10    28 302          217
   1981   3    20  79          10    22 295          216
   1982   4    11 101          10    22 295          194
   1983   4    19 109          11    17 321          212
   1984   3    31  91          10    29 303          212
   1985   4     9  99          11     4 308          209
   1986   3    27  86          11     9 313          227
   1987   4     4  94          10    11 284          190
   1988   3    30  90          10    22 296          206
   1989   4    13 103          10    20 293          190
   1990   4    17 107          10    19 292          185
   1991   3    31  90          10    19 292          202
   1992   4    13 104          10    17 291          187
   1993   4     5  95          10    29 302          207
   1994   4     8  98          10    26 299          201
   1995   4     5  95          10    22 295          200
   1996   4    23 114          10    31 305          191
   1997   4    18 108          10    22 295          187
   1998   3    25  84          11     5 309          225
   1999   3    27  86          10    20 293          207
   2000   4    13 104          10     7 281          177
   2001   3    28  87          10    27 300          213
   2002   4     5  95          10    20 293          198
   2003   4    10 100          10     2 275          175
   2004   4    14 105          11    12 317          212
             MEAN= 98              MEAN=298     MEAN=200
