Program,Year,Period,Week Ending,Geo Level,State,State Fips,Ag District,Ag District Code,County,County Code,Zip Code,Region,Watershed,Data Item,Domain,Domain Category,Value
SURVEY,2013,WEEK #15,2013-04-14,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,0
SURVEY,2013,WEEK #16,2013-04-21,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,0
SURVEY,2013,WEEK #17,2013-04-28,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,2
SURVEY,2013,WEEK #18,2013-05-05,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,8
SURVEY,2013,WEEK #19,2013-05-12,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,15
SURVEY,2013,WEEK #20,2013-05-19,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,71
SURVEY,2012,WEEK #13,2012-04-01,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,0
SURVEY,2012,WEEK #14,2012-04-08,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,1
SURVEY,2012,WEEK #15,2012-04-15,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,5
SURVEY,2012,WEEK #16,2012-04-22,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,9
SURVEY,2012,WEEK #17,2012-04-29,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,50
SURVEY,2012,WEEK #18,2012-05-06,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,64
SURVEY,2012,WEEK #19,2012-05-13,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,90
SURVEY,2012,WEEK #20,2012-05-20,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,98
SURVEY,2011,WEEK #15,2011-04-17,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,2
SURVEY,2011,WEEK #16,2011-04-24,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,3
SURVEY,2011,WEEK #17,2011-05-01,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,8
SURVEY,2011,WEEK #18,2011-05-08,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,69
SURVEY,2011,WEEK #19,2011-05-15,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,92
SURVEY,2011,WEEK #20,2011-05-22,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,98
SURVEY,2011,WEEK #21,2011-05-29,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,99
SURVEY,2011,WEEK #22,2011-06-05,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,99
SURVEY,2011,WEEK #23,2011-06-12,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,100
SURVEY,2010,WEEK #14,2010-04-11,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,1
SURVEY,2010,WEEK #15,2010-04-18,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,19
SURVEY,2010,WEEK #16,2010-04-25,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,68
SURVEY,2010,WEEK #17,2010-05-02,STATE,IOWA,19,,,,,,,,CORN - PROGRESS, PLANTED, MEASURED IN PCT,TOTAL,NOT SPECIFIED,84
