 
 THIS IS FOR STATION NUMBER 9132 1951-> 1999
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.30   0.40  54(66) 17(20)  6( 7)  4( 4)  0( 0)   28       81
  2 3/8-->3/14       2.26   0.49  42(58) 14(19) 12(16)  3( 4)  1( 1)   28       72
  3 3/15-->3/21      1.40   0.31  40(63) 13(20)  9(14)  1( 1)  0( 0)   28       63
  4 3/22-->3/28      1.55   0.43  47(64) 12(16) 10(13)  4( 5)  0( 0)   28       73
  5 3/29-->4/4       1.80   0.65  53(56) 22(23) 12(12)  7( 7)  0( 0)   28       94
  6 4/5-->4/11       1.83   0.53  42(57) 12(16) 13(17)  6( 8)  0( 0)   28       73
  7 4/12-->4/18      3.44   0.78  54(50) 27(25) 21(19)  2( 1)  2( 1)   28      106
  8 4/19-->4/25      2.16   0.83  52(49) 26(24) 19(17)  7( 6)  2( 1)   24      106
  9 4/26-->5/2       3.22   0.94  57(51) 25(22) 16(14) 12(10)  1( 0)   21      111
 10 5/3-->5/9        1.60   0.86  60(54) 19(17) 21(19) 10( 9)  0( 0)   19      110
 11 5/10-->5/16      3.15   0.84  52(50) 18(17) 26(25)  7( 6)  1( 0)   13      104
 12 5/17-->5/23      1.74   0.87  53(45) 34(29) 22(18)  7( 6)  0( 0)    7      116
 13 5/24-->5/30      2.65   1.14  52(42) 29(23) 27(22) 11( 9)  3( 2)    7      122
 14 5/31-->6/6       2.16   0.81  57(54) 19(18) 21(20)  7( 6)  1( 0)    8      105
 15 6/7-->6/13       4.55   1.25  61(51) 21(17) 17(14) 15(12)  4( 3)    7      118
 16 6/14-->6/20      2.46   1.06  51(48) 18(17) 19(18) 15(14)  2( 1)    7      105
 17 6/21-->6/27      5.25   1.01  45(46) 22(22) 18(18)  8( 8)  4( 4)    7       97
 18 6/28-->7/4       3.96   1.11  47(48) 15(15) 17(17) 12(12)  5( 5)    7       96
 19 7/5-->7/11       2.79   0.96  39(42) 16(17) 21(23) 13(14)  2( 2)    7       91
 20 7/12-->7/18      3.35   1.00  47(46) 16(15) 27(26)  8( 7)  3( 2)    0      101
 21 7/19-->7/25      2.27   0.66  55(59) 16(17) 16(17)  5( 5)  1( 1)    1       93
 22 7/26-->8/1       2.28   0.82  43(45) 22(23) 17(18) 11(11)  1( 1)    4       94
 23 8/2-->8/8        3.48   0.97  55(52) 24(22) 12(11)  8( 7)  6( 5)    3      105
 24 8/9-->8/15       3.92   0.84  50(51) 25(25) 12(12)  7( 7)  3( 3)    0       97
 25 8/16-->8/22      2.86   0.77  43(48) 21(23) 15(17)  5( 5)  4( 4)    0       88
 26 8/23-->8/29      4.70   1.04  46(51) 15(16) 13(14) 10(11)  6( 6)    0       90
 27 8/30-->9/5       2.46   0.89  44(46) 18(18) 20(21) 12(12)  1( 1)   10       95
 28 9/6-->9/12       4.31   0.84  37(45) 19(23) 13(16)  7( 8)  5( 6)   14       81
 29 9/13-->9/19      4.99   0.91  41(44) 23(25) 16(17)  9( 9)  3( 3)   14       92
 30 9/20-->9/26      1.91   0.74  52(55) 15(16) 14(15) 12(12)  0( 0)   14       93
 31 9/27-->10/3      1.78   0.52  36(50) 16(22) 16(22)  3( 4)  0( 0)   11       71
 32 10/4-->10/10     1.73   0.56  38(51) 18(24) 13(17)  5( 6)  0( 0)    8       74
 33 10/11-->10/17    2.43   0.43  31(52) 15(25)  6(10)  6(10)  1( 1)    7       59
 34 10/18-->10/24    3.08   0.64  33(47) 17(24) 11(15)  7(10)  1( 1)    7       69
 35 10/25-->10/31    2.77   0.48  36(54) 12(18) 14(21)  3( 4)  1( 1)    7       66
 36 11/1-->11/7      1.54   0.55  40(54) 14(18) 12(16)  8(10)  0( 0)    7       74
 37 11/8-->11/14     1.72   0.39  44(64) 12(17)  8(11)  4( 5)  0( 0)    7       68
 38 11/15-->11/21    3.22   0.51  41(60) 11(16) 10(14)  5( 7)  1( 1)    7       68
 39 11/22-->11/28    1.16   0.29  42(72)  3( 5) 11(18)  2( 3)  0( 0)    8       58
 40 11/29-->12/5     1.24   0.27  42(71)  8(13)  7(11)  2( 3)  0( 0)   12       59
 41 12/6-->12/12     1.12   0.22  46(77)  7(11)  5( 8)  1( 1)  0( 0)   16       59
 42 12/13-->12/19    0.94   0.22  39(76)  5( 9)  7(13)  0( 0)  0( 0)   16       51
 43 12/20-->12/26    1.21   0.17  36(76)  8(17)  2( 4)  1( 2)  0( 0)   16       47
 44 12/27-->1/2      1.55   0.22  39(73)  9(16)  4( 7)  1( 1)  0( 0)   16       53
 45 1/3-->1/9        1.12   0.18  37(77)  6(12)  3( 6)  2( 4)  0( 0)   14       48
 46 1/10-->1/16      2.96   0.22  35(77)  4( 8)  4( 8)  1( 2)  1( 2)   14       45
 47 1/17-->1/23      0.56   0.19  50(78) 11(17)  3( 4)  0( 0)  0( 0)   15       64
 48 1/24-->1/30      1.53   0.20  50(84)  4( 6)  4( 6)  1( 1)  0( 0)   14       59
 49 1/31-->2/6       1.59   0.19  42(79)  9(16)  1( 1)  1( 1)  0( 0)   22       53
 50 2/7-->2/13       0.43   0.16  45(81) 10(18)  0( 0)  0( 0)  0( 0)   21       55
 51 2/14-->2/20      1.58   0.32  42(66) 10(15) 10(15)  1( 1)  0( 0)   22       63
 52 2/21-->2/27      1.34   0.29  50(79)  6( 9)  4( 6)  3( 4)  0( 0)   21       63
 53 2/28-->2/29      0.53   0.03   8(80)  1(10)  1(10)  0( 0)  0( 0)    4       10
 ANNUAL TOTALS       5.25   2373(56)809(19)658(15)302( 7) 66( 1)  682     4208
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->1999 FOR STATION NUMBER 9132
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   0.89 0.98 1.95 3.19 4.06 4.56 3.85 4.03 3.53 2.23 1.82 0.94 32.03  <-- PRECIP
  
   20.6 26.6 37.2 51.3 62.5 71.7 76.2 74.1 65.4 54.2 38.9 26.3  55.0  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   6     21  1952     5.25
   9     15  1992     4.99
   8     28  1977     4.70
   6      9  1974     4.55
   9     12  1961     4.31
   6      8  1981     4.06
   6     30  1959     3.96
   8     26  1977     4.02
   8     15  1952     3.92
   8      8  1970     3.48
   4     18  1976     3.44
   8     12  1976     3.27
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  9132
               MARCH                       APRIL  
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     84     35     29     23    296    166    139    118
 1952     98     49     40     34    409    261    232    208
 1953    160     77     60     45    275    151    127    104
 1954    114     41     28     19    494    320    282    247
 1955    163     90     75     61    535    354    316    282
 1956    165     78     65     54    377    247    222    197
 1957    143     62     51     41    380    237    207    182
 1958     80     28     19     12    378    223    190    159
 1959    133     64     51     41    356    217    188    162
 1960     27      8      6      4    415    259    228    199
 1961    117     46     36     28    264    152    131    112
 1962     88     38     31     25    369    228    198    172
 1963    199    120    106     92    433    272    237    203
 1964    123     60     48     37    402    249    216    188
 1965     15      3      2      1    335    201    173    146
 1966    238    138    117     97    289    164    138    115
 1967    247    157    137    118    413    252    218    189
 1968    295    187    164    143    428    262    228    197
 1969     68     34     27     20    397    245    211    181
 1970     61     18     13      8    420    270    239    211
 1971    117     63     52     44    433    282    250    220
 1972    166     89     75     64    368    228    199    172
 1973    178     62     46     32    348    206    177    150
 1974    192    108     90     75    388    246    215    186
 1975     55     23     18     13    265    146    126    108
 1976    155     84     69     58    422    267    231    198
 1977    207    113     96     81    487    325    292    261
 1978    122     69     58     49    332    193    165    139
 1979     98     44     35     28    281    158    136    116
 1980    120     53     41     31    407    263    234    208
 1981    264    145    121     98    569    392    353    316
 1982    146     59     46     35    345    222    196    172
 1983    157     83     71     60    238    135    117    100
 1984     52      6      2      0    310    167    137    112
 1985    216    112     92     73    549    372    337    303
 1986    287    178    156    137    491    321    285    249
 1987    255    143    124    106    511    344    312    282
 1988    256    158    137    117    411    267    235    205
 1989    200    125    108     92    473    314    279    246
 1990    231    128    107     89    408    254    221    189
 1991    254    151    130    112    429    263    228    194
 1992    242    121    101     83    331    193    168    147
 1993     94     37     29     23    289    162    138    117
 1994    230    134    115     97    430    287    258    229
 1995    214    124    105     87    304    179    151    126
 1996    135     62     51     40    382    246    218    191
 1997    223    118     98     80    306    187    161    137
 1998    113     66     58     50    321    185    157    130
 1999    153     78     63     50    329    188    161    136
     ****************************  *************************** 
 MEAN  158.3   83.4   69.6   57.6  384.4  239.5  209.6  182.1
 STDV   71.1   47.6   42.2   37.0   78.6   62.3   58.3   54.3
 
               MAY                         JUNE   
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    719    504    453    404    788    555    498    442
 1952    670    456    408    364   1017    778    719    660
 1953    638    435    391    349    991    755    696    637
 1954    532    359    319    281    972    735    679    623
 1955    724    500    453    407    817    589    536    486
 1956    730    518    473    429    982    747    690    633
 1957    597    384    340    299    868    631    574    517
 1958    714    511    463    419    822    584    529    477
 1959    719    495    441    391    915    676    618    562
 1960    643    429    379    333    838    600    542    486
 1961    547    353    312    274    844    611    558    507
 1962    862    627    570    517    861    623    567    512
 1963    656    435    384    337    977    737    677    620
 1964    793    558    506    458    887    653    596    541
 1965    791    571    518    466    862    624    567    513
 1966    570    386    348    313    857    623    566    511
 1967    550    365    325    285    859    625    568    511
 1968    548    357    315    276    933    694    637    581
 1969    696    479    430    383    771    548    497    447
 1970    784    559    507    456    887    649    593    539
 1971    562    367    323    283   1007    767    707    648
 1972    653    433    388    347    848    615    561    508
 1973    606    399    350    308    921    682    624    568
 1974    561    359    316    275    764    529    474    426
 1975    683    474    429    388    857    620    563    508
 1976    526    346    306    270    809    576    522    473
 1977    798    566    512    462    862    627    572    519
 1978    612    411    368    326    887    653    600    549
 1979    634    438    396    357    854    623    568    515
 1980    703    501    457    416    877    643    589    537
 1981    614    419    377    337    914    676    618    562
 1982    728    485    430    377    758    535    484    435
 1983    573    373    332    295    952    715    657    601
 1984    589    380    335    293    966    726    666    606
 1985    761    523    470    421    820    584    531    478
 1986    714    480    429    381    984    744    684    625
 1987    807    575    523    474    967    729    670    612
 1988    817    581    526    475    997    764    707    651
 1989    677    468    419    375    855    619    563    510
 1990    571    363    320    277    940    700    642    584
 1991    816    589    535    482    985    745    685    626
 1992    679    473    427    382    845    611    556    501
 1993    650    420    370    325    856    619    563    508
 1994    673    461    413    370    932    692    633    574
 1995    547    331    288    247    880    640    581    524
 1996    587    369    320    276    899    662    604    546
 1997    533    342    302    264    895    656    597    542
 1998    770    532    478    425    787    561    508    456
 1999    618    393    344    299    875    637    579    522
     ****************************  *************************** 
 MEAN  664.5  451.9  404.7  360.4  888.8  653.0  596.4  541.4
 STDV   91.5   78.9   75.0   71.1   68.4   65.8   64.1   61.8
 
               JULY                        AUGUST 
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1022    774    712    651   1012    764    702    642
 1952   1062    814    752    691    967    719    658    600
 1953   1065    817    755    694   1013    765    703    644
