 
 THIS IS FOR STATION NUMBER 6200 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.05   0.40  58(67) 12(13) 15(17)  1( 1)  0( 0)    7       86
  2 3/8-->3/14       1.40   0.46  56(65) 14(16) 13(15)  3( 3)  0( 0)    7       86
  3 3/15-->3/21      0.63   0.36  53(63) 20(24) 10(12)  0( 0)  0( 0)    7       83
  4 3/22-->3/28      1.31   0.47  45(55) 19(23) 16(19)  1( 1)  0( 0)    9       81
  5 3/29-->4/4       2.01   0.66  53(51) 23(22) 23(22)  2( 1)  1( 0)   12      102
  6 4/5-->4/11       1.80   0.48  58(63) 19(20) 12(13)  3( 3)  0( 0)   17       92
  7 4/12-->4/18      2.38   0.87  57(51) 21(19) 22(20)  7( 6)  3( 2)   14      110
  8 4/19-->4/25      2.23   0.86  58(49) 30(25) 23(19)  6( 5)  1( 0)   14      118
  9 4/26-->5/2       2.01   0.90  69(53) 30(23) 18(14) 10( 7)  1( 0)   12      128
 10 5/3-->5/9        3.10   0.96  74(56) 28(21) 15(11) 12( 9)  1( 0)    7      130
 11 5/10-->5/16      4.38   0.98  71(56) 24(19) 20(15)  9( 7)  2( 1)    7      126
 12 5/17-->5/23      2.10   0.80  64(53) 29(24) 20(16)  6( 5)  1( 0)    7      120
 13 5/24-->5/30      1.97   0.95  84(59) 26(18) 20(14) 11( 7)  0( 0)    7      141
 14 5/31-->6/6       3.11   0.77  59(54) 22(20) 20(18)  5( 4)  2( 1)   13      108
 15 6/7-->6/13       3.52   1.23  56(45) 21(17) 27(22) 15(12)  3( 2)   15      122
 16 6/14-->6/20      2.82   1.00  57(47) 29(23) 25(20)  9( 7)  1( 0)   14      121
 17 6/21-->6/27      2.90   1.17  58(49) 22(18) 16(13) 18(15)  4( 3)   14      118
 18 6/28-->7/4       2.20   0.90  65(58) 17(15) 13(11) 14(12)  2( 1)   14      111
 19 7/5-->7/11       3.60   1.03  50(47) 14(13) 27(25) 11(10)  3( 2)   14      105
 20 7/12-->7/18      1.96   0.93  46(45) 15(14) 29(28) 11(10)  0( 0)   14      101
 21 7/19-->7/25      4.63   0.86  56(53) 19(18) 19(18)  8( 7)  2( 1)   14      104
 22 7/26-->8/1       3.30   0.98  46(48) 17(17) 19(20)  8( 8)  5( 5)   12       95
 23 8/2-->8/8        2.56   1.07  61(50) 24(20) 18(15) 14(11)  3( 2)    0      120
 24 8/9-->8/15       2.64   0.66  46(57) 13(16) 11(13)  8(10)  2( 2)    0       80
 25 8/16-->8/22      4.44   1.12  56(50) 16(14) 21(18) 16(14)  3( 2)    0      112
 26 8/23-->8/29      3.34   1.13  40(41) 19(19) 19(19) 12(12)  7( 7)    0       97
 27 8/30-->9/5       6.38   0.87  38(45) 19(22) 16(19)  8( 9)  3( 3)   10       84
 28 9/6-->9/12       7.19   0.66  45(59) 14(18)  9(11)  7( 9)  1( 1)   14       76
 29 9/13-->9/19      2.56   0.82  44(46) 22(23) 19(20)  8( 8)  2( 2)   14       95
 30 9/20-->9/26      3.22   0.98  55(49) 22(19) 20(18) 13(11)  1( 0)   14      111
 31 9/27-->10/3      3.35   0.55  44(54) 18(22) 14(17)  4( 4)  1( 1)   11       81
 32 10/4-->10/10     1.79   0.60  51(59) 14(16) 12(13)  9(10)  0( 0)    7       86
 33 10/11-->10/17    2.26   0.54  49(59) 17(20) 12(14)  4( 4)  1( 1)    7       83
 34 10/18-->10/24    1.80   0.54  52(57) 21(23) 11(12)  6( 6)  0( 0)    7       90
 35 10/25-->10/31    1.94   0.52  38(48) 23(29) 13(16)  5( 6)  0( 0)    7       79
 36 11/1-->11/7      1.62   0.49  52(65) 12(15)  7( 8)  8(10)  0( 0)    0       79
 37 11/8-->11/14     1.89   0.36  58(69) 12(14) 11(13)  2( 2)  0( 0)    0       83
 38 11/15-->11/21    2.10   0.53  49(59) 15(18) 12(14)  5( 6)  1( 1)    1       82
 39 11/22-->11/28    1.45   0.40  52(64) 17(20) 10(12)  2( 2)  0( 0)    0       81
 40 11/29-->12/5     1.32   0.33  63(77)  9(11)  7( 8)  2( 2)  0( 0)    0       81
 41 12/6-->12/12     0.89   0.36  40(57) 17(24) 12(17)  0( 0)  0( 0)    0       69
 42 12/13-->12/19    1.16   0.26  47(71) 14(21)  4( 6)  1( 1)  0( 0)    0       66
 43 12/20-->12/26    0.80   0.28  46(66) 16(23)  7(10)  0( 0)  0( 0)    2       69
 44 12/27-->1/2      0.88   0.34  45(63) 17(23)  9(12)  0( 0)  0( 0)    3       71
 45 1/3-->1/9        0.79   0.19  46(77)  8(13)  5( 8)  0( 0)  0( 0)    9       59
 46 1/10-->1/16      0.96   0.22  50(79)  8(12)  5( 7)  0( 0)  0( 0)    9       63
 47 1/17-->1/23      0.71   0.23  51(76) 12(17)  4( 5)  0( 0)  0( 0)   10       67
 48 1/24-->1/30      0.88   0.23  54(79) 10(14)  4( 5)  0( 0)  0( 0)    8       68
 49 1/31-->2/6       1.00   0.24  54(79)  8(11)  5( 7)  1( 1)  0( 0)    7       68
 50 2/7-->2/13       1.26   0.20  41(78)  5( 9)  4( 7)  2( 3)  0( 0)    7       52
 51 2/14-->2/20      1.46   0.25  38(67) 12(21)  5( 8)  1( 1)  0( 0)    8       56
 52 2/21-->2/27      1.30   0.33  46(70)  7(10)  9(13)  3( 4)  0( 0)    8       65
 53 2/28-->2/29      0.95   0.04   6(75)  1(12)  1(12)  0( 0)  0( 0)    1        8
 ANNUAL TOTALS       7.19   2750(57)913(19)738(15)311( 6) 57( 1)  415     4769
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->2000 FOR STATION NUMBER 6200
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   0.99 1.05 1.96 3.29 4.11 4.41 4.14 4.46 3.31 2.39 1.85 1.37 33.32  <-- PRECIP
  
   16.1 22.3 33.7 48.3 60.4 69.8 73.6 71.5 63.1 51.7 35.7 22.1  51.9  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   9      7  1989     7.19
   8     31  1981     6.38
   7     19  1963     4.63
   8     21  1966     4.44
   5     16  1999     4.38
   7      8  1951     3.60
   6      9  1963     3.52
   7     20  1999     3.51
   9     30  1961     3.35
   7     28  1976     3.30
   8     29  1979     3.34
   9     25  1981     3.22
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  6200
               MARCH                       APRIL  
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951      8      0      0      0    217    107     89     72
 1952     63     30     26     23    350    226    201    180
 1953    100     34     24     15    151     63     49     36
 1954     68     20     14      8    413    250    218    189
 1955    103     45     33     24    462    294    259    228
 1956     57     18     11      6    267    155    130    106
 1957     89     28     20     14    351    208    180    157
 1958     56     14      8      4    319    183    154    129
 1959     53     17     13     10    302    167    142    119
 1960     14      0      0      0    354    221    193    169
 1961     55     26     21     16    200    100     82     66
 1962     38     18     16     14    286    174    152    131
 1963    158     98     85     73    377    228    193    164
 1964     61     16      9      5    305    175    151    127
 1965      5      0      0      0    248    133    114     96
 1966    173     82     64     48    218    107     86     67
 1967    147     80     66     54    338    193    162    131
 1968    235    141    123    106    385    242    210    180
 1969     47     20     16     12    348    197    166    135
 1970     35      3      2      1    348    218    191    167
 1971     51     24     20     16    367    235    204    177
 1972     65     24     18     14    261    143    120     97
 1973    187     80     61     47    261    146    123    100
 1974     75     26     21     16    353    208    178    148
 1975     16      0      0      0    204    112     94     77
 1976    147     77     67     57    386    236    200    166
 1977    216    114     93     76    523    357    321    288
 1978     80     40     32     27    298    165    137    112
 1979     49     12      7      3    225    113     94     77
 1980     59     17     10      5    343    215    188    165
 1981    178     87     71     57    426    260    226    193
 1982     74     22     17     12    259    144    122    100
 1983    105     50     39     32    201    106     91     78
 1984     25      0      0      0    266    137    109     84
 1985    141     55     41     29    454    300    268    238
 1986    156     90     78     67    379    236    204    174
 1987    141     70     58     47    412    262    233    206
 1988    117     50     38     28    302    180    154    131
 1989    100     58     50     42    294    160    135    110
 1990    164     73     59     48    330    200    173    148
 1991    135     69     57     46    355    201    171    143
 1992    124     50     38     26    240    131    111     92
 1993     26      6      4      3    221    107     87     71
 1994    106     49     41     33    317    198    173    149
 1995    159     82     68     56    204    104     82     63
 1996     75     25     18     13    250    144    124    105
 1997    109     47     37     30    255    151    127    106
 1998    113     63     54     47    318    175    145    120
 1999    126     57     46     36    311    162    132    107
 2000    221    121    100     85    320    188    164    144
     ****************************  ******************* ******** 
 MEAN   98.4   44.8   36.1   28.9  311.7  182.5  156.4  132.6
 STDV   58.3   34.7   29.7   25.4   77.5   59.3   54.6   50.3
 
               MAY                         JUNE   
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    687    470    422    377    717    492    439    392
 1952    526    329    286    245    883    648    593    542
 1953    523    336    299    265    830    594    538    485
 1954    473    304    268    234    938    703    647    592
 1955    682    470    426    383    775    544    491    438
 1956    591    394    351    312    908    676    621    566
 1957    549    345    300    262    822    588    532    476
 1958    616    422    380    339    707    477    426    378
 1959    700    486    436    388    882    643    585    529
 1960    595    388    341    295    758    526    472    420
 1961    520    333    296    260    830    601    549    502
 1962    726    503    451    400    810    575    520    467
 1963    594    385    343    302    899    663    606    550
 1964    706    482    434    390    832    602    548    496
 1965    705    495    448    402    800    565    511    458
 1966    485    318    286    255    844    609    553    499
 1967    511    322    283    247    853    618    562    508
 1968    495    304    267    236    874    637    582    527
 1969    652    437    390    345    703    479    427    379
 1970    675    466    417    370    840    604    547    492
 1971    515    320    280    245    958    718    659    601
 1972    661    446    399    355    825    590    537    485
 1973    500    306    265    227    858    620    562    508
 1974    472    288    250    215    711    480    430    384
 1975    673    459    413    369    842    605    553    501
 1976    559    365    325    286    846    612    557    505
 1977    854    620    565    511    891    655    597    541
 1978    642    435    388    341    874    639    586    534
 1979    619    421    378    338    849    612    557    505
 1980    668    461    416    373    866    629    574    520
 1981    565    371    328    289    847    607    547    490
 1982    713    481    428    375    723    490    440    394
 1983    489    292    251    216    895    663    610    557
 1984    519    329    291    256    920    682    623    564
 1985    727    500    449    400    786    555    502    452
 1986    625    403    353    305    856    617    559    503
 1987    728    506    456    409    924    687    629    572
 1988    748    525    477    433    904    666    609    557
 1989    585    390    346    307    827    593    537    486
 1990    492    299    257    219    858    624    567    511
 1991    737    518    468    421    977    737    677    617
 1992    612    411    366    325    812    577    520    465
 1993    571    366    320    276    778    546    490    436
 1994    619    419    375    332    886    653    597    541
 1995    517    312    272    235    890    650    591    534
 1996    482    279    240    204    832    593    534    477
 1997    437    262    226    193    879    639    580    522
 1998    761    518    462    411    780    549    495    441
 1999    639    412    363    316    857    620    563    508
 2000    662    441    389    340    799    563    509    455
     ****************************  ******************* ******** 
 MEAN  608.3  403.1  358.6  316.8  841.4  606.5  551.1  497.4
 STDV   95.9   82.1   77.5   72.6   63.4   61.0   59.2   57.0
 
               JULY                        AUGUST 
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
