 
 THIS IS FOR STATION NUMBER 3517 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.46   0.36  63(75)  9(10)  9(10)  2( 2)  0( 0)    7       83
  2 3/8-->3/14       1.21   0.39  66(68) 22(22)  7( 7)  1( 1)  0( 0)    7       96
  3 3/15-->3/21      1.30   0.39  57(67) 16(18) 11(12)  1( 1)  0( 0)    7       85
  4 3/22-->3/28      1.30   0.48  62(64) 16(16) 16(16)  2( 2)  0( 0)    8       96
  5 3/29-->4/4       2.93   0.71  82(65) 20(16) 19(15)  2( 1)  2( 1)    3      125
  6 4/5-->4/11       1.65   0.59  72(65) 17(15) 15(13)  6( 5)  0( 0)    0      110
  7 4/12-->4/18      1.96   0.75  73(58) 29(23) 18(14)  5( 4)  0( 0)    0      125
  8 4/19-->4/25      2.13   0.85  75(55) 36(26) 18(13)  6( 4)  1( 0)    0      136
  9 4/26-->5/2       2.30   0.84  74(57) 27(21) 20(15)  5( 3)  2( 1)    1      128
 10 5/3-->5/9        1.70   0.76  69(54) 30(23) 21(16)  6( 4)  0( 0)    0      126
 11 5/10-->5/16      2.18   0.80  69(55) 28(22) 19(15)  7( 5)  1( 0)    1      124
 12 5/17-->5/23      3.30   0.90  76(60) 20(16) 15(12) 13(10)  1( 0)    0      125
 13 5/24-->5/30      2.74   1.03  71(52) 30(22) 25(18)  8( 5)  2( 1)    0      136
 14 5/31-->6/6       1.65   0.67  50(50) 28(28) 15(15)  7( 7)  0( 0)    6      100
 15 6/7-->6/13       2.21   1.02  66(50) 22(16) 30(23) 10( 7)  2( 1)    7      130
 16 6/14-->6/20      4.50   1.19  65(52) 21(16) 18(14) 18(14)  3( 2)    7      125
 17 6/21-->6/27      3.44   1.16  59(50) 15(12) 28(23)  9( 7)  6( 5)    7      117
 18 6/28-->7/4       3.10   0.81  55(48) 29(25) 23(20)  5( 4)  1( 0)    3      113
 19 7/5-->7/11       3.21   0.91  48(46) 27(26) 16(15) 10( 9)  2( 1)    0      103
 20 7/12-->7/18      5.70   1.22  43(42) 18(17) 22(21) 11(10)  7( 6)    0      101
 21 7/19-->7/25      2.26   0.84  67(56) 21(17) 19(16)  9( 7)  2( 1)    0      118
 22 7/26-->8/1       4.04   0.99  42(43) 21(21) 23(23)  7( 7)  3( 3)    0       96
 23 8/2-->8/8        2.73   1.17  60(49) 25(20) 18(14) 12( 9)  6( 4)    0      121
 24 8/9-->8/15       1.80   0.62  56(59) 19(20) 13(13)  6( 6)  0( 0)    0       94
 25 8/16-->8/22      2.78   0.99  65(60) 13(12) 15(13)  9( 8)  6( 5)    0      108
 26 8/23-->8/29      2.71   0.84  47(47) 16(16) 24(24) 10(10)  2( 2)    0       99
 27 8/30-->9/5       2.40   0.66  63(66) 10(10) 12(12)  8( 8)  2( 2)    5       95
 28 9/6-->9/12       1.63   0.54  51(62)  7( 8) 17(20)  6( 7)  0( 0)    7       81
 29 9/13-->9/19      4.32   0.79  72(63) 18(15) 14(12)  7( 6)  2( 1)    8      113
 30 9/20-->9/26      2.06   0.81  68(57) 22(18) 20(16)  6( 5)  2( 1)    7      118
 31 9/27-->10/3      1.79   0.50  58(65) 13(14) 10(11)  7( 7)  0( 0)    4       88
 32 10/4-->10/10     2.04   0.58  57(60) 19(20) 15(15)  3( 3)  1( 1)    0       95
 33 10/11-->10/17    1.67   0.45  58(69) 10(11)  9(10)  7( 8)  0( 0)    0       84
 34 10/18-->10/24    1.30   0.57  50(53) 23(24) 16(17)  5( 5)  0( 0)    0       94
 35 10/25-->10/31    1.39   0.48  48(56) 22(25) 12(14)  3( 3)  0( 0)    0       85
 36 11/1-->11/7      1.76   0.57  63(67) 13(13)  9( 9)  9( 9)  0( 0)    7       94
 37 11/8-->11/14     1.59   0.33  58(71) 13(16)  8( 9)  2( 2)  0( 0)    7       81
 38 11/15-->11/21    1.77   0.53  69(68) 16(15) 10( 9)  6( 5)  0( 0)    7      101
 39 11/22-->11/28    1.75   0.40  61(67) 24(26)  4( 4)  2( 2)  0( 0)    7       91
 40 11/29-->12/5     1.34   0.29  68(77) 14(15)  5( 5)  1( 1)  0( 0)    2       88
 41 12/6-->12/12     1.06   0.28  62(77) 10(12)  7( 8)  1( 1)  0( 0)    0       80
 42 12/13-->12/19    1.08   0.28  62(75) 13(15)  6( 7)  1( 1)  0( 0)    0       82
 43 12/20-->12/26    1.27   0.25  80(83) 13(13)  2( 2)  1( 1)  0( 0)    0       96
 44 12/27-->1/2      0.90   0.30  58(75)  9(11) 10(12)  0( 0)  0( 0)    1       77
 45 1/3-->1/9        0.75   0.21  59(80)  9(12)  5( 6)  0( 0)  0( 0)    0       73
 46 1/10-->1/16      0.80   0.20  65(85)  5( 6)  6( 7)  0( 0)  0( 0)    0       76
 47 1/17-->1/23      1.03   0.25  78(83) 13(13)  1( 1)  1( 1)  0( 0)    2       93
 48 1/24-->1/30      0.87   0.22  87(88)  8( 8)  3( 3)  0( 0)  0( 0)    1       98
 49 1/31-->2/6       1.22   0.21  65(91)  2( 2)  3( 4)  1( 1)  0( 0)    1       71
 50 2/7-->2/13       0.85   0.16  56(88)  4( 6)  3( 4)  0( 0)  0( 0)    0       63
 51 2/14-->2/20      1.15   0.27  55(76) 10(13)  6( 8)  1( 1)  0( 0)    0       72
 52 2/21-->2/27      1.02   0.36  57(67) 18(21)  8( 9)  1( 1)  0( 0)    0       84
 53 2/28-->2/29      0.29   0.02   9(90)  1(10)  0( 0)  0( 0)  0( 0)    0       10
 ANNUAL TOTALS       5.70   3269(62)914(17)698(13)266( 5) 56( 1)  130     5203
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->2000 FOR STATION NUMBER 3517
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   0.96 1.02 1.91 3.25 3.79 4.28 4.33 3.92 2.91 2.23 1.89 1.27 31.77  <-- PRECIP
  
   18.4 24.3 35.4 50.0 62.2 71.6 75.7 73.7 64.9 53.5 37.9 24.5  53.8  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7     17  1968     5.70
   6     15  1991     4.50
   9     13  1961     4.32
   7     26  1953     4.04
   6     16  1997     3.69
   7     28  1976     3.56
   6     21  1974     3.43
   6     24  1994     3.44
   7      9  1993     3.21
   5     17  1999     3.30
   7     14  1966     3.16
   7      2  1962     3.10
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  3517
               MARCH                       APRIL  
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951     24      1      0      0    211     97     77     61
 1952     55     22     17     13    360    224    198    175
 1953    114     43     31     21    202     89     68     51
 1954     75     21     15     10    402    230    196    167
 1955    101     41     31     23    475    290    253    218
 1956     55     17     10      4    275    151    124    101
 1957     95     32     22     14    386    232    202    175
 1958     70     19     12      8    350    199    166    136
 1959     66     21     15      9    319    168    140    116
 1960     18      3      1      0    350    214    188    165
 1961     59     24     19     14    193     89     71     56
 1962     49     22     18     15    316    191    167    145
 1963    151     94     80     68    389    235    201    168
 1964     78     27     19     13    328    191    165    139
 1965     10      1      0      0    219    114     93     76
 1966    161     70     50     36    229    105     83     65
 1967    120     57     47     39    322    174    139    114
 1968    243    136    117    100    411    251    217    186
 1969     62     29     22     16    345    183    151    121
 1970     47      3      1      0    369    231    200    170
 1971     65     30     25     21    370    233    203    176
 1972     55     15     10      5    249    139    118     97
 1973    192     77     59     44    288    156    132    109
 1974    109     38     31     25    419    262    228    196
 1975     34      4      1      0    220    118    100     82
 1976    163     84     69     58    414    256    220    185
 1977    214    109     90     73    540    366    327    291
 1978     91     41     34     27    310    174    146    119
 1979     61     21     14     10    234    122    103     85
 1980     62     17     10      7    373    225    194    169
 1981    199    101     85     69    430    253    217    185
 1982     79     24     17     13    279    159    134    112
 1983    115     54     43     34    224    115     96     82
 1984     44      9      4      1    306    162    133    105
 1985    161     66     50     35    499    334    300    268
 1986    186    107     93     83    445    278    244    211
 1987    158     75     61     51    469    296    264    236
 1988    146     64     46     33    348    201    171    144
 1989    107     58     50     43    313    165    136    109
 1990    164     77     63     50    356    218    190    165
 1991    145     68     55     45    374    218    187    158
 1992    124     46     33     23    241    113     94     78
 1993     48     13      9      6    265    134    109     84
 1994    115     49     40     33    351    208    181    155
 1995    161     82     67     54    227    111     90     69
 1996     81     24     16     10    284    154    128    108
 1997    127     57     47     38    295    172    147    123
 1998    148     84     73     63    369    204    173    144
 1999    141     64     52     41    365    196    163    132
 2000    240    134    112     93    342    200    173    149
     ****************************  ******************* ******** 
 MEAN  108.0   47.7   38.0   30.0  333.3  192.3  164.3  138.9
 STDV   58.0   34.8   30.1   25.9   81.9   63.1   58.4   53.6
 
               MAY                         JUNE   
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    744    507    452    399    794    555    497    439
 1952    627    401    352    307    950    710    651    593
 1953    619    395    348    308    950    710    650    591
 1954    502    306    265    229    973    735    676    620
 1955    727    494    442    395    803    566    509    454
 1956    659    442    393    347    992    754    696    639
 1957    579    361    314    269    884    644    585    528
 1958    697    478    430    384    777    537    477    419
 1959    726    501    449    400    916    676    616    559
 1960    540    339    298    261    736    507    454    404
 1961    524    338    300    265    872    635    576    521
 1962    799    560    505    450    885    645    585    528
 1963    608    394    348    306    959    719    660    602
 1964    782    539    485    437    884    650    594    539
 1965    739    506    452    404    861    621    561    501
 1966    538    340    297    263    900    661    603    546
 1967    527    337    296    260    904    664    605    549
 1968    566    347    300    258    901    661    602    544
 1969    658    439    390    346    735    503    449    399
 1970    712    489    438    392    919    679    619    562
 1971    559    370    331    293    997    757    697    637
 1972    717    499    448    401    826    593    541    490
 1973    563    351    304    258    927    687    627    567
 1974    551    345    300    262    791    552    497    445
 1975    737    508    456    408    910    670    612    557
 1976    594    388    344    302    913    673    614    557
 1977    876    641    584    528    956    717    658    599
 1978    664    441    393    347    905    665    606    551
 1979    638    430    385    342    904    666    607    549
 1980    709    488    438    392    888    649    590    534
 1981    607    401    356    314    899    660    601    542
 1982    767    527    471    418    742    509    457    409
 1983    522    311    267    228    904    667    610    557
 1984    563    360    318    280    943    703    643    585
 1985    781    539    484    431    841    602    543    488
 1986    703    472    417    365    910    671    612    554
 1987    784    556    505    456   1002    763    704    645
 1988    783    547    495    448    993    753    693    635
 1989    608    407    361    317    853    613    555    500
 1990    529    317    274    232    891    655    597    541
 1991    758    534    483    434   1002    762    702    642
 1992    651    433    386    342    822    583    525    469
 1993    645    421    372    325    826    592    534    478
 1994    657    440    392    348    945    705    647    590
 1995    597    364    315    273    955    715    655    597
 1996    519    302    258    220    885    646    587    528
 1997    496    300    260    223    945    705    645    586
 1998    815    567    508    452    853    617    560    506
 1999    695    458    406    357    915    676    618    562
 2000    715    487    432    381    838    599    541    485
     ****************************  ******************* ******** 
 MEAN  653.8  434.6  386.2  341.4  891.8  653.4  595.2  538.7
 STDV   97.2   84.9   80.5   75.7   68.7   67.1   65.9   64.0
 
               JULY                        AUGUST 
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951   1001    753    691    629    941    693    631    569
