 
 THIS IS FOR STATION NUMBER 1257 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.86   0.45  59(67) 16(18)  8( 9)  5( 5)  0( 0)    0       88
  2 3/8-->3/14       1.25   0.45  57(63) 22(24)  7( 7)  4( 4)  0( 0)    0       90
  3 3/15-->3/21      1.90   0.49  53(60) 17(19) 16(18)  2( 2)  0( 0)    0       88
  4 3/22-->3/28      1.53   0.52  68(64) 25(23) 12(11)  1( 0)  0( 0)    0      106
  5 3/29-->4/4       2.14   0.66  65(60) 21(19) 14(13)  6( 5)  1( 0)    1      107
  6 4/5-->4/11       1.70   0.57  67(65) 19(18) 11(10)  6( 5)  0( 0)    0      103
  7 4/12-->4/18      1.50   0.74  59(51) 29(25) 21(18)  5( 4)  0( 0)    0      114
  8 4/19-->4/25      2.00   0.89  73(56) 26(20) 20(15)  9( 6)  1( 0)    0      129
  9 4/26-->5/2       2.45   0.85  66(56) 22(18) 19(16)  9( 7)  1( 0)    0      117
 10 5/3-->5/9        2.00   0.77  56(52) 22(20) 20(18)  6( 5)  2( 1)    0      106
 11 5/10-->5/16      3.10   0.90  73(58) 21(16) 21(16)  7( 5)  2( 1)    0      124
 12 5/17-->5/23      2.15   0.73  66(58) 20(17) 22(19)  4( 3)  1( 0)    0      113
 13 5/24-->5/30      2.65   1.01  67(53) 23(18) 23(18) 11( 8)  2( 1)    1      126
 14 5/31-->6/6       2.90   0.72  65(60) 17(15) 18(16)  5( 4)  3( 2)    0      108
 15 6/7-->6/13       2.32   1.24  71(51) 31(22) 15(10) 20(14)  2( 1)    0      139
 16 6/14-->6/20      4.03   1.14  55(48) 27(23) 16(14)  8( 7)  8( 7)    0      114
 17 6/21-->6/27      2.65   1.13  50(47) 18(16) 18(16) 16(15)  4( 3)    0      106
 18 6/28-->7/4       2.40   0.88  53(50) 26(24) 14(13)  9( 8)  4( 3)    0      106
 19 7/5-->7/11       4.30   0.87  41(48) 18(21) 12(14) 11(12)  3( 3)    0       85
 20 7/12-->7/18      3.73   0.85  50(52) 15(15) 18(18) 11(11)  2( 2)    0       96
 21 7/19-->7/25      3.85   0.77  62(59) 14(13) 20(19)  7( 6)  1( 0)    0      104
 22 7/26-->8/1       1.98   0.70  62(59) 18(17) 19(18)  5( 4)  0( 0)    0      104
 23 8/2-->8/8        2.48   1.02  59(56) 10( 9) 17(16) 12(11)  6( 5)    1      104
 24 8/9-->8/15       2.56   0.89  44(48) 16(17) 18(19) 10(10)  3( 3)    0       91
 25 8/16-->8/22      2.20   1.01  53(48) 21(19) 19(17) 13(11)  3( 2)    0      109
 26 8/23-->8/29      2.83   0.93  50(54) 10(10) 15(16) 11(12)  5( 5)    0       91
 27 8/30-->9/5       2.95   0.63  58(63) 17(18)  9( 9)  3( 3)  4( 4)    0       91
 28 9/6-->9/12       1.82   0.64  52(59) 10(11) 19(21)  7( 7)  0( 0)    0       88
 29 9/13-->9/19      4.18   1.02  62(55) 14(12) 20(18) 12(10)  3( 2)    0      111
 30 9/20-->9/26      2.30   1.09  65(54) 19(15) 18(15) 12(10)  6( 5)    0      120
 31 9/27-->10/3      2.02   0.55  41(52) 18(23) 13(16)  5( 6)  1( 1)    0       78
 32 10/4-->10/10     1.51   0.65  56(58) 15(15) 13(13) 11(11)  0( 0)    0       95
 33 10/11-->10/17    1.34   0.51  51(63)  8(10) 14(17)  7( 8)  0( 0)    0       80
 34 10/18-->10/24    1.81   0.61  52(54) 24(25) 14(14)  5( 5)  0( 0)    0       95
 35 10/25-->10/31    1.60   0.46  56(64) 17(19) 12(13)  2( 2)  0( 0)    0       87
 36 11/1-->11/7      2.50   0.60  56(65) 10(11) 12(13)  6( 6)  2( 2)    0       86
 37 11/8-->11/14     1.55   0.40  50(63) 13(16) 13(16)  3( 3)  0( 0)    0       79
 38 11/15-->11/21    2.12   0.65  47(54) 18(20) 13(14)  8( 9)  1( 1)    0       87
 39 11/22-->11/28    1.52   0.43  70(69) 20(19)  9( 8)  2( 1)  0( 0)    0      101
 40 11/29-->12/5     2.10   0.40  63(71) 13(14)  7( 7)  4( 4)  1( 1)    0       88
 41 12/6-->12/12     1.30   0.37  62(69) 17(19)  9(10)  1( 1)  0( 0)    0       89
 42 12/13-->12/19    1.53   0.29  60(78)  7( 9)  7( 9)  2( 2)  0( 0)    0       76
 43 12/20-->12/26    1.12   0.30  76(80) 10(10)  6( 6)  2( 2)  0( 0)    0       94
 44 12/27-->1/2      0.95   0.35  51(66) 15(19) 11(14)  0( 0)  0( 0)    0       77
 45 1/3-->1/9        1.45   0.25  58(79) 10(13)  4( 5)  1( 1)  0( 0)    0       73
 46 1/10-->1/16      1.40   0.30  66(83)  6( 7)  2( 2)  5( 6)  0( 0)    0       79
 47 1/17-->1/23      0.82   0.28  68(78) 14(16)  5( 5)  0( 0)  0( 0)    0       87
 48 1/24-->1/30      1.00   0.23  67(83)  9(11)  3( 3)  1( 1)  0( 0)    0       80
 49 1/31-->2/6       0.92   0.23  60(80) 10(13)  5( 6)  0( 0)  0( 0)    0       75
 50 2/7-->2/13       0.56   0.19  63(87)  7( 9)  2( 2)  0( 0)  0( 0)    0       72
 51 2/14-->2/20      1.52   0.30  59(74) 12(15)  6( 7)  2( 2)  0( 0)    0       79
 52 2/21-->2/27      1.20   0.38  56(66) 16(19)  9(10)  3( 3)  0( 0)    1       84
 53 2/28-->2/29      0.37   0.02   8(88)  1(11)  0( 0)  0( 0)  0( 0)    0        9
 ANNUAL TOTALS       4.30   3077(61)874(17)688(13)317( 6) 72( 1)    4     5028
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->2000 FOR STATION NUMBER 1257
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   1.17 1.11 2.18 3.22 3.71 4.60 3.50 4.20 3.49 2.42 2.20 1.49 33.29  <-- PRECIP
  
   17.5 23.6 34.8 48.7 60.8 70.2 74.2 72.0 63.2 51.6 36.7 23.6  52.5  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7      8  1951     4.30
   9     14  1967     4.18
   6     17  1973     4.03
   7     19  1963     3.85
   7     18  1993     3.73
   6     20  1964     3.57
   9     13  1961     3.25
   5     13  1978     3.10
   7     14  1958     3.00
   8     31  1981     2.95
   6      1  1954     2.90
   8     26  1972     2.83
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  1257
               MARCH                       APRIL  
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951     40      4      2      1    254    135    110     88
 1952     60     24     17     13    370    238    213    190
 1953    120     53     41     30    220    104     82     62
 1954     80     24     17     12    420    251    218    189
 1955    123     58     45     35    477    302    265    232
 1956     72     26     18     12    289    173    146    122
 1957    105     39     28     19    379    231    200    172
 1958     79     24     15      9    331    192    161    135
 1959     78     33     27     22    322    182    155    130
 1960     25      8      5      4    380    231    201    175
 1961     76     34     26     21    206    101     82     64
 1962     63     29     24     19    325    195    170    148
 1963    162     98     86     74    397    245    209    177
 1964     79     28     20     13    336    200    173    149
 1965      8      1      0      0    257    136    114     96
 1966    175     83     64     47    242    123     99     78
 1967    145     79     65     53    343    194    162    132
 1968    238    138    120    103    386    238    206    176
 1969     81     37     30     23    367    214    181    148
 1970     56      6      3      2    366    227    198    171
 1971     63     29     25     21    370    232    205    180
 1972     73     28     20     15    255    137    115     95
 1973    196     83     65     49    287    160    136    113
 1974    104     37     29     24    419    258    225    194
 1975     39      7      2      1    227    123    105     89
 1976    167     88     76     64    416    266    231    197
 1977    201     98     80     64    510    343    307    272
 1978     85     38     30     23    302    179    152    126
 1979     64     30     23     16    227    119    100     83
 1980     64     21     14      8    323    198    173    150
 1981    182     91     76     62    419    257    221    189
 1982     65     20     14     10    234    140    120    101
 1983    119     57     47     37    201    105     90     76
 1984     37      9      4      2    295    171    145    119
 1985    159     65     49     37    443    303    275    248
 1986    162     89     77     66    425    266    234    204
 1987    161     79     66     55    394    251    224    199
 1988    120     53     40     29    304    186    161    138
 1989    113     60     51     43    291    159    133    109
 1990    178     89     72     56    312    191    166    143
 1991    140     73     61     51    352    210    181    153
 1992    147     63     50     37    232    119    100     83
 1993     52     21     16     12    235    119     97     78
 1994    104     45     36     29    342    210    184    159
 1995    167     94     80     66    214    108     86     67
 1996     76     24     16     11    266    154    133    115
 1997    121     52     42     33    261    157    135    113
 1998    131     77     68     59    306    167    140    116
 1999    115     47     37     28    327    181    151    124
 2000    226    125    105     89    307    185    161    141
     ****************************  ******************* ******** 
 MEAN  110.1   50.7   40.7   32.4  323.5  191.6  164.9  140.4
 STDV   54.2   32.8   28.7   24.7   75.3   57.6   53.3   49.1
 
               MAY                         JUNE   
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    694    476    427    380    762    529    472    419
 1952    607    400    356    316    964    726    668    612
 1953    613    398    357    317    926    689    630    572
 1954    499    326    287    253    938    702    645    589
 1955    696    486    438    392    779    542    491    442
 1956    639    433    388    344    932    700    644    588
 1957    563    355    311    269    865    633    576    520
 1958    662    474    432    391    741    504    449    400
 1959    717    499    449    401    886    650    593    538
 1960    563    362    318    279    772    544    491    438
 1961    512    343    308    273    790    580    533    488
 1962    780    548    494    441    847    610    553    500
 1963    586    385    342    302    893    659    605    552
 1964    766    534    483    436    865    635    580    527
 1965    707    495    448    403    829    593    539    488
 1966    502    333    299    268    840    609    556    506
 1967    506    328    290    254    892    658    602    549
 1968    531    335    294    258    881    644    586    534
 1969    643    437    391    349    710    494    447    400
 1970    701    487    439    392    866    630    574    521
 1971    543    366    328    293    978    738    678    618
 1972    665    454    406    362    800    575    524    475
 1973    543    340    295    252    913    673    613    555
 1974    550    343    299    259    773    540    490    441
 1975    717    496    448    403    879    642    587    532
 1976    577    384    341    300    867    631    576    521
 1977    861    626    569    516    851    614    558    503
 1978    615    412    367    323    846    611    559    508
 1979    590    411    370    330    851    614    559    504
 1980    656    459    415    372    820    584    530    479
 1981    571    383    342    304    856    616    559    503
 1982    707    484    434    384    713    498    453    410
 1983    481    295    257    220    874    643    591    539
 1984    521    340    303    268    911    672    613    554
 1985    711    487    438    394    767    536    485    438
 1986    657    433    383    335    884    647    589    533
 1987    707    499    454    410    934    697    638    581
 1988    708    497    451    412    887    659    609    560
 1989    566    379    338    299    795    562    507    456
 1990    488    297    256    220    854    618    561    506
 1991    755    533    483    434    950    710    651    594
 1992    597    411    369    331    784    555    503    453
 1993    610    398    351    306    795    563    507    452
 1994    588    401    360    321    888    660    606    552
 1995    532    321    278    239    907    667    608    551
 1996    479    282    244    207    833    596    537    479
 1997    434    259    224    191    881    643    584    528
 1998    731    501    453    406    818    584    527    473
 1999    656    433    385    337    866    631    575    519
 2000    666    454    404    354    804    569    514    460
     ****************************  ******************* ******** 
 MEAN  619.7  416.4  372.2  330.3  851.3  617.9  562.7  509.5
 STDV   93.2   79.4   75.1   70.9   63.0   59.6   57.5   55.0
 
               JULY                        AUGUST 
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    953    706    646    587    907    661    601    542
 1952   1040    793    734    676    899    655    596    540
 1953   1023    775    714    656    934    690    632    577
 1954   1034    786    724    663    936    690    631    572
 1955   1127    879    817    755   1045    797    738    679
 1956    970    722    660    599    975    738    681    624
 1957   1066    818    756    695    955    710    651    593
 1958    921    673    612    552    948    704    645    587
 1959    944    698    637    580   1060    812    750    688
 1960    923    678    621    566    951    705    645    586
 1961    892    645    585    528    909    667    610    557
 1962    906    659    600    541    934    686    628    571
 1963    991    743    682    621    885    644    587    532
 1964   1040    792    730    669    870    632    575    521
 1965    963    716    655    596    906    663    603    544
 1966   1028    781    720    661    883    640    584    529
 1967    920    678    621    567    813    578    522    467
 1968    980    733    672    612    962    716    657    599
 1969   1020    772    710    648    975    727    666    607
 1970    989    743    686    630    954    707    647    587
 1971    906    664    606    549    886    642    586    533
 1972    932    689    629    572    967    721    661    602
 1973   1032    784    722    660   1005    757    695    635
 1974   1053    805    743    681    883    637    578    522
 1975    992    746    687    629    999    753    692    631
 1976   1012    765    706    648    903    664    608    552
 1977   1038    790    729    670    821    582    527    475
 1978    956    709    648    588    923    682    624    569
 1979    952    705    645    586    913    671    612    554
 1980   1051    803    741    680    977    729    667    606
 1981    963    715    654    595    893    652    594    538
 1982   1010    762    700    638    902    660    603    548
 1983   1059    811    749    689   1065    818    757    697
 1984    947    701    640    581    969    726    668    611
 1985    996    748    686    625    847    603    544    487
 1986   1056    808    746    684    819    579    521    466
 1987   1060    812    750    688    918    672    612    556
 1988   1009    762    701    641   1018    778    719    661
 1989   1022    774    712    651    901    655    597    541
 1990    969    721    659    597    941    693    633    574
 1991    987    740    680    622    956    708    647    586
 1992    869    621    560    499    769    531    481    432
 1993    973    725    663    601    944    696    635    575
 1994    915    667    605    544    842    595    537    482
 1995    999    753    693    633   1098    850    788    726
 1996    903    657    596    536    920    672    610    550
 1997    974    728    671    614    864    617    557    499
 1998    999    751    689    628    996    748    686    625
 1999   1087    839    777    715    894    646    585    526
 2000    946    698    636    576    961    713    651    590
     ****************************  ******************* ******** 
 MEAN  988.2  741.1  680.4  620.7  930.2  685.6  626.8  569.3
 STDV   56.1   55.4   54.7   53.8   66.4   64.6   63.1   61.1
 
               SEPTEMBER                   OCTOBER
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    604    405    361    320    405    253    223    194
 1952    676    479    436    395     35     23     20     17
 1953    486    348    317    288      0      0      0      0
 1954    749    533    483    435    296    189    165    141
 1955    738    540    494    450    291    181    158    137
 1956    628    429    386    349    148    103     94     85
 1957    587    402    361    323      0      0      0      0
 1958    689    488    444    400      0      0      0      0
 1959    718    506    460    414    132     65     49     36
 1960    705    498    450    404    301    206    185    164
 1961    602    426    384    343      0      0      0      0
 1962    592    397    356    316    431    278    246    215
 1963    698    487    439    394    623    437    397    359
 1964    625    430    386    344      0      0      0      0
 1965    646    428    378    334    340    207    179    151
 1966    625    429    387    348     63     39     34     29
 1967    619    436    395    355    267    161    141    122
 1968    650    435    387    344    402    261    228    198
 1969    680    475    428    384    258    169    149    132
 1970    685    470    422    375    256    166    147    129
 1971    762    544    494    448    582    389    344    301
 1972    733    517    467    417    213    129    112     95
 1973    685    460    411    364    514    342    303    268
 1974    434    297    266    238      0      0      0      0
 1975    502    333    296    259      0      0      0      0
 1976    533    375    341    309      0      0      0      0
 1977    669    453    405    358     37     21     18     15
 1978    740    529    481    435     86     45     38     31
 1979    669    476    435    395     59     35     30     25
 1980    691    480    432    388     34     19     16     13
 1981    629    419    376    337     80     48     41     34
 1982    627    433    389    347    329    225    202    179
 1983    656    449    405    365    217    146    130    116
 1984    623    430    387    346      0      0      0      0
 1985    705    503    454    409    363    212    181    152
 1986    723    498    448    399    168     94     79     65
 1987    652    440    396    355     32     24     22     20
 1988    709    507    461    416     76     48     42     36
 1989    489    329    296    267      0      0      0      0
 1990    713    513    468    424    148     97     87     78
 1991    647    453    410    368     74     47     41     36
 1992    579    388    347    308    215    138    122    107
 1993    506    308    268    228    143     99     88     77
 1994    701    476    426    381    456    281    243    209
 1995    466    320    288    258      0      0      0      0
 1996    616    411    369    327    274    173    152    132
 1997    694    478    428    380    376    258    230    203
 1998    775    548    498    451    268    154    129    106
 1999    615    425    385    346    176    116    103     92
 2000    693    489    443    401    112     76     68     60
     ****************************  ******************* ******** 
 MEAN  645.0  446.7  402.7  361.0  185.8  119.3  104.9   91.4
 STDV   79.9   62.8   58.5   54.4  170.7  112.8  100.2   88.4
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2000 FOR STATION NUMBER 1257
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  43 -15  63 -26  61 -26  81  21  91  25  91  37  99  46 103  49  98  38  90  25  74  17  60  -2
  2  43 -22  45 -28  66 -10  83  16  87  27  91  40  95  44 101  48  97  40  91  21  77  10  64  -3
  3  52 -13  53 -33  66  -1  73  12  85  28  93  40  93  47  98  46  95  38  86  23  74   9  64 -12
  4  52 -15  51 -30  68  -8  71   2  89  28  93  41  96  44  99  43  93  35  92  22  73   6  63  -6
  5  53 -28  55 -27  69 -12  74  14  87  30  93  38  97  42  97  45  94  38  85  26  73  -1  69  -5
  6  43 -22  53 -18  68 -15  79   1  85  28  93  44  98  44  94  44  94  36  90  17  70   9  62  -9
  7  47 -21  48 -19  69 -14  85  -3  85  28  95  42  98  44  95  44  94  35  86  24  72   1  54 -16
  8  46 -21  54 -20  77  -5  77   8  87  29  92  40  97  48  96  45  97  35  85  20  67   2  49  -5
  9  45 -17  56 -28  75 -14  75  16  87  28  97  40  96  46  98  45  98  38  81  22  77   8  52 -24
 10  49 -35  52 -22  67  -4  84  17  87  25  98  40  98  45  94  47  94  35  87  18  74  12  56 -18
 11  51 -26  58 -18  67   1  83  10  87  32  93  35 100  47  99  45  91  32  85  17  72   6  56 -14
 12  48 -27  60 -15  65  -5  80  20  88  30  93  43  97  48  95  45  92  29  83  19  68   8  57 -13
 13  52 -20  58 -17  77  -9  79  12  86  31  94  42  95  50  94  46  91  30  89  22  67   2  58 -24
 14  48 -21  57 -15  69  -8  77  17  89  29  95  43 101  45  94  40  89  35  81  23  73   4  57 -18
 15  58 -23  56 -12  73   1  80  23  91  29  98  43  98  43  98  41  90  35  87  20  71   0  53 -17
 16  53 -24  61 -15  72   1  85  21  90  29  90  37 100  50 100  41  91  32  84  21  71   5  55 -14
 17  53 -23  63 -17  73   4  85  21  88  31  91  39  94  47 100  45  91  33  83  23  70  -2  54 -15
