 
 THIS IS FOR STATION NUMBER  753 1951-> 2000
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.86   0.54  62(65) 15(15) 14(14)  4( 4)  0( 0)    5       95
  2 3/8-->3/14       1.88   0.52  50(58) 17(19) 15(17)  4( 4)  0( 0)    4       86
  3 3/15-->3/21      1.01   0.40  49(62) 14(17) 14(17)  1( 1)  0( 0)    1       78
  4 3/22-->3/28      1.53   0.57  53(56) 20(21) 15(16)  5( 5)  0( 0)    1       93
  5 3/29-->4/4       2.11   0.72  69(62) 17(15) 15(13)  8( 7)  1( 0)    3      110
  6 4/5-->4/11       2.53   0.66  60(60) 14(14) 18(18)  6( 6)  1( 1)    0       99
  7 4/12-->4/18      1.57   0.91  59(47) 28(22) 29(23)  8( 6)  0( 0)    0      124
  8 4/19-->4/25      4.00   1.13  71(55) 23(17) 18(13) 14(10)  3( 2)    0      129
  9 4/26-->5/2       1.86   0.77  59(53) 24(21) 20(18)  8( 7)  0( 0)    0      111
 10 5/3-->5/9        2.80   1.10  62(50) 23(18) 23(18) 10( 8)  4( 3)    2      122
 11 5/10-->5/16      1.75   0.93  61(51) 23(19) 19(16) 15(12)  0( 0)    0      118
 12 5/17-->5/23      1.57   0.70  67(58) 24(20) 20(17)  4( 3)  0( 0)    1      115
 13 5/24-->5/30      2.62   1.21  66(46) 36(25) 23(16) 14( 9)  3( 2)    0      142
 14 5/31-->6/6       2.90   0.95  58(52) 17(15) 23(20)  9( 8)  3( 2)    1      110
 15 6/7-->6/13       5.12   1.26  55(45) 21(17) 25(20) 16(13)  4( 3)    0      121
 16 6/14-->6/20      2.31   0.96  59(52) 25(22) 14(12) 10( 8)  4( 3)    0      112
 17 6/21-->6/27      3.24   1.02  54(47) 25(22) 20(17)  9( 7)  5( 4)    0      113
 18 6/28-->7/4       5.29   1.15  46(45) 18(17) 22(21) 10( 9)  6( 5)    0      102
 19 7/5-->7/11       1.92   0.90  40(43) 19(20) 17(18) 17(18)  0( 0)    0       93
 20 7/12-->7/18      3.62   0.91  37(42) 20(22) 14(16) 11(12)  5( 5)    0       87
 21 7/19-->7/25      3.32   1.04  49(47) 22(21) 15(14) 13(12)  4( 3)    0      103
 22 7/26-->8/1       3.01   0.94  40(45) 21(23) 13(14)  8( 9)  6( 6)    0       88
 23 8/2-->8/8        4.20   1.23  59(52) 20(17) 14(12) 11( 9)  8( 7)    0      112
 24 8/9-->8/15       2.81   1.00  42(43) 13(13) 24(25) 15(15)  2( 2)    3       96
 25 8/16-->8/22      4.45   0.93  41(48) 15(17) 14(16) 10(11)  5( 5)    8       85
 26 8/23-->8/29      2.10   0.75  44(53) 15(18) 10(12) 11(13)  3( 3)    4       83
 27 8/30-->9/5       2.96   0.87  39(44) 17(19) 16(18) 13(14)  2( 2)    1       87
 28 9/6-->9/12       3.01   0.68  46(54) 12(14) 20(23)  5( 5)  2( 2)    1       85
 29 9/13-->9/19      4.10   1.28  51(44) 25(21) 17(14) 15(13)  6( 5)    4      114
 30 9/20-->9/26      2.65   1.02  41(40) 26(25) 20(19) 11(10)  3( 2)    5      101
 31 9/27-->10/3      2.42   0.61  47(55) 16(19) 16(19)  4( 4)  1( 1)    0       84
 32 10/4-->10/10     3.71   0.96  38(42) 18(20) 19(21) 10(11)  4( 4)    0       89
 33 10/11-->10/17    2.13   0.56  40(54) 16(21) 10(13)  7( 9)  1( 1)    0       74
 34 10/18-->10/24    2.02   0.62  48(55) 15(17) 16(18)  6( 6)  1( 1)    2       86
 35 10/25-->10/31    1.19   0.54  48(57) 18(21) 14(16)  4( 4)  0( 0)    2       84
 36 11/1-->11/7      1.85   0.57  47(56) 12(14) 19(22)  5( 6)  0( 0)    1       83
 37 11/8-->11/14     2.58   0.42  45(60) 15(20) 12(16)  1( 1)  1( 1)    0       74
 38 11/15-->11/21    3.19   0.61  46(59) 10(12) 12(15)  8(10)  1( 1)    0       77
 39 11/22-->11/28    1.25   0.43  50(63) 15(18) 11(13)  3( 3)  0( 0)    1       79
 40 11/29-->12/5     1.67   0.35  55(69) 14(17)  7( 8)  3( 3)  0( 0)    5       79
 41 12/6-->12/12     2.00   0.40  61(69) 17(19)  7( 7)  2( 2)  1( 1)    7       88
 42 12/13-->12/19    3.35   0.26  45(77)  8(13)  4( 6)  0( 0)  1( 1)    7       58
 43 12/20-->12/26    1.25   0.27  56(76) 11(15)  4( 5)  2( 2)  0( 0)    7       73
 44 12/27-->1/2      1.46   0.32  57(74)  9(11)  9(11)  2( 2)  0( 0)    6       77
 45 1/3-->1/9        1.31   0.26  48(77)  5( 8)  6( 9)  3( 4)  0( 0)    1       62
 46 1/10-->1/16      0.86   0.22  54(79)  9(13)  5( 7)  0( 0)  0( 0)    0       68
 47 1/17-->1/23      0.85   0.32  53(67) 15(19) 10(12)  0( 0)  0( 0)    0       78
 48 1/24-->1/30      0.90   0.23  60(82) 10(13)  3( 4)  0( 0)  0( 0)    2       73
 49 1/31-->2/6       1.50   0.26  59(79) 10(13)  4( 5)  1( 1)  0( 0)    0       74
 50 2/7-->2/13       0.94   0.21  54(78) 12(17)  3( 4)  0( 0)  0( 0)    0       69
 51 2/14-->2/20      0.75   0.36  64(73) 11(12) 12(13)  0( 0)  0( 0)    1       87
 52 2/21-->2/27      1.78   0.34  61(70) 18(20)  7( 8)  1( 1)  0( 0)    1       87
 53 2/28-->2/29      0.74   0.03   4(66)  1(16)  1(16)  0( 0)  0( 0)    1        6
 ANNUAL TOTALS       5.29   2729(56)894(18)752(15)357( 7) 91( 1)   88     4823
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->2000 FOR STATION NUMBER  753
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   1.18 1.18 2.38 3.58 4.32 4.51 4.41 4.33 3.95 2.86 2.11 1.39 36.19  <-- PRECIP
  
   23.1 29.1 39.6 52.9 63.7 72.9 77.3 75.1 66.9 55.8 41.0 28.5  56.6  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7      4  1974     5.29
   6      8  1993     5.12
   8     17  1980     4.45
   8      5  1970     4.20
   9     18  1978     4.10
   4     21  1973     4.00
  10      5  1954     3.71
   7     15  1984     3.62
   9     13  1961     3.48
   9     14  1998     3.42
  12     15  1971     3.35
   7      3  1982     3.35
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER   753
               MARCH                       APRIL  
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951     53     11      7      3    302    172    148    125
 1952    108     51     39     32    402    258    228    199
 1953    169     79     62     48    285    150    126    103
 1954    116     43     30     20    527    344    301    261
 1955    176     95     79     64    553    362    321    282
 1956    177     94     78     64    370    243    215    188
 1957    148     63     47     37    413    252    218    188
 1958     99     34     25     18    377    221    190    161
 1959    142     65     52     42    389    228    197    167
 1960     38     16     12      8    399    244    215    187
 1961    164     78     65     53    281    154    131    109
 1962    112     58     47     38    383    241    211    184
 1963    237    131    114    100    469    304    268    233
 1964    148     79     66     54    427    273    241    210
 1965     23      7      5      3    376    223    191    162
 1966    280    172    147    124    322    185    157    132
 1967    275    176    154    133    440    272    236    202
 1968    307    182    157    134    451    273    237    205
 1969    100     57     49     42    417    262    227    195
 1970    112     48     37     28    451    300    266    234
 1971    146     69     56     47    471    311    278    246
 1972    190    107     94     81    398    239    207    177
 1973    244    113     88     66    343    195    166    140
 1974    231    122    103     86    478    308    272    236
 1975    103     58     49     40    340    200    170    144
 1976    240    125    104     85    492    323    285    248
 1977    278    158    135    114    556    368    324    283
 1978    113     59     49     40    403    247    215    184
 1979    153     79     66     54    308    174    148    124
 1980    126     52     40     29    407    253    222    193
 1981    253    137    114     95    597    408    365    324
 1982    157     71     53     38    346    215    188    162
 1983    197    110     93     78    251    129    110     95
 1984     64     14      8      5    336    184    155    128
 1985    272    149    123     99    573    387    349    313
 1986    295    167    146    128    530    356    318    283
 1987    272    152    128    108    535    354    317    285
 1988    277    174    150    127    446    295    264    233
 1989    254    161    140    121    469    306    271    238
 1990    282    164    139    115    440    278    243    210
 1991    317    186    157    132    486    307    269    234
 1992    268    140    117     97    398    239    206    179
 1993    120     57     46     36    350    198    168    142
 1994    246    136    116     98    456    305    273    242
 1995    263    167    148    129    363    211    180    152
 1996    143     65     53     42    412    262    231    203
 1997    258    137    113     92    332    197    170    145
 1998    143     85     73     65    341    190    162    136
 1999    149     73     58     46    387    222    192    165
 2000    259    150    129    110    367    225    195    170
     ****************************  ******************* ******** 
 MEAN  186.2   99.8   83.5   69.2  413.2  257.2  224.9  195.1
 STDV   78.3   51.4   45.5   39.8   80.0   64.9   60.2   55.6
 
               MAY                         JUNE   
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    738    511    460    410    814    579    521    465
 1952    671    448    400    353   1022    782    722    662
 1953    647    443    398    354   1019    779    720    661
 1954    577    383    341    301    988    750    691    633
 1955    774    534    481    432    846    606    549    494
 1956    790    568    518    471   1001    766    709    652
 1957    688    460    411    367    943    704    645    588
 1958    746    519    471    424    838    598    538    482
 1959    766    535    480    427    959    719    660    602
 1960    640    428    379    332    865    627    569    512
 1961    590    386    341    301    899    663    607    554
 1962    868    630    573    519    878    641    586    532
 1963    649    430    382    339    964    725    667    610
 1964    854    610    554    502    909    674    617    560
 1965    799    574    521    468    869    630    571    515
 1966    580    387    348    315    842    610    553    500
 1967    566    376    336    299    907    667    609    553
 1968    584    376    333    294    967    727    667    610
 1969    676    463    415    369    785    558    506    457
 1970    802    567    513    463    909    669    609    551
 1971    613    406    360    317   1049    809    749    689
 1972    722    494    443    394    889    653    599    546
 1973    613    394    345    302    965    725    665    605
 1974    669    457    410    364    805    567    513    462
 1975    721    504    457    412    886    647    590    537
 1976    604    400    356    315    902    662    603    545
 1977    873    636    578    521    958    721    662    605
 1978    659    441    394    351    944    704    645    587
 1979    692    477    429    385    940    701    642    584
 1980    765    537    484    437    918    678    618    559
 1981    616    407    362    317    967    727    667    607
 1982    792    548    492    437    827    589    531    476
 1983    591    379    335    292    965    727    669    611
 1984    610    400    358    320   1003    763    703    644
 1985    775    535    479    427    862    624    567    512
 1986    744    510    456    406   1027    787    727    669
 1987    868    631    579    529   1018    778    719    660
 1988    830    593    538    486    986    746    687    631
 1989    664    455    409    364    890    652    595    538
 1990    608    388    338    296    977    737    678    620
 1991    860    629    573    518   1021    781    721    661
 1992    701    488    441    400    895    659    601    546
 1993    721    486    433    384    907    670    613    556
 1994    697    475    428    385    983    743    684    627
 1995    604    374    324    279    933    693    633    573
 1996    649    425    374    327    930    691    632    574
 1997    561    361    319    280    923    683    625    567
 1998    786    544    488    433    866    628    572    518
 1999    657    427    375    326    897    658    600    545
 2000    731    502    452    405    856    616    558    503
     ****************************  ******************* ******** 
 MEAN  700.2  478.9  429.5  383.2  924.5  686.1  628.0  571.2
 STDV   90.9   79.7   75.9   71.7   64.7   63.5   62.4   60.7
 
               JULY                        AUGUST 
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951   1028    780    718    656    967    719    657    595
 1952   1060    812    750    688    960    713    654    596
 1953   1073    825    763    703   1022    774    712    652
 1954   1117    869    807    745   1019    771    709    647
 1955   1154    906    844    782   1076    828    766    704
 1956   1064    816    754    692   1052    804    744    684
 1957   1145    897    835    773   1021    773    712    653
 1958    991    743    681    619   1009    762    701    641
 1959   1024    776    715    654   1100    852    790    728
 1960    995    747    685    624   1021    773    711    649
 1961   1026    778    716    654    998    750    690    631
 1962   1016    768    708    648   1002    754    692    630
 1963   1042    794    732    670    957    709    648    590
 1964   1082    834    772    710    896    652    594    538
 1965    996    748    686    625    939    694    634    576
 1966   1066    818    756    694    879    634    575    519
 1967    962    715    656    600    902    661    604    549
 1968   1042    794    733    672   1001    754    694    634
 1969   1074    826    764    702    982    734    672    610
 1970   1046    798    736    676   1008    760    698    636
 1971    976    731    671    612    976    728    667    607
 1972   1046    799    739    679    993    745    684    623
 1973   1033    785    723    661   1039    791    729    667
 1974   1059    811    749    687    883    636    577    520
 1975    974    731    672    615    982    735    674    615
 1976   1075    827    765    704    965    717    656    597
 1977   1110    862    800    738    970    722    661    600
 1978   1073    825    763    701   1010    762    700    639
 1979   1031    783    721    659   1024    776    714    652
 1980   1144    896    834    772   1100    852    790    728
 1981   1063    815    753    692    994    746    684    624
 1982   1103    855    793    731    996    748    687    627
 1983   1144    896    834    772   1170    922    860    798
 1984   1043    795    734    673   1049    801    741    681
 1985   1076    828    766    704    956    708    646    585
 1986   1145    897    835    773    925    682    622    562
 1987   1144    896    834    772   1035    787    726    665
 1988   1100    852    790    728   1119    872    811    751
 1989   1115    867    805    743   1050    802    741    681
 1990   1057    809    747    685   1059    811    749    687
 1991   1091    843    781    719   1051    803    742    681
 1992   1028    780    718    656    873    627    568    513
 1993   1049    801    739    677   1066    818    756    694
 1994   1030    782    720    658   1008    760    698    638
 1995   1087    839    777    717   1151    903    841    779
 1996   1030    782    720    659   1014    766    704    642
 1997   1033    785    723    662    961    713    651    590
 1998   1083    835    773    711   1072    824    762    700
 1999   1129    881    819    757    988    740    678    616
 2000   1032    784    722    660   1070    822    760    698
     ****************************  ******************* ******** 
 MEAN 1062.4  814.6  752.9  691.5 1007.4  760.1  699.0  638.7
 STDV   48.4   48.1   47.7   47.1   65.2   64.4   63.7   62.4
 
               SEPTEMBER                   OCTOBER
     ****************************  ******************* ******** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  ******************* ******** 
 1951    646    432    383    339    485    307    271    238
 1952    739    519    470    424     76     52     46     40
 1953    778    567    521    475    605    429    388    350
 1954    835    607    554    503    491    321    283    247
 1955    845    613    558    508    470    303    268    235
 1956    796    575    525    477    669    463    417    375
 1957    698    475    422    374    367    223    191    163
 1958    758    530    479    430    528    351    311    273
 1959    768    540    487    438    360    203    168    136
 1960    774    556    507    459    356    241    216    192
 1961    702    493    446    400    366    244    216    192
 1962    669    465    421    379    485    321    284    248
 1963    757    538    487    439    716    511    464    420
 1964    740    525    473    425    128     86     77     68
 1965    707    489    443    397    379    249    219    191
 1966    664    451    406    364    488    325    288    253
 1967    688    479    434    390    213    143    128    114
 1968    734    506    456    410    442    300    268    237
 1969    738    520    470    424    263    178    159    142
 1970    770    545    492    441    264    172    152    133
 1971    830    609    559    510    663    448    399    353
 1972    824    600    546    494    281    187    167    149
 1973    741    511    458    407    572    382    342    305
 1974    608    418    374    332      8      4      3      2
 1975    641    435    389    346      9      5      4      3
 1976    740    518    469    424    148    102     91     81
 1977    773    538    483    432    411    240    205    171
 1978    893    661    607    553    453    278    242    207
 1979    791    567    517    470    198    127    113    101
 1980    815    592    540    489    417    274    245    217
 1981    779    551    497    446    389    245    213    184
 1982    758    535    484    434    408    270    242    216
 1983    825    602    549    497    514    321    281    245
 1984    764    549    499    450    540    350    308    267
 1985    789    567    517    469    493    303    262    225
 1986    906    670    612    555    515    321    277    236
 1987    788    548    491    441    145     94     83     72
 1988    848    614    559    508    149     93     80     68
 1989    702    494    446    400    539    354    317    282
 1990    872    643    589    538    370    243    215    190
 1991    812    601    551    503    315    210    186    163
 1992    726    512    464    417    281    176    155    136
 1993    642    424    375    330    457    282    244    207
 1994    787    557    503    454    498    330    292    258
 1995    715    497    448    403    500    319    280    242
 1996    703    478    430    384    520    336    295    258
 1997    784    549    496    445    423    293    264    235
 1998    879    645    589    534    468    285    247    213
 1999    692    482    436    393    328    212    185    161
 2000    771    555    506    460    120     76     67     60
     ****************************  ******************* ******** 
 MEAN  760.3  539.2  488.6  440.6  385.9  251.9  222.7  195.4
 STDV   67.9   61.4   59.0   56.3  168.5  113.9  102.1   91.2
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2000 FOR STATION NUMBER  753
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  51 -11  66 -16  74 -19  80  24  87  29  92  40 103  51 101  52 100  40  95  29  77  18  67   4
  2  58 -17  64 -25  73  -2  84  19  88  31  90  40  96  48 101  52  96  44  93  25  76  13  66   1
  3  57 -14  67 -26  77   4  80  12  86  32  93  36 100  48 104  49  99  37  88  30  77   9  65  -1
